acc,accuracy,average_response_time,avg_rt,background,block,canvas_backend,clock_backend,color_backend,compensation,coordinates,correct,correct_instruction1,correct_keyboard_response,correct_response,count_ISI,count_correctFeedback,count_expSequence,count_experiment,count_fixation,count_incorrectFeedback,count_instruction1,count_instruction2,count_keyboard_response,count_logger,count_memorySet,count_new_loop,count_practiceLoop,count_probe,count_thankYou,datetime,description,disable_garbage_collection,experiment_file,experiment_path,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,keyboard_backend,live_row,live_row_practiceLoop,logfile,mouse_backend,numberSet,opensesame_codename,opensesame_version,posInSet,present,repeat_cycle,response,response_instruction1,response_instruction2,response_keyboard_response,response_thankYou,response_time,response_time_instruction1,response_time_instruction2,response_time_keyboard_response,response_time_thankYou,round_decimals,sampler_backend,setSize,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,subject_nr,subject_parity,target,time_ISI,time_correctFeedback,time_expSequence,time_experiment,time_fixation,time_incorrectFeedback,time_instruction1,time_instruction2,time_keyboard_response,time_logger,time_memorySet,time_new_loop,time_practiceLoop,time_probe,time_thankYou,title,total_correct,total_response_time,total_responses,uniform_coordinates,width
100,100,660,660,black,practice,legacy,legacy,legacy,0,uniform,1,undefined,1,left,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/27/19 15:46,sternberg task,yes,sternbergtask.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,0,0,C:/Users/DLGoupil/Desktop/dg-subject-2.csv,legacy,6,Kafkaesque Koffka,3.2.8,1,y,0,left,right,NA,left,NA,660,2255,NA,660,NA,2,legacy,1,1024,2,48000,-16,experiment,2,even,6,7448,NA,5240,2044,5242,NA,2048,NA,9451,10112,6245,NA,4304,9451,NA,New experiment,1,660,1,yes,1024
100,100,887.5,887.5,black,practice,legacy,legacy,legacy,0,uniform,1,undefined,1,right,1,1,1,0,1,1,0,0,1,1,1,0,0,1,0,10/27/19 15:46,sternberg task,yes,sternbergtask.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,1,1,C:/Users/DLGoupil/Desktop/dg-subject-2.csv,legacy,4 1 5,Kafkaesque Koffka,3.2.8,0,n,0,right,right,NA,right,NA,1115,2255,NA,1115,NA,2,legacy,3,1024,2,48000,-16,experiment,2,even,2,13537,10185,11329,2044,11331,NA,2048,NA,15540,16656,12334,NA,4304,15540,NA,New experiment,2,1775,2,yes,1024
100,100,962,962,black,practice,legacy,legacy,legacy,0,uniform,1,undefined,1,left,2,2,2,0,2,2,0,0,2,2,2,0,0,2,0,10/27/19 15:46,sternberg task,yes,sternbergtask.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,2,2,C:/Users/DLGoupil/Desktop/dg-subject-2.csv,legacy,1 7 9 8 5,Kafkaesque Koffka,3.2.8,4,y,0,left,right,NA,left,NA,1111,2255,NA,1111,NA,2,legacy,5,1024,2,48000,-16,experiment,2,even,8,20013,16661,17804,2044,17806,NA,2048,NA,22016,23128,18810,NA,4304,22016,NA,New experiment,3,2886,3,yes,1024
100,100,937.75,937.75,black,practice,legacy,legacy,legacy,0,uniform,1,undefined,1,left,3,3,3,0,3,3,0,0,3,3,3,0,0,3,0,10/27/19 15:46,sternberg task,yes,sternbergtask.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,3,3,C:/Users/DLGoupil/Desktop/dg-subject-2.csv,legacy,2 9 4,Kafkaesque Koffka,3.2.8,3,y,0,left,right,NA,left,NA,865,2255,NA,865,NA,2,legacy,3,1024,2,48000,-16,experiment,2,even,4,26475,23133,24267,2044,24269,NA,2048,NA,28478,29344,25272,NA,4304,28478,NA,New experiment,4,3751,4,yes,1024
100,100,919.6,919.6,black,practice,legacy,legacy,legacy,0,uniform,1,undefined,1,right,4,4,4,0,4,4,0,0,4,4,4,0,0,4,0,10/27/19 15:46,sternberg task,yes,sternbergtask.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,4,4,C:/Users/DLGoupil/Desktop/dg-subject-2.csv,legacy,3 1 9 4,Kafkaesque Koffka,3.2.8,0,n,0,right,right,NA,right,NA,847,2255,NA,847,NA,2,legacy,4,1024,2,48000,-16,experiment,2,even,6,32701,29349,30492,2044,30495,NA,2048,NA,34704,35552,31498,NA,4304,34704,NA,New experiment,5,4598,5,yes,1024
100,100,982.8333333,982.8333333,black,practice,legacy,legacy,legacy,0,uniform,1,undefined,1,right,5,5,5,0,5,5,0,0,5,5,5,0,0,5,0,10/27/19 15:46,sternberg task,yes,sternbergtask.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,5,5,C:/Users/DLGoupil/Desktop/dg-subject-2.csv,legacy,5 7 8 4 1 2,Kafkaesque Koffka,3.2.8,0,n,0,right,right,NA,right,NA,1299,2255,NA,1299,NA,2,legacy,6,1024,2,48000,-16,experiment,2,even,6,38897,35557,36688,2044,36691,NA,2048,NA,40900,42199,37694,NA,4304,40900,NA,New experiment,6,5897,6,yes,1024
100,100,953.2857143,953.2857143,black,practice,legacy,legacy,legacy,0,uniform,1,undefined,1,left,6,6,6,0,6,6,0,0,6,6,6,0,0,6,0,10/27/19 15:46,sternberg task,yes,sternbergtask.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,6,6,C:/Users/DLGoupil/Desktop/dg-subject-2.csv,legacy,4 3 1 7 9 8,Kafkaesque Koffka,3.2.8,1,y,0,left,right,NA,left,NA,776,2255,NA,776,NA,2,legacy,6,1024,2,48000,-16,experiment,2,even,4,45548,42204,43340,2044,43342,NA,2048,NA,47551,48328,44345,NA,4304,47551,NA,New experiment,7,6673,7,yes,1024
100,100,939.375,939.375,black,practice,legacy,legacy,legacy,0,uniform,1,undefined,1,right,7,7,7,0,7,7,0,0,7,7,7,0,0,7,0,10/27/19 15:46,sternberg task,yes,sternbergtask.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,7,7,C:/Users/DLGoupil/Desktop/dg-subject-2.csv,legacy,5,Kafkaesque Koffka,3.2.8,0,n,0,right,right,NA,right,NA,842,2255,NA,842,NA,2,legacy,1,1024,2,48000,-16,experiment,2,even,3,51674,48333,49466,2044,49468,NA,2048,NA,53677,54520,50471,NA,4304,53677,NA,New experiment,8,7515,8,yes,1024
100,100,946.4444444,946.4444444,black,practice,legacy,legacy,legacy,0,uniform,1,undefined,1,right,8,8,8,0,8,8,0,0,8,8,8,0,0,8,0,10/27/19 15:46,sternberg task,yes,sternbergtask.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,8,8,C:/Users/DLGoupil/Desktop/dg-subject-2.csv,legacy,2 1,Kafkaesque Koffka,3.2.8,0,n,0,right,right,NA,right,NA,1003,2255,NA,1003,NA,2,legacy,2,1024,2,48000,-16,experiment,2,even,5,57872,54525,55665,2044,55667,NA,2048,NA,59876,60880,56670,NA,4304,59876,NA,New experiment,9,8518,9,yes,1024
100,100,931.3,931.3,black,practice,legacy,legacy,legacy,0,uniform,1,undefined,1,left,9,9,9,0,9,9,0,0,9,9,9,0,0,9,0,10/27/19 15:46,sternberg task,yes,sternbergtask.osexp,C:/Users/DLGoupil/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,9,9,C:/Users/DLGoupil/Desktop/dg-subject-2.csv,legacy,4 8,Kafkaesque Koffka,3.2.8,1,y,0,left,right,NA,left,NA,795,2255,NA,795,NA,2,legacy,2,1024,2,48000,-16,experiment,2,even,4,64233,60884,62025,2044,62027,NA,2048,NA,66236,67032,63030,NA,4304,66236,NA,New experiment,10,9313,10,yes,1024
