acc,accuracy,average_response_time,avg_rt,background,block,canvas_backend,clock_backend,color_backend,compensation,coordinates,correct,correct_instruction1,correct_keyboard_response,correct_response,count_ISI,count_correctFeedback,count_expSequence,count_experiment,count_experimentLoop,count_fixation,count_incorrectFeedback,count_instruction1,count_instructions2,count_keyboard_response,count_logger,count_memorySet,count_practiceLoop,count_probe,count_thankYou,datetime,description,disable_garbage_collection,experiment_file,experiment_path,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,keyboard_backend,live_row,live_row_practiceLoop,logfile,mouse_backend,numberSet,opensesame_codename,opensesame_version,posInSet,present,repeat_cycle,response,response_instruction1,response_instructions2,response_keyboard_response,response_thankYou,response_time,response_time_instruction1,response_time_instructions2,response_time_keyboard_response,response_time_thankYou,round_decimals,sampler_backend,setSize,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,subject_nr,subject_parity,target,time_ISI,time_correctFeedback,time_expSequence,time_experiment,time_experimentLoop,time_fixation,time_incorrectFeedback,time_instruction1,time_instructions2,time_keyboard_response,time_logger,time_memorySet,time_practiceLoop,time_probe,time_thankYou,title,total_correct,total_response_time,total_responses,uniform_coordinates,width
100,100,918,918,black,practice,legacy,legacy,legacy,0,uniform,1,undefined,1,right,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/20/19 16:30,The main experiment item,yes,Sternbergtask.osexp,C:/Users/Edgar/Documents/Edgar School/Fall 2019/Lab 3-1,no,mono,no,18,no,white,no,yes,768,legacy,0,0,C:/Users/Edgar/Documents/Edgar School/Fall 2019/Lab 3-1/EJ-subject-1.csv,legacy,2 1,Kafkaesque Koffka,3.2.8,0,n,0,right,left,NA,right,NA,918,3153,NA,918,NA,2,legacy,2,1024,2,48000,-16,experiment,1,odd,5,14926,NA,12703,6419,NA,12712,NA,6446,NA,16933,17853,13719,9602,16932,NA,Sternberg task,1,918,1,yes,1024
100,100,817.5,817.5,black,practice,legacy,legacy,legacy,0,uniform,1,undefined,1,right,1,1,1,0,0,1,1,0,0,1,1,1,0,1,0,10/20/19 16:30,The main experiment item,yes,Sternbergtask.osexp,C:/Users/Edgar/Documents/Edgar School/Fall 2019/Lab 3-1,no,mono,no,18,no,white,no,yes,768,legacy,1,1,C:/Users/Edgar/Documents/Edgar School/Fall 2019/Lab 3-1/EJ-subject-1.csv,legacy,9 6 7 4 5,Kafkaesque Koffka,3.2.8,0,n,0,right,left,NA,right,NA,717,3153,NA,717,NA,2,legacy,5,1024,2,48000,-16,experiment,1,odd,3,21781,18180,19563,6419,NA,19570,NA,6446,NA,23788,24506,20576,9602,23788,NA,Sternberg task,2,1635,2,yes,1024
100,100,737.3333333,737.3333333,black,practice,legacy,legacy,legacy,0,uniform,1,undefined,1,right,2,2,2,0,0,2,2,0,0,2,2,2,0,2,0,10/20/19 16:30,The main experiment item,yes,Sternbergtask.osexp,C:/Users/Edgar/Documents/Edgar School/Fall 2019/Lab 3-1,no,mono,no,18,no,white,no,yes,768,legacy,2,2,C:/Users/Edgar/Documents/Edgar School/Fall 2019/Lab 3-1/EJ-subject-1.csv,legacy,5,Kafkaesque Koffka,3.2.8,0,n,0,right,left,NA,right,NA,577,3153,NA,577,NA,2,legacy,1,1024,2,48000,-16,experiment,1,odd,3,28163,24563,25941,6419,NA,25949,NA,6446,NA,30170,30749,26956,9602,30170,NA,Sternberg task,3,2212,3,yes,1024
100,100,711,711,black,practice,legacy,legacy,legacy,0,uniform,1,undefined,1,right,3,3,3,0,0,3,3,0,0,3,3,3,0,3,0,10/20/19 16:30,The main experiment item,yes,Sternbergtask.osexp,C:/Users/Edgar/Documents/Edgar School/Fall 2019/Lab 3-1,no,mono,no,18,no,white,no,yes,768,legacy,3,3,C:/Users/Edgar/Documents/Edgar School/Fall 2019/Lab 3-1/EJ-subject-1.csv,legacy,5 7 8 4 1 2,Kafkaesque Koffka,3.2.8,0,n,0,right,left,NA,right,NA,632,3153,NA,632,NA,2,legacy,6,1024,2,48000,-16,experiment,1,odd,6,34366,30805,32149,6419,NA,32156,NA,6446,NA,36375,37008,33161,9602,36374,NA,Sternberg task,4,2844,4,yes,1024
80,80,676.2,676.2,black,practice,legacy,legacy,legacy,0,uniform,0,undefined,0,left,4,4,4,0,0,4,4,0,0,4,4,4,0,4,0,10/20/19 16:30,The main experiment item,yes,Sternbergtask.osexp,C:/Users/Edgar/Documents/Edgar School/Fall 2019/Lab 3-1,no,mono,no,18,no,white,no,yes,768,legacy,4,4,C:/Users/Edgar/Documents/Edgar School/Fall 2019/Lab 3-1/EJ-subject-1.csv,legacy,4 3 1 7 9 8,Kafkaesque Koffka,3.2.8,1,y,0,right,left,NA,right,NA,537,3153,NA,537,NA,2,legacy,6,1024,2,48000,-16,experiment,1,odd,4,40700,37103,38479,6419,NA,38486,NA,6446,NA,42708,43248,39494,9602,42707,NA,Sternberg task,4,3381,5,yes,1024
83.33333333,83.33333333,655.1666667,655.1666667,black,practice,legacy,legacy,legacy,0,uniform,1,undefined,1,left,5,5,5,0,0,5,5,0,0,5,5,5,0,5,0,10/20/19 16:30,The main experiment item,yes,Sternbergtask.osexp,C:/Users/Edgar/Documents/Edgar School/Fall 2019/Lab 3-1,no,mono,no,18,no,white,no,yes,768,legacy,5,5,C:/Users/Edgar/Documents/Edgar School/Fall 2019/Lab 3-1/EJ-subject-1.csv,legacy,6,Kafkaesque Koffka,3.2.8,1,y,0,left,left,NA,left,NA,550,3153,NA,550,NA,2,legacy,1,1024,2,48000,-16,experiment,1,odd,6,46893,37103,44672,6419,NA,44680,43313,6446,NA,48902,49453,45687,9602,48902,NA,Sternberg task,5,3931,6,yes,1024
71.42857143,71.42857143,636.1428571,636.1428571,black,practice,legacy,legacy,legacy,0,uniform,0,undefined,0,left,6,6,6,0,0,6,6,0,0,6,6,6,0,6,0,10/20/19 16:30,The main experiment item,yes,Sternbergtask.osexp,C:/Users/Edgar/Documents/Edgar School/Fall 2019/Lab 3-1,no,mono,no,18,no,white,no,yes,768,legacy,6,6,C:/Users/Edgar/Documents/Edgar School/Fall 2019/Lab 3-1/EJ-subject-1.csv,legacy,1 7 9 8 5,Kafkaesque Koffka,3.2.8,4,y,0,right,left,NA,right,NA,522,3153,NA,522,NA,2,legacy,5,1024,2,48000,-16,experiment,1,odd,8,53089,49503,50868,6419,NA,50876,43313,6446,NA,55096,55619,51883,9602,55095,NA,Sternberg task,5,4453,7,yes,1024
75,75,633.25,633.25,black,practice,legacy,legacy,legacy,0,uniform,1,undefined,1,left,7,7,7,0,0,7,7,0,0,7,7,7,0,7,0,10/20/19 16:30,The main experiment item,yes,Sternbergtask.osexp,C:/Users/Edgar/Documents/Edgar School/Fall 2019/Lab 3-1,no,mono,no,18,no,white,no,yes,768,legacy,7,7,C:/Users/Edgar/Documents/Edgar School/Fall 2019/Lab 3-1/EJ-subject-1.csv,legacy,1 5 2 9,Kafkaesque Koffka,3.2.8,2,y,0,left,left,NA,left,NA,613,3153,NA,613,NA,2,legacy,4,1024,2,48000,-16,experiment,1,odd,5,59255,49503,57033,6419,NA,57040,55668,6446,NA,61262,61877,58047,9602,61261,NA,Sternberg task,6,5066,8,yes,1024
77.77777778,77.77777778,613.2222222,613.2222222,black,practice,legacy,legacy,legacy,0,uniform,1,undefined,1,left,8,8,8,0,0,8,8,0,0,8,8,8,0,8,0,10/20/19 16:30,The main experiment item,yes,Sternbergtask.osexp,C:/Users/Edgar/Documents/Edgar School/Fall 2019/Lab 3-1,no,mono,no,18,no,white,no,yes,768,legacy,8,8,C:/Users/Edgar/Documents/Edgar School/Fall 2019/Lab 3-1/EJ-subject-1.csv,legacy,4 8,Kafkaesque Koffka,3.2.8,1,y,0,left,left,NA,left,NA,453,3153,NA,453,NA,2,legacy,2,1024,2,48000,-16,experiment,1,odd,4,65515,61940,63293,6419,NA,63300,55668,6446,NA,67523,67978,64308,9602,67523,NA,Sternberg task,7,5519,9,yes,1024
80,80,607.3,607.3,black,practice,legacy,legacy,legacy,0,uniform,1,undefined,1,right,9,9,9,0,0,9,9,0,0,9,9,9,0,9,0,10/20/19 16:30,The main experiment item,yes,Sternbergtask.osexp,C:/Users/Edgar/Documents/Edgar School/Fall 2019/Lab 3-1,no,mono,no,18,no,white,no,yes,768,legacy,9,9,C:/Users/Edgar/Documents/Edgar School/Fall 2019/Lab 3-1/EJ-subject-1.csv,legacy,3 1 9 4,Kafkaesque Koffka,3.2.8,0,n,0,right,left,NA,right,NA,554,3153,NA,554,NA,2,legacy,4,1024,2,48000,-16,experiment,1,odd,6,71606,68032,69387,6419,NA,69394,55668,6446,NA,73612,74168,70400,9602,73612,NA,Sternberg task,8,6073,10,yes,1024
