acc,accuracy,average_response_time,avg_rt,background,block,canvas_backend,clock_backend,color_backend,compensation,coordinates,correct,correct_instruction1,correct_keyboard_response,correct_response,count_ISI,count_PracticeLoop,count_correctFeedback,count_expSequence,count_experiment,count_experimentLoop,count_fixation,count_incorrectFeedback,count_instruction1,count_instructions2,count_keyboard_response,count_logger,count_memorySet,count_probe,count_thankYou,datetime,description,disable_garbage_collection,experiment_file,experiment_path,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,keyboard_backend,live_row,live_row_PracticeLoop,logfile,mouse_backend,numberSet,opensesame_codename,opensesame_version,posInSet,present,repeat_cycle,response,response_instruction1,response_instructions2,response_keyboard_response,response_thankYou,response_time,response_time_instruction1,response_time_instructions2,response_time_keyboard_response,response_time_thankYou,round_decimals,sampler_backend,setSize,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,subject_nr,subject_parity,target,time_ISI,time_PracticeLoop,time_correctFeedback,time_expSequence,time_experiment,time_experimentLoop,time_fixation,time_incorrectFeedback,time_instruction1,time_instructions2,time_keyboard_response,time_logger,time_memorySet,time_probe,time_thankYou,title,total_correct,total_response_time,total_responses,uniform_coordinates,width
100,100,758,758,black,practice,legacy,legacy,legacy,0,uniform,1,undefined,1,left,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sun Oct 20 17:44:26 2019,The main experiment item,yes,SternbergTask.osexp,/Users/cristianbotello/Desktop/Advanced Quant,no,mono,no,18,no,white,no,no,768,legacy,0,0,/Users/cristianbotello/Desktop/Advanced Quant/CB-subject-1.csv,legacy,1 7 9 8 5,Kafkaesque Koffka,3.2.8,4,y,0,left,left,NA,left,NA,758,71709,NA,758,NA,2,legacy,5,1024,2,48000,-16,experiment,1,odd,8,77153,74740,NA,74911,2976,NA,74923,NA,3022,NA,79166,79926,75935,79166,NA,Sternberg Task,1,758,1,yes,1024
100,100,684.5,684.5,black,practice,legacy,legacy,legacy,0,uniform,1,undefined,1,left,1,0,1,1,0,0,1,1,0,0,1,1,1,1,0,Sun Oct 20 17:44:26 2019,The main experiment item,yes,SternbergTask.osexp,/Users/cristianbotello/Desktop/Advanced Quant,no,mono,no,18,no,white,no,no,768,legacy,1,1,/Users/cristianbotello/Desktop/Advanced Quant/CB-subject-1.csv,legacy,4 3 1 7 9 8,Kafkaesque Koffka,3.2.8,1,y,0,left,left,NA,left,NA,611,71709,NA,611,NA,2,legacy,6,1024,2,48000,-16,experiment,1,odd,4,83383,74740,80004,81139,2976,NA,81153,NA,3022,NA,85397,86010,82168,85396,NA,Sternberg Task,2,1369,2,yes,1024
66.66666667,66.66666667,1123,1123,black,practice,legacy,legacy,legacy,0,uniform,0,undefined,0,right,2,0,2,2,0,0,2,2,0,0,2,2,2,2,0,Sun Oct 20 17:44:26 2019,The main experiment item,yes,SternbergTask.osexp,/Users/cristianbotello/Desktop/Advanced Quant,no,mono,no,18,no,white,no,no,768,legacy,2,2,/Users/cristianbotello/Desktop/Advanced Quant/CB-subject-1.csv,legacy,9 6 7 4 5,Kafkaesque Koffka,3.2.8,0,n,0,None,left,NA,None,NA,2000,71709,NA,2000,NA,2,legacy,5,1024,2,48000,-16,experiment,1,odd,3,89418,74740,86027,87178,2976,NA,87191,NA,3022,NA,91433,93433,88206,91433,NA,Sternberg Task,2,3369,3,yes,1024
75,75,1000.5,1000.5,black,practice,legacy,legacy,legacy,0,uniform,1,undefined,1,left,3,0,3,3,0,0,3,3,0,0,3,3,3,3,0,Sun Oct 20 17:44:26 2019,The main experiment item,yes,SternbergTask.osexp,/Users/cristianbotello/Desktop/Advanced Quant,no,mono,no,18,no,white,no,no,768,legacy,3,3,/Users/cristianbotello/Desktop/Advanced Quant/CB-subject-1.csv,legacy,4 8,Kafkaesque Koffka,3.2.8,1,y,0,left,left,NA,left,NA,633,71709,NA,633,NA,2,legacy,2,1024,2,48000,-16,experiment,1,odd,4,96858,74740,86027,94617,2976,NA,94631,93449,3022,NA,98873,99508,95647,98873,NA,Sternberg Task,3,4002,4,yes,1024
80,80,928.4,928.4,black,practice,legacy,legacy,legacy,0,uniform,1,undefined,1,left,4,0,4,4,0,0,4,4,0,0,4,4,4,4,0,Sun Oct 20 17:44:26 2019,The main experiment item,yes,SternbergTask.osexp,/Users/cristianbotello/Desktop/Advanced Quant,no,mono,no,18,no,white,no,no,768,legacy,4,4,/Users/cristianbotello/Desktop/Advanced Quant/CB-subject-1.csv,legacy,6,Kafkaesque Koffka,3.2.8,1,y,0,left,left,NA,left,NA,640,71709,NA,640,NA,2,legacy,1,1024,2,48000,-16,experiment,1,odd,6,102915,74740,99524,100673,2976,NA,100686,93449,3022,NA,104929,105571,101703,104929,NA,Sternberg Task,4,4642,5,yes,1024
83.33333333,83.33333333,902.5,902.5,black,practice,legacy,legacy,legacy,0,uniform,1,undefined,1,right,5,0,5,5,0,0,5,5,0,0,5,5,5,5,0,Sun Oct 20 17:44:26 2019,The main experiment item,yes,SternbergTask.osexp,/Users/cristianbotello/Desktop/Advanced Quant,no,mono,no,18,no,white,no,no,768,legacy,5,5,/Users/cristianbotello/Desktop/Advanced Quant/CB-subject-1.csv,legacy,5 7 8 4 1 2,Kafkaesque Koffka,3.2.8,0,n,0,right,left,NA,right,NA,773,71709,NA,773,NA,2,legacy,6,1024,2,48000,-16,experiment,1,odd,6,108979,74740,105589,106735,2976,NA,106748,93449,3022,NA,110993,111768,107764,110993,NA,Sternberg Task,5,5415,6,yes,1024
85.71428571,85.71428571,883.4285714,883.4285714,black,practice,legacy,legacy,legacy,0,uniform,1,undefined,1,left,6,0,6,6,0,0,6,6,0,0,6,6,6,6,0,Sun Oct 20 17:44:26 2019,The main experiment item,yes,SternbergTask.osexp,/Users/cristianbotello/Desktop/Advanced Quant,no,mono,no,18,no,white,no,no,768,legacy,6,6,/Users/cristianbotello/Desktop/Advanced Quant/CB-subject-1.csv,legacy,2 9 4,Kafkaesque Koffka,3.2.8,3,y,0,left,left,NA,left,NA,769,71709,NA,769,NA,2,legacy,3,1024,2,48000,-16,experiment,1,odd,4,115201,74740,111789,112963,2976,NA,112976,93449,3022,NA,117216,117987,113988,117216,NA,Sternberg Task,6,6184,7,yes,1024
87.5,87.5,837.5,837.5,black,practice,legacy,legacy,legacy,0,uniform,1,undefined,1,right,7,0,7,7,0,0,7,7,0,0,7,7,7,7,0,Sun Oct 20 17:44:26 2019,The main experiment item,yes,SternbergTask.osexp,/Users/cristianbotello/Desktop/Advanced Quant,no,mono,no,18,no,white,no,no,768,legacy,7,7,/Users/cristianbotello/Desktop/Advanced Quant/CB-subject-1.csv,legacy,5,Kafkaesque Koffka,3.2.8,0,n,0,right,left,NA,right,NA,516,71709,NA,516,NA,2,legacy,1,1024,2,48000,-16,experiment,1,odd,3,121423,74740,118004,119178,2976,NA,119191,93449,3022,NA,123437,123955,120210,123437,NA,Sternberg Task,7,6700,8,yes,1024
88.88888889,88.88888889,814.4444444,814.4444444,black,practice,legacy,legacy,legacy,0,uniform,1,undefined,1,right,8,0,8,8,0,0,8,8,0,0,8,8,8,8,0,Sun Oct 20 17:44:26 2019,The main experiment item,yes,SternbergTask.osexp,/Users/cristianbotello/Desktop/Advanced Quant,no,mono,no,18,no,white,no,no,768,legacy,8,8,/Users/cristianbotello/Desktop/Advanced Quant/CB-subject-1.csv,legacy,4 1 5,Kafkaesque Koffka,3.2.8,0,n,0,right,left,NA,right,NA,630,71709,NA,630,NA,2,legacy,3,1024,2,48000,-16,experiment,1,odd,2,127374,74740,123977,125133,2976,NA,125146,93449,3022,NA,129390,130022,126163,129389,NA,Sternberg Task,8,7330,9,yes,1024
90,90,786.9,786.9,black,practice,legacy,legacy,legacy,0,uniform,1,undefined,1,left,9,0,9,9,0,0,9,9,0,0,9,9,9,9,0,Sun Oct 20 17:44:26 2019,The main experiment item,yes,SternbergTask.osexp,/Users/cristianbotello/Desktop/Advanced Quant,no,mono,no,18,no,white,no,no,768,legacy,9,9,/Users/cristianbotello/Desktop/Advanced Quant/CB-subject-1.csv,legacy,1 5 2 9,Kafkaesque Koffka,3.2.8,2,y,0,left,left,NA,left,NA,539,71709,NA,539,NA,2,legacy,4,1024,2,48000,-16,experiment,1,odd,5,133430,74740,130041,131188,2976,NA,131202,93449,3022,NA,135445,135986,132218,135444,NA,Sternberg Task,9,7869,10,yes,1024
