acc,accuracy,average_response_time,avg_rt,background,block,canvas_backend,clock_backend,color_backend,compensation,coordinates,correct,correct_instruction1,correct_keyboard_response,correct_response,count_ISI,count_correctFeedback,count_expSequence,count_experiment,count_experimentLoop,count_fixation,count_incorrectFeedback,count_instruction1,count_instructions2,count_keyboard_response,count_logger,count_memorySet,count_practiceLoop,count_probe,count_thankYou,datetime,description,disable_garbage_collection,experiment_file,experiment_path,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,keyboard_backend,live_row,live_row_practiceLoop,logfile,mouse_backend,numberSet,opensesame_codename,opensesame_version,posInSet,present,repeat_cycle,response,response_instruction1,response_instructions2,response_keyboard_response,response_thankYou,response_time,response_time_instruction1,response_time_instructions2,response_time_keyboard_response,response_time_thankYou,round_decimals,sampler_backend,setSize,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,subject_nr,subject_parity,target,time_ISI,time_correctFeedback,time_expSequence,time_experiment,time_experimentLoop,time_fixation,time_incorrectFeedback,time_instruction1,time_instructions2,time_keyboard_response,time_logger,time_memorySet,time_practiceLoop,time_probe,time_thankYou,title,total_correct,total_response_time,total_responses,uniform_coordinates,width
0,0,1081,1081,black,practice,legacy,legacy,legacy,0,uniform,0,undefined,0,right,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sun Oct 27 15:53:08 2019,The main experiment item,yes,SternbergTask.osexp,/Users/Zenny/Desktop,no,mono,no,18,no,white,no,no,768,legacy,0,0,/Users/Zenny/Desktop/quickrun.csv,legacy,3 1 9 4,Kafkaesque Koffka,3.2.8,0,n,0,left,right,NA,left,NA,1081,29261,NA,1081,NA,2,legacy,4,1024,2,48000,-16,experiment,999,odd,6,34497,NA,32138,2593,NA,32226,NA,2678,NA,36530,37613,33261,31949,36530,NA,SternbergTask,0,1081,1,yes,1024
0,0,795,795,black,practice,legacy,legacy,legacy,0,uniform,0,undefined,0,left,1,1,1,0,0,1,1,0,0,1,1,1,0,1,0,Sun Oct 27 15:53:08 2019,The main experiment item,yes,SternbergTask.osexp,/Users/Zenny/Desktop,no,mono,no,18,no,white,no,no,768,legacy,1,1,/Users/Zenny/Desktop/quickrun.csv,legacy,4 3 1 7 9 8,Kafkaesque Koffka,3.2.8,1,y,0,right,right,NA,right,NA,509,29261,NA,509,NA,2,legacy,6,1024,2,48000,-16,experiment,999,odd,4,41228,NA,38921,2593,NA,38954,37755,2678,NA,43261,43771,39985,31949,43260,NA,SternbergTask,0,1590,2,yes,1024
33.33333333,33.33333333,888.3333333,888.3333333,black,practice,legacy,legacy,legacy,0,uniform,1,undefined,1,left,2,2,2,0,0,2,2,0,0,2,2,2,0,2,0,Sun Oct 27 15:53:08 2019,The main experiment item,yes,SternbergTask.osexp,/Users/Zenny/Desktop,no,mono,no,18,no,white,no,no,768,legacy,2,2,/Users/Zenny/Desktop/quickrun.csv,legacy,6,Kafkaesque Koffka,3.2.8,1,y,0,left,right,NA,left,NA,1075,29261,NA,1075,NA,2,legacy,1,1024,2,48000,-16,experiment,999,odd,6,47236,NA,44915,2593,NA,44946,43805,2678,NA,49268,50344,45977,31949,49268,NA,SternbergTask,1,2665,3,yes,1024
50,50,916.75,916.75,black,practice,legacy,legacy,legacy,0,uniform,1,undefined,1,right,3,3,3,0,0,3,3,0,0,3,3,3,0,3,0,Sun Oct 27 15:53:08 2019,The main experiment item,yes,SternbergTask.osexp,/Users/Zenny/Desktop,no,mono,no,18,no,white,no,no,768,legacy,3,3,/Users/Zenny/Desktop/quickrun.csv,legacy,5 7 8 4 1 2,Kafkaesque Koffka,3.2.8,0,n,0,right,right,NA,right,NA,1002,29261,NA,1002,NA,2,legacy,6,1024,2,48000,-16,experiment,999,odd,6,53840,50385,51542,2593,NA,51575,43805,2678,NA,55875,56879,52606,31949,55875,NA,SternbergTask,2,3667,4,yes,1024
60,60,837.4,837.4,black,practice,legacy,legacy,legacy,0,uniform,1,undefined,1,left,4,4,4,0,0,4,4,0,0,4,4,4,0,4,0,Sun Oct 27 15:53:08 2019,The main experiment item,yes,SternbergTask.osexp,/Users/Zenny/Desktop,no,mono,no,18,no,white,no,no,768,legacy,4,4,/Users/Zenny/Desktop/quickrun.csv,legacy,1 5 2 9,Kafkaesque Koffka,3.2.8,2,y,0,left,right,NA,left,NA,520,29261,NA,520,NA,2,legacy,4,1024,2,48000,-16,experiment,999,odd,5,60374,56922,58076,2593,NA,58109,43805,2678,NA,62408,62930,59140,31949,62408,NA,SternbergTask,3,4187,5,yes,1024
50,50,858,858,black,practice,legacy,legacy,legacy,0,uniform,0,undefined,0,left,5,5,5,0,0,5,5,0,0,5,5,5,0,5,0,Sun Oct 27 15:53:08 2019,The main experiment item,yes,SternbergTask.osexp,/Users/Zenny/Desktop,no,mono,no,18,no,white,no,no,768,legacy,5,5,/Users/Zenny/Desktop/quickrun.csv,legacy,1 7 9 8 5,Kafkaesque Koffka,3.2.8,4,y,0,right,right,NA,right,NA,961,29261,NA,961,NA,2,legacy,5,1024,2,48000,-16,experiment,999,odd,8,66379,62970,64081,2593,NA,64113,43805,2678,NA,68413,69376,65144,31949,68413,NA,SternbergTask,3,5148,6,yes,1024
57.14285714,57.14285714,848.8571429,848.8571429,black,practice,legacy,legacy,legacy,0,uniform,1,undefined,1,right,6,6,6,0,0,6,6,0,0,6,6,6,0,6,0,Sun Oct 27 15:53:08 2019,The main experiment item,yes,SternbergTask.osexp,/Users/Zenny/Desktop,no,mono,no,18,no,white,no,no,768,legacy,6,6,/Users/Zenny/Desktop/quickrun.csv,legacy,9 6 7 4 5,Kafkaesque Koffka,3.2.8,0,n,0,right,right,NA,right,NA,794,29261,NA,794,NA,2,legacy,5,1024,2,48000,-16,experiment,999,odd,3,72859,62970,70563,2593,NA,70595,69414,2678,NA,74892,75688,71627,31949,74892,NA,SternbergTask,4,5942,7,yes,1024
62.5,62.5,807.375,807.375,black,practice,legacy,legacy,legacy,0,uniform,1,undefined,1,left,7,7,7,0,0,7,7,0,0,7,7,7,0,7,0,Sun Oct 27 15:53:08 2019,The main experiment item,yes,SternbergTask.osexp,/Users/Zenny/Desktop,no,mono,no,18,no,white,no,no,768,legacy,7,7,/Users/Zenny/Desktop/quickrun.csv,legacy,4 8,Kafkaesque Koffka,3.2.8,1,y,0,left,right,NA,left,NA,517,29261,NA,517,NA,2,legacy,2,1024,2,48000,-16,experiment,999,odd,4,79145,75723,76850,2593,NA,76882,69414,2678,NA,81179,81698,77914,31949,81179,NA,SternbergTask,5,6459,8,yes,1024
66.66666667,66.66666667,794,794,black,practice,legacy,legacy,legacy,0,uniform,1,undefined,1,left,8,8,8,0,0,8,8,0,0,8,8,8,0,8,0,Sun Oct 27 15:53:08 2019,The main experiment item,yes,SternbergTask.osexp,/Users/Zenny/Desktop,no,mono,no,18,no,white,no,no,768,legacy,8,8,/Users/Zenny/Desktop/quickrun.csv,legacy,2 9 4,Kafkaesque Koffka,3.2.8,3,y,0,left,right,NA,left,NA,687,29261,NA,687,NA,2,legacy,3,1024,2,48000,-16,experiment,999,odd,4,85235,81736,82890,2593,NA,82925,69414,2678,NA,87267,87955,83956,31949,87267,NA,SternbergTask,6,7146,9,yes,1024
70,70,782.2,782.2,black,practice,legacy,legacy,legacy,0,uniform,1,undefined,1,right,9,9,9,0,0,9,9,0,0,9,9,9,0,9,0,Sun Oct 27 15:53:08 2019,The main experiment item,yes,SternbergTask.osexp,/Users/Zenny/Desktop,no,mono,no,18,no,white,no,no,768,legacy,9,9,/Users/Zenny/Desktop/quickrun.csv,legacy,4 1 5,Kafkaesque Koffka,3.2.8,0,n,0,right,right,NA,right,NA,676,29261,NA,676,NA,2,legacy,3,1024,2,48000,-16,experiment,999,odd,2,91397,87989,89098,2593,NA,89129,69414,2678,NA,93430,94108,90161,31949,93430,NA,SternbergTask,7,7822,10,yes,1024
