acc,accuracy,average_response_time,avg_rt,background,block,canvas_backend,clock_backend,color_backend,compensation,coordinates,correct,correct_instruction1,correct_keyboard_response,correct_response,count_ISI,count_correctFeedback,count_expSequence,count_experiment,count_experimentLoop,count_fixation,count_incorrectFeedback,count_instruction1,count_instructions2,count_keyboard_response,count_memorySet,count_new_logger,count_new_sketchpad,count_practiceLoop,count_probe,count_thankYou,datetime,description,disable_garbage_collection,experiment_file,experiment_path,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,keyboard_backend,live_row,live_row_practiceLoop,logfile,mouse_backend,numberSet,opensesame_codename,opensesame_version,posInSet,present,repeat_cycle,response,response_instruction1,response_instructions2,response_keyboard_response,response_new_sketchpad,response_thankYou,response_time,response_time_instruction1,response_time_instructions2,response_time_keyboard_response,response_time_new_sketchpad,response_time_thankYou,round_decimals,sampler_backend,setSize,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,subject_nr,subject_parity,target,time_ISI,time_correctFeedback,time_expSequence,time_experiment,time_experimentLoop,time_fixation,time_incorrectFeedback,time_instruction1,time_instructions2,time_keyboard_response,time_memorySet,time_new_logger,time_new_sketchpad,time_practiceLoop,time_probe,time_thankYou,title,total_correct,total_response_time,total_responses,uniform_coordinates,width
0,0,1134,1134,black,practice,legacy,legacy,legacy,0,uniform,0,undefined,0,right,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,10/26/19 20:50,The main experiment item,yes,SternbergTask.osexp,C:\Users\Jeanette\Desktop\Jeanette Master's\AQM&ED,no,mono,no,18,no,white,no,yes,768,legacy,0,0,C:/Users/Jeanette/Desktop/Jeanette Master's/AQM&ED/jh-subject-2.csv,legacy,9 6 7 4 5,Kafkaesque Koffka,3.2.8,0,n,0,left,right,NA,left,NA,NA,1134,72246,NA,1134,NA,NA,2,legacy,5,1024,2,48000,-16,experiment,2,even,3,84290,NA,82077,5398,NA,82080,NA,5408,NA,86295,83085,87430,NA,77655,86295,NA,Sternberg Task,0,1134,1,yes,1024
50,50,981,981,black,practice,legacy,legacy,legacy,0,uniform,1,undefined,1,left,1,1,1,0,0,1,1,0,0,1,1,1,NA,0,1,0,10/26/19 20:50,The main experiment item,yes,SternbergTask.osexp,C:\Users\Jeanette\Desktop\Jeanette Master's\AQM&ED,no,mono,no,18,no,white,no,yes,768,legacy,1,1,C:/Users/Jeanette/Desktop/Jeanette Master's/AQM&ED/jh-subject-2.csv,legacy,2 9 4,Kafkaesque Koffka,3.2.8,3,y,0,left,right,NA,left,NA,NA,828,72246,NA,828,NA,NA,2,legacy,3,1024,2,48000,-16,experiment,2,even,4,90852,NA,88639,5398,NA,88642,87538,5408,NA,92858,89647,93686,NA,77655,92857,NA,Sternberg Task,1,1962,2,yes,1024
66.66666667,66.66666667,923.6666667,923.6666667,black,practice,legacy,legacy,legacy,0,uniform,1,undefined,1,left,2,2,2,0,0,2,2,0,0,2,2,2,NA,0,2,0,10/26/19 20:50,The main experiment item,yes,SternbergTask.osexp,C:\Users\Jeanette\Desktop\Jeanette Master's\AQM&ED,no,mono,no,18,no,white,no,yes,768,legacy,2,2,C:/Users/Jeanette/Desktop/Jeanette Master's/AQM&ED/jh-subject-2.csv,legacy,1 7 9 8 5,Kafkaesque Koffka,3.2.8,4,y,0,left,right,NA,left,NA,NA,809,72246,NA,809,NA,NA,2,legacy,5,1024,2,48000,-16,experiment,2,even,8,97058,93727,94846,5398,NA,94848,87538,5408,NA,99061,95853,99870,NA,77655,99061,NA,Sternberg Task,2,2771,3,yes,1024
75,75,840,840,black,practice,legacy,legacy,legacy,0,uniform,1,undefined,1,left,3,3,3,0,0,3,3,0,0,3,3,3,NA,0,3,0,10/26/19 20:50,The main experiment item,yes,SternbergTask.osexp,C:\Users\Jeanette\Desktop\Jeanette Master's\AQM&ED,no,mono,no,18,no,white,no,yes,768,legacy,3,3,C:/Users/Jeanette/Desktop/Jeanette Master's/AQM&ED/jh-subject-2.csv,legacy,1 5 2 9,Kafkaesque Koffka,3.2.8,2,y,0,left,right,NA,left,NA,NA,589,72246,NA,589,NA,NA,2,legacy,4,1024,2,48000,-16,experiment,2,even,5,103235,99911,101022,5398,NA,101025,87538,5408,NA,105241,102030,105830,NA,77655,105240,NA,Sternberg Task,3,3360,4,yes,1024
80,80,767.6,767.6,black,practice,legacy,legacy,legacy,0,uniform,1,undefined,1,left,4,4,4,0,0,4,4,0,0,4,4,4,NA,0,4,0,10/26/19 20:50,The main experiment item,yes,SternbergTask.osexp,C:\Users\Jeanette\Desktop\Jeanette Master's\AQM&ED,no,mono,no,18,no,white,no,yes,768,legacy,4,4,C:/Users/Jeanette/Desktop/Jeanette Master's/AQM&ED/jh-subject-2.csv,legacy,6,Kafkaesque Koffka,3.2.8,1,y,0,left,right,NA,left,NA,NA,478,72246,NA,478,NA,NA,2,legacy,1,1024,2,48000,-16,experiment,2,even,6,109179,105875,106964,5398,NA,106967,87538,5408,NA,111184,107972,111662,NA,77655,111184,NA,Sternberg Task,4,3838,5,yes,1024
83.33333333,83.33333333,789.6666667,789.6666667,black,practice,legacy,legacy,legacy,0,uniform,1,undefined,1,right,5,5,5,0,0,5,5,0,0,5,5,5,NA,0,5,0,10/26/19 20:50,The main experiment item,yes,SternbergTask.osexp,C:\Users\Jeanette\Desktop\Jeanette Master's\AQM&ED,no,mono,no,18,no,white,no,yes,768,legacy,5,5,C:/Users/Jeanette/Desktop/Jeanette Master's/AQM&ED/jh-subject-2.csv,legacy,2 1,Kafkaesque Koffka,3.2.8,0,n,0,right,right,NA,right,NA,NA,900,72246,NA,900,NA,NA,2,legacy,2,1024,2,48000,-16,experiment,2,even,5,115027,111705,112814,5398,NA,112817,87538,5408,NA,117034,113822,117934,NA,77655,117034,NA,Sternberg Task,5,4738,6,yes,1024
85.71428571,85.71428571,767.1428571,767.1428571,black,practice,legacy,legacy,legacy,0,uniform,1,undefined,1,left,6,6,6,0,0,6,6,0,0,6,6,6,NA,0,6,0,10/26/19 20:50,The main experiment item,yes,SternbergTask.osexp,C:\Users\Jeanette\Desktop\Jeanette Master's\AQM&ED,no,mono,no,18,no,white,no,yes,768,legacy,6,6,C:/Users/Jeanette/Desktop/Jeanette Master's/AQM&ED/jh-subject-2.csv,legacy,4 3 1 7 9 8,Kafkaesque Koffka,3.2.8,1,y,0,left,right,NA,left,NA,NA,632,72246,NA,632,NA,NA,2,legacy,6,1024,2,48000,-16,experiment,2,even,4,121439,118143,119229,5398,NA,119232,87538,5408,NA,123446,120234,124078,NA,77655,123445,NA,Sternberg Task,6,5370,7,yes,1024
87.5,87.5,751.625,751.625,black,practice,legacy,legacy,legacy,0,uniform,1,undefined,1,right,7,7,7,0,0,7,7,0,0,7,7,7,NA,0,7,0,10/26/19 20:50,The main experiment item,yes,SternbergTask.osexp,C:\Users\Jeanette\Desktop\Jeanette Master's\AQM&ED,no,mono,no,18,no,white,no,yes,768,legacy,7,7,C:/Users/Jeanette/Desktop/Jeanette Master's/AQM&ED/jh-subject-2.csv,legacy,3 1 9 4,Kafkaesque Koffka,3.2.8,0,n,0,right,right,NA,right,NA,NA,643,72246,NA,643,NA,NA,2,legacy,4,1024,2,48000,-16,experiment,2,even,6,127445,124111,125231,5398,NA,125233,87538,5408,NA,129451,126240,130094,NA,77655,129451,NA,Sternberg Task,7,6013,8,yes,1024
88.88888889,88.88888889,751.3333333,751.3333333,black,practice,legacy,legacy,legacy,0,uniform,1,undefined,1,right,8,8,8,0,0,8,8,0,0,8,8,8,NA,0,8,0,10/26/19 20:50,The main experiment item,yes,SternbergTask.osexp,C:\Users\Jeanette\Desktop\Jeanette Master's\AQM&ED,no,mono,no,18,no,white,no,yes,768,legacy,8,8,C:/Users/Jeanette/Desktop/Jeanette Master's/AQM&ED/jh-subject-2.csv,legacy,5 7 8 4 1 2,Kafkaesque Koffka,3.2.8,0,n,0,right,right,NA,right,NA,NA,749,72246,NA,749,NA,NA,2,legacy,6,1024,2,48000,-16,experiment,2,even,6,133411,130112,131197,5398,NA,131199,87538,5408,NA,135417,132205,136166,NA,77655,135416,NA,Sternberg Task,8,6762,9,yes,1024
90,90,731.1,731.1,black,practice,legacy,legacy,legacy,0,uniform,1,undefined,1,left,9,9,9,0,0,9,9,0,0,9,9,9,NA,0,9,0,10/26/19 20:50,The main experiment item,yes,SternbergTask.osexp,C:\Users\Jeanette\Desktop\Jeanette Master's\AQM&ED,no,mono,no,18,no,white,no,yes,768,legacy,9,9,C:/Users/Jeanette/Desktop/Jeanette Master's/AQM&ED/jh-subject-2.csv,legacy,4 8,Kafkaesque Koffka,3.2.8,1,y,0,left,right,NA,left,NA,NA,549,72246,NA,549,NA,NA,2,legacy,2,1024,2,48000,-16,experiment,2,even,4,139523,136188,137309,5398,NA,137312,87538,5408,NA,141529,138317,142078,NA,77655,141528,NA,Sternberg Task,9,7311,10,yes,1024
