acc,accuracy,average_response_time,avg_rt,background,block,canvas_backend,clock_backend,color_backend,compensation,coordinates,correct,correct_instruction1,correct_keyboard_response,correct_response,count_ISI,count_correctFeedback,count_expSequence,count_experiment,count_experimentLoop,count_fixation,count_incorrectFeedback,count_instruction1,count_instructions2,count_keyboard_response,count_logger,count_memorySet,count_practiceLoop,count_probe,count_thankYou,datetime,description,disable_garbage_collection,experiment_file,experiment_path,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,keyboard_backend,live_row,live_row_practiceLoop,logfile,mouse_backend,numberSet,opensesame_codename,opensesame_version,posInSet,present,repeat_cycle,response,response_instruction1,response_instructions2,response_keyboard_response,response_thankYou,response_time,response_time_instruction1,response_time_instructions2,response_time_keyboard_response,response_time_thankYou,round_decimals,sampler_backend,setSize,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,subject_nr,subject_parity,target,time_ISI,time_correctFeedback,time_expSequence,time_experiment,time_experimentLoop,time_fixation,time_incorrectFeedback,time_instruction1,time_instructions2,time_keyboard_response,time_logger,time_memorySet,time_practiceLoop,time_probe,time_thankYou,title,total_correct,total_response_time,total_responses,uniform_coordinates,width
0,0,2000,2000,black,practice,legacy,legacy,legacy,0,uniform,0,undefined,0,right,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/25/19 17:35,The main experiment item,yes,Sternbergtask.osexp,C:\Users\Edgar\Documents\Edgar School\Fall 2019\Lab 3-1,no,mono,no,18,no,white,no,yes,768,legacy,0,0,C:/Users/Edgar/Documents/Edgar School/Fall 2019/Lab 3-1/MJ-subject-2.csv,legacy,2 1,Kafkaesque Koffka,3.2.8,0,n,0,None,right,NA,None,NA,2000,59634,NA,2000,NA,2,legacy,2,1024,2,48000,-16,experiment,2,even,5,88112,NA,85891,13588,NA,85899,NA,13597,NA,90119,92119,86905,73235,90118,NA,Sternberg task,0,2000,1,yes,1024
50,50,1498.5,1498.5,black,practice,legacy,legacy,legacy,0,uniform,1,undefined,1,left,1,1,1,0,0,1,1,0,0,1,1,1,0,1,0,10/25/19 17:35,The main experiment item,yes,Sternbergtask.osexp,C:\Users\Edgar\Documents\Edgar School\Fall 2019\Lab 3-1,no,mono,no,18,no,white,no,yes,768,legacy,1,1,C:/Users/Edgar/Documents/Edgar School/Fall 2019/Lab 3-1/MJ-subject-2.csv,legacy,1 5 2 9,Kafkaesque Koffka,3.2.8,2,y,0,left,right,NA,left,NA,997,59634,NA,997,NA,2,legacy,4,1024,2,48000,-16,experiment,2,even,5,96163,NA,93942,13588,NA,93951,92586,13597,NA,98170,99169,94957,73235,98170,NA,Sternberg task,1,2997,2,yes,1024
33.33333333,33.33333333,1075.333333,1075.333333,black,practice,legacy,legacy,legacy,0,uniform,0,undefined,0,left,2,2,2,0,0,2,2,0,0,2,2,2,0,2,0,10/25/19 17:35,The main experiment item,yes,Sternbergtask.osexp,C:\Users\Edgar\Documents\Edgar School\Fall 2019\Lab 3-1,no,mono,no,18,no,white,no,yes,768,legacy,2,2,C:/Users/Edgar/Documents/Edgar School/Fall 2019/Lab 3-1/MJ-subject-2.csv,legacy,6,Kafkaesque Koffka,3.2.8,1,y,0,right,right,NA,right,NA,229,59634,NA,229,NA,2,legacy,1,1024,2,48000,-16,experiment,2,even,6,102864,99227,100643,13588,NA,100653,92586,13597,NA,104872,105103,101658,73235,104871,NA,Sternberg task,1,3226,3,yes,1024
50,50,1114.75,1114.75,black,practice,legacy,legacy,legacy,0,uniform,1,undefined,1,left,3,3,3,0,0,3,3,0,0,3,3,3,0,3,0,10/25/19 17:35,The main experiment item,yes,Sternbergtask.osexp,C:\Users\Edgar\Documents\Edgar School\Fall 2019\Lab 3-1,no,mono,no,18,no,white,no,yes,768,legacy,3,3,C:/Users/Edgar/Documents/Edgar School/Fall 2019/Lab 3-1/MJ-subject-2.csv,legacy,4 3 1 7 9 8,Kafkaesque Koffka,3.2.8,1,y,0,left,right,NA,left,NA,1233,59634,NA,1233,NA,2,legacy,6,1024,2,48000,-16,experiment,2,even,4,108770,99227,106552,13588,NA,106559,105184,13597,NA,110778,112013,107565,73235,110777,NA,Sternberg task,2,4459,4,yes,1024
60,60,1115.6,1115.6,black,practice,legacy,legacy,legacy,0,uniform,1,undefined,1,right,4,4,4,0,0,4,4,0,0,4,4,4,0,4,0,10/25/19 17:35,The main experiment item,yes,Sternbergtask.osexp,C:\Users\Edgar\Documents\Edgar School\Fall 2019\Lab 3-1,no,mono,no,18,no,white,no,yes,768,legacy,4,4,C:/Users/Edgar/Documents/Edgar School/Fall 2019/Lab 3-1/MJ-subject-2.csv,legacy,4 1 5,Kafkaesque Koffka,3.2.8,0,n,0,right,right,NA,right,NA,1119,59634,NA,1119,NA,2,legacy,3,1024,2,48000,-16,experiment,2,even,2,115655,112050,113436,13588,NA,113443,105184,13597,NA,117663,118783,114449,73235,117662,NA,Sternberg task,3,5578,5,yes,1024
66.66666667,66.66666667,1114.666667,1114.666667,black,practice,legacy,legacy,legacy,0,uniform,1,undefined,1,right,5,5,5,0,0,5,5,0,0,5,5,5,0,5,0,10/25/19 17:35,The main experiment item,yes,Sternbergtask.osexp,C:\Users\Edgar\Documents\Edgar School\Fall 2019\Lab 3-1,no,mono,no,18,no,white,no,yes,768,legacy,5,5,C:/Users/Edgar/Documents/Edgar School/Fall 2019/Lab 3-1/MJ-subject-2.csv,legacy,3 1 9 4,Kafkaesque Koffka,3.2.8,0,n,0,right,right,NA,right,NA,1110,59634,NA,1110,NA,2,legacy,4,1024,2,48000,-16,experiment,2,even,6,122405,118836,120185,13588,NA,120191,105184,13597,NA,124411,125523,121199,73235,124410,NA,Sternberg task,4,6688,6,yes,1024
71.42857143,71.42857143,1154.571429,1154.571429,black,practice,legacy,legacy,legacy,0,uniform,1,undefined,1,right,6,6,6,0,0,6,6,0,0,6,6,6,0,6,0,10/25/19 17:35,The main experiment item,yes,Sternbergtask.osexp,C:\Users\Edgar\Documents\Edgar School\Fall 2019\Lab 3-1,no,mono,no,18,no,white,no,yes,768,legacy,6,6,C:/Users/Edgar/Documents/Edgar School/Fall 2019/Lab 3-1/MJ-subject-2.csv,legacy,5 7 8 4 1 2,Kafkaesque Koffka,3.2.8,0,n,0,right,right,NA,right,NA,1394,59634,NA,1394,NA,2,legacy,6,1024,2,48000,-16,experiment,2,even,6,129156,125587,126937,13588,NA,126944,105184,13597,NA,131163,132560,127950,73235,131163,NA,Sternberg task,5,8082,7,yes,1024
75,75,1158.875,1158.875,black,practice,legacy,legacy,legacy,0,uniform,1,undefined,1,right,7,7,7,0,0,7,7,0,0,7,7,7,0,7,0,10/25/19 17:35,The main experiment item,yes,Sternbergtask.osexp,C:\Users\Edgar\Documents\Edgar School\Fall 2019\Lab 3-1,no,mono,no,18,no,white,no,yes,768,legacy,7,7,C:/Users/Edgar/Documents/Edgar School/Fall 2019/Lab 3-1/MJ-subject-2.csv,legacy,9 6 7 4 5,Kafkaesque Koffka,3.2.8,0,n,0,right,right,NA,right,NA,1189,59634,NA,1189,NA,2,legacy,5,1024,2,48000,-16,experiment,2,even,3,136168,132615,133948,13588,NA,133955,105184,13597,NA,138176,139367,134961,73235,138176,NA,Sternberg task,6,9271,8,yes,1024
77.77777778,77.77777778,1187.666667,1187.666667,black,practice,legacy,legacy,legacy,0,uniform,1,undefined,1,left,8,8,8,0,0,8,8,0,0,8,8,8,0,8,0,10/25/19 17:35,The main experiment item,yes,Sternbergtask.osexp,C:\Users\Edgar\Documents\Edgar School\Fall 2019\Lab 3-1,no,mono,no,18,no,white,no,yes,768,legacy,8,8,C:/Users/Edgar/Documents/Edgar School/Fall 2019/Lab 3-1/MJ-subject-2.csv,legacy,1 7 9 8 5,Kafkaesque Koffka,3.2.8,4,y,0,left,right,NA,left,NA,1418,59634,NA,1418,NA,2,legacy,5,1024,2,48000,-16,experiment,2,even,8,143006,139433,140785,13588,NA,140794,105184,13597,NA,145014,146435,141800,73235,145013,NA,Sternberg task,7,10689,9,yes,1024
80,80,1201.3,1201.3,black,practice,legacy,legacy,legacy,0,uniform,1,undefined,1,left,9,9,9,0,0,9,9,0,0,9,9,9,0,9,0,10/25/19 17:35,The main experiment item,yes,Sternbergtask.osexp,C:\Users\Edgar\Documents\Edgar School\Fall 2019\Lab 3-1,no,mono,no,18,no,white,no,yes,768,legacy,9,9,C:/Users/Edgar/Documents/Edgar School/Fall 2019/Lab 3-1/MJ-subject-2.csv,legacy,4 8,Kafkaesque Koffka,3.2.8,1,y,0,left,right,NA,left,NA,1324,59634,NA,1324,NA,2,legacy,2,1024,2,48000,-16,experiment,2,even,4,150098,146496,147878,13588,NA,147886,105184,13597,NA,152106,153432,148893,73235,152106,NA,Sternberg task,8,12013,10,yes,1024
