"","x"
"1",0.915693523701237
"2",0.446660071187899
"3",0.643510042188729
"4",0.208241241345547
"5",0.250357040226263
"6",0.241594314739966
"7",0.33030092556677
"8",0.653057895833588
"9",0.319695922551581
"10",0.354524602175798
"11",0.0994485296777554
"12",0.624372057549222
"13",0.349060043173298
"14",0.781799179136622
"15",0.513384342949126
"16",0.814000129788192
"17",0.367475308526807
"18",0.32843709117746
"19",0.251746195366224
"20",0.337389705189551
"21",0.650554356119872
"22",0.354430112159937
"23",0.815071793900349
"24",0.305182716736597
"25",0.4633695642116
"26",0.116456056890992
"27",0.29751199523903
"28",0.611145157888259
"29",0.340842151002987
"30",0.278378388565297
"31",0.591790203992081
"32",0.271563083385546
"33",0.27930572176369
"34",0.67043134880429
"35",0.753342641898052
"36",0.350768173278685
"37",0.249749327186715
"38",0.309248603795834
"39",0.219692115998273
"40",0.39403392539435
"41",0.352530910106089
"42",0.7860007541692
"43",0.62951058633917
"44",0.230410906257049
"45",0.510742584644282
"46",0.714436790551896
"47",0.416850671020117
"48",0.667473172419682
"49",0.604300894436254
"50",0.427059463510907
"51",0.462647211065427
"52",0.598800443111609
"53",0.34754605179434
"54",0.442054217127563
"55",0.514038184914146
"56",0.386921494910231
"57",0.217553244276649
"58",0.402017182042632
"59",0.347709046172022
"60",0.283337587425903
"61",0.591711770405586
"62",0.246330076578113
"63",0.223119798443649
"64",0.353689382524706
"65",0.383383253096779
"66",0.521660108377613
"67",0.223837746936857
"68",0.293821643994394
"69",0.265633034039359
"70",0.673020132084739
"71",0.315329591744898
"72",0.892055636439341
"73",0.404791377334558
"74",0.278216276118938
"75",0.24134126187098
"76",0.413091907530788
"77",0.497362857975401
"78",0.0781684890600132
"79",0.693854679392739
"80",0.612724026829744
"81",0.3549560943656
"82",0.451678956393701
"83",0.268019023596929
"84",0.226101035516435
"85",0.423167221234759
"86",0.585700521624377
"87",0.146726854072094
"88",0.599568320625845
"89",0.209290447098051
"90",0.164400580114829
"91",0.329837008185863
"92",0.612755125643114
"93",0.592994263992823
"94",0.236191821698638
"95",0.584203954146473
"96",0.259634614020405
"97",0.279507532934895
"98",0.264685281482749
"99",0.42582507698913
"100",0.120439607517452
"101",0.400870525958712
"102",0.465720440998198
"103",0.268053003201387
"104",1.07721687443684
"105",0.364004995302899
"106",0.17653463213778
"107",0.311825219153629
"108",0.592997358292561
"109",0.354749118087985
"110",0.421563598402917
"111",0.960942918738078
"112",0.435360206481081
"113",0.244672845093021
"114",0.217081188346828
"115",0.516493371665654
"116",0.568831928091862
"117",0.37515820555208
"118",0.309423606861706
"119",0.396041666810884
"120",0.194184181584453
"121",0.640357434398842
"122",0.172856797992064
"123",0.302886429809341
"124",0.602745147481572
"125",0.241732447622468
"126",0.158439897103072
"127",0.152100841572239
"128",0.55707864836193
"129",0.445953948888689
"130",0.405793870990987
"131",0.18961242654239
"132",0.178132725121698
"133",0.449126760245314
"134",0.421731260130805
"135",0.249667720507639
"136",0.36374118353748
"137",0.632093600314673
"138",0.636930645856038
"139",0.374007808112807
"140",0.274596696719609
"141",0.651299056271157
"142",0.420030722242425
"143",0.293919717675657
"144",0.167625297628382
"145",0.33550273107409
"146",0.173622115592888
"147",0.299082863038089
"148",0.289077119807156
"149",0.540890750925457
"150",0.332066770164758
"151",0.369954051591833
"152",0.626298716801957
"153",0.163001901566882
"154",0.203209236711985
"155",0.655209593893111
"156",0.26377455951725
"157",0.824576771083053
"158",0.482207916551046
"159",0.307083674862195
"160",0.48582644083457
"161",0.297519951002926
