"acc","accuracy","average_response_time","avg_rt","background","block","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_instruction1","correct_keyboard_response","correct_response","count_ISI","count_correctFeedback","count_expSequence","count_experiment","count_experimentLoop","count_fixation","count_incorrectFeedback","count_instruction1","count_instruction2","count_keyboard_response","count_logger","count_memorySet","count_practiceLoop","count_probe","count_thankYou","datetime","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_practiceLoop","logfile","mouse_backend","numberSet","opensesame_codename","opensesame_version","posInSet","present","repeat_cycle","response","response_instruction1","response_instruction2","response_keyboard_response","response_thankYou","response_time","response_time_instruction1","response_time_instruction2","response_time_keyboard_response","response_time_thankYou","round_decimals","sampler_backend","setSize","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","target","time_ISI","time_correctFeedback","time_expSequence","time_experiment","time_experimentLoop","time_fixation","time_incorrectFeedback","time_instruction1","time_instruction2","time_keyboard_response","time_logger","time_memorySet","time_practiceLoop","time_probe","time_thankYou","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"0","0","2000","2000","black","practice","legacy","legacy","legacy","0","uniform","0","undefined","0","right","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Sun Oct 16 20:54:20 2022","The main experiment item","yes","SternbergTask.osexp","/Users/alexisparrish/Documents/Advanced Quant. Methods/Lab 3/Lab 3.1","no","mono","no","18","no","white","no","yes","768","legacy","0","0","/Users/alexisparrish/Documents/Advanced Quant. Methods/Lab 3/Lab 3.2/AP-subject-2.csv","legacy","5","Lentiform Loewenfeld","3.3.12","0","n","0","None","caps lock","NA","None","NA","2000","108760","NA","2000","NA","2","legacy","1","1024","2","48000","-16","experiment","2","even","3","115244","NA","113030","3941","NA","113035","NA","3958","NA","117248","119248","114040","112720","117248","NA","Sternberg Task","0","2000","1","yes","1024"
"50","50","1400","1400","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","right","1","1","1","0","0","1","1","0","0","1","1","1","0","1","0","Sun Oct 16 20:54:20 2022","The main experiment item","yes","SternbergTask.osexp","/Users/alexisparrish/Documents/Advanced Quant. Methods/Lab 3/Lab 3.1","no","mono","no","18","no","white","no","yes","768","legacy","1","1","/Users/alexisparrish/Documents/Advanced Quant. Methods/Lab 3/Lab 3.2/AP-subject-2.csv","legacy","2 1","Lentiform Loewenfeld","3.3.12","0","n","0","right","caps lock","NA","right","NA","800","108760","NA","800","NA","2","legacy","2","1024","2","48000","-16","experiment","2","even","5","122577","NA","120364","3941","NA","120368","119291","3958","NA","124581","125411","121372","112720","124581","NA","Sternberg Task","1","2800","2","yes","1024"
"66.66666666666667","66.66666666666667","1285.3333333333333","1285.3333333333333","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","left","2","2","2","0","0","2","2","0","0","2","2","2","0","2","0","Sun Oct 16 20:54:20 2022","The main experiment item","yes","SternbergTask.osexp","/Users/alexisparrish/Documents/Advanced Quant. Methods/Lab 3/Lab 3.1","no","mono","no","18","no","white","no","yes","768","legacy","2","2","/Users/alexisparrish/Documents/Advanced Quant. Methods/Lab 3/Lab 3.2/AP-subject-2.csv","legacy","1 7 9 8 5","Lentiform Loewenfeld","3.3.12","4","y","0","left","caps lock","NA","left","NA","1056","108760","NA","1056","NA","2","legacy","5","1024","2","48000","-16","experiment","2","even","8","128693","125416","126480","3941","NA","126484","119291","3958","NA","130697","131754","127488","112720","130697","NA","Sternberg Task","2","3856","3","yes","1024"
"75","75","1144.75","1144.75","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","right","3","3","3","0","0","3","3","0","0","3","3","3","0","3","0","Sun Oct 16 20:54:20 2022","The main experiment item","yes","SternbergTask.osexp","/Users/alexisparrish/Documents/Advanced Quant. Methods/Lab 3/Lab 3.1","no","mono","no","18","no","white","no","yes","768","legacy","3","3","/Users/alexisparrish/Documents/Advanced Quant. Methods/Lab 3/Lab 3.2/AP-subject-2.csv","legacy","9 6 7 4 5","Lentiform Loewenfeld","3.3.12","0","n","0","right","caps lock","NA","right","NA","723","108760","NA","723","NA","2","legacy","5","1024","2","48000","-16","experiment","2","even","3","135047","131767","132834","3941","NA","132838","119291","3958","NA","137051","137775","133842","112720","137051","NA","Sternberg Task","3","4579","4","yes","1024"
"80","80","1035.8","1035.8","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","left","4","4","4","0","0","4","4","0","0","4","4","4","0","4","0","Sun Oct 16 20:54:20 2022","The main experiment item","yes","SternbergTask.osexp","/Users/alexisparrish/Documents/Advanced Quant. Methods/Lab 3/Lab 3.1","no","mono","no","18","no","white","no","yes","768","legacy","4","4","/Users/alexisparrish/Documents/Advanced Quant. Methods/Lab 3/Lab 3.2/AP-subject-2.csv","legacy","4 8","Lentiform Loewenfeld","3.3.12","1","y","0","left","caps lock","NA","left","NA","600","108760","NA","600","NA","2","legacy","2","1024","2","48000","-16","experiment","2","even","4","141067","137786","138853","3941","NA","138858","119291","3958","NA","143071","143672","139862","112720","143071","NA","Sternberg Task","4","5179","5","yes","1024"
"83.33333333333333","83.33333333333333","986.1666666666666","986.1666666666666","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","left","5","5","5","0","0","5","5","0","0","5","5","5","0","5","0","Sun Oct 16 20:54:20 2022","The main experiment item","yes","SternbergTask.osexp","/Users/alexisparrish/Documents/Advanced Quant. Methods/Lab 3/Lab 3.1","no","mono","no","18","no","white","no","yes","768","legacy","5","5","/Users/alexisparrish/Documents/Advanced Quant. Methods/Lab 3/Lab 3.2/AP-subject-2.csv","legacy","4 3 1 7 9 8","Lentiform Loewenfeld","3.3.12","1","y","0","left","caps lock","NA","left","NA","738","108760","NA","738","NA","2","legacy","6","1024","2","48000","-16","experiment","2","even","4","146955","143679","144741","3941","NA","144746","119291","3958","NA","148959","149707","145750","112720","148959","NA","Sternberg Task","5","5917","6","yes","1024"
"85.71428571428571","85.71428571428571","949","949","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","right","6","6","6","0","0","6","6","0","0","6","6","6","0","6","0","Sun Oct 16 20:54:20 2022","The main experiment item","yes","SternbergTask.osexp","/Users/alexisparrish/Documents/Advanced Quant. Methods/Lab 3/Lab 3.1","no","mono","no","18","no","white","no","yes","768","legacy","6","6","/Users/alexisparrish/Documents/Advanced Quant. Methods/Lab 3/Lab 3.2/AP-subject-2.csv","legacy","4 1 5","Lentiform Loewenfeld","3.3.12","0","n","0","right","caps lock","NA","right","NA","726","108760","NA","726","NA","2","legacy","3","1024","2","48000","-16","experiment","2","even","2","152988","149712","150774","3941","NA","150779","119291","3958","NA","154996","155722","151783","112720","154996","NA","Sternberg Task","6","6643","7","yes","1024"
"87.5","87.5","917.75","917.75","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","right","7","7","7","0","0","7","7","0","0","7","7","7","0","7","0","Sun Oct 16 20:54:20 2022","The main experiment item","yes","SternbergTask.osexp","/Users/alexisparrish/Documents/Advanced Quant. Methods/Lab 3/Lab 3.1","no","mono","no","18","no","white","no","yes","768","legacy","7","7","/Users/alexisparrish/Documents/Advanced Quant. Methods/Lab 3/Lab 3.2/AP-subject-2.csv","legacy","5 7 8 4 1 2","Lentiform Loewenfeld","3.3.12","0","n","0","right","caps lock","NA","right","NA","699","108760","NA","699","NA","2","legacy","6","1024","2","48000","-16","experiment","2","even","6","159010","155733","156795","3941","NA","156800","119291","3958","NA","161014","161714","157805","112720","161014","NA","Sternberg Task","7","7342","8","yes","1024"
"88.88888888888889","88.88888888888889","906.6666666666666","906.6666666666666","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","right","8","8","8","0","0","8","8","0","0","8","8","8","0","8","0","Sun Oct 16 20:54:20 2022","The main experiment item","yes","SternbergTask.osexp","/Users/alexisparrish/Documents/Advanced Quant. Methods/Lab 3/Lab 3.1","no","mono","no","18","no","white","no","yes","768","legacy","8","8","/Users/alexisparrish/Documents/Advanced Quant. Methods/Lab 3/Lab 3.2/AP-subject-2.csv","legacy","3 1 9 4","Lentiform Loewenfeld","3.3.12","0","n","0","right","caps lock","NA","right","NA","818","108760","NA","818","NA","2","legacy","4","1024","2","48000","-16","experiment","2","even","6","165009","161727","162795","3941","NA","162800","119291","3958","NA","167013","167831","163804","112720","167013","NA","Sternberg Task","8","8160","9","yes","1024"
"90","90","894.3","894.3","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","left","9","9","9","0","0","9","9","0","0","9","9","9","0","9","0","Sun Oct 16 20:54:20 2022","The main experiment item","yes","SternbergTask.osexp","/Users/alexisparrish/Documents/Advanced Quant. Methods/Lab 3/Lab 3.1","no","mono","no","18","no","white","no","yes","768","legacy","9","9","/Users/alexisparrish/Documents/Advanced Quant. Methods/Lab 3/Lab 3.2/AP-subject-2.csv","legacy","1 5 2 9","Lentiform Loewenfeld","3.3.12","2","y","0","left","caps lock","NA","left","NA","783","108760","NA","783","NA","2","legacy","4","1024","2","48000","-16","experiment","2","even","5","171118","167843","168904","3941","NA","168909","119291","3958","NA","173122","173905","169913","112720","173122","NA","Sternberg Task","9","8943","10","yes","1024"
