"acc","accuracy","average_response_time","avg_rt","background","block","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_instruction1","correct_keyboard_response","correct_response","count_ISI","count_correctFeedback","count_expSequence","count_experiment","count_experimentLoop","count_fixation","count_incorrectFeedback","count_instruction1","count_instruction2","count_keyboard_response","count_logger","count_memorySet","count_practiceLoop","count_probe","count_thankYou","datetime","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_practiceLoop","logfile","mouse_backend","numberSet","opensesame_codename","opensesame_version","posInSet","present","repeat_cycle","response","response_instruction1","response_instruction2","response_keyboard_response","response_thankYou","response_time","response_time_instruction1","response_time_instruction2","response_time_keyboard_response","response_time_thankYou","round_decimals","sampler_backend","setSize","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","target","time_ISI","time_correctFeedback","time_expSequence","time_experiment","time_experimentLoop","time_fixation","time_incorrectFeedback","time_instruction1","time_instruction2","time_keyboard_response","time_logger","time_memorySet","time_practiceLoop","time_probe","time_thankYou","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"100","100","984","984","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","right","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Sun Oct 23 15:05:34 2022","The main experiment item","yes","Sternbergtask.osexp","/Users/andrea/Desktop/Adv. Quant Methods/Lab 3.1","no","mono","no","18","no","white","no","yes","768","legacy","0","0","/Users/andrea/Desktop/Adv. Quant Methods/Lab 3.1/AS-subject-4.csv","legacy","2 1","Lentiform Loewenfeld","3.3.12","0","n","0","right","right","NA","right","NA","984","29910","NA","984","NA","2","legacy","2","1024","2","48000","-16","experiment","4","even","5","36056","NA","33840","3662","NA","33843","NA","3670","NA","38061","39045","34849","33606","38061","NA","Sternberg task","1","984","1","yes","1024"
"50","50","934","934","black","practice","legacy","legacy","legacy","0","uniform","0","undefined","0","left","1","1","1","0","0","1","1","0","0","1","1","1","0","1","0","Sun Oct 23 15:05:34 2022","The main experiment item","yes","Sternbergtask.osexp","/Users/andrea/Desktop/Adv. Quant Methods/Lab 3.1","no","mono","no","18","no","white","no","yes","768","legacy","1","1","/Users/andrea/Desktop/Adv. Quant Methods/Lab 3.1/AS-subject-4.csv","legacy","2 9 4","Lentiform Loewenfeld","3.3.12","3","y","0","right","right","NA","right","NA","884","29910","NA","884","NA","2","legacy","3","1024","2","48000","-16","experiment","4","even","4","42348","39071","40136","3662","NA","40138","NA","3670","NA","44353","45238","41142","33606","44352","NA","Sternberg task","1","1868","2","yes","1024"
"66.66666666666667","66.66666666666667","981","981","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","right","2","2","2","0","0","2","2","0","0","2","2","2","0","2","0","Sun Oct 23 15:05:34 2022","The main experiment item","yes","Sternbergtask.osexp","/Users/andrea/Desktop/Adv. Quant Methods/Lab 3.1","no","mono","no","18","no","white","no","yes","768","legacy","2","2","/Users/andrea/Desktop/Adv. Quant Methods/Lab 3.1/AS-subject-4.csv","legacy","9 6 7 4 5","Lentiform Loewenfeld","3.3.12","0","n","0","right","right","NA","right","NA","1075","29910","NA","1075","NA","2","legacy","5","1024","2","48000","-16","experiment","4","even","3","48509","39071","46296","3662","NA","46298","45241","3670","NA","50513","51589","47302","33606","50513","NA","Sternberg task","2","2943","3","yes","1024"
"75","75","868.5","868.5","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","left","3","3","3","0","0","3","3","0","0","3","3","3","0","3","0","Sun Oct 23 15:05:34 2022","The main experiment item","yes","Sternbergtask.osexp","/Users/andrea/Desktop/Adv. Quant Methods/Lab 3.1","no","mono","no","18","no","white","no","yes","768","legacy","3","3","/Users/andrea/Desktop/Adv. Quant Methods/Lab 3.1/AS-subject-4.csv","legacy","1 7 9 8 5","Lentiform Loewenfeld","3.3.12","4","y","0","left","right","NA","left","NA","531","29910","NA","531","NA","2","legacy","5","1024","2","48000","-16","experiment","4","even","8","54859","51593","52647","3662","NA","52649","45241","3670","NA","56863","57395","53653","33606","56863","NA","Sternberg task","3","3474","4","yes","1024"
"80","80","872.8","872.8","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","right","4","4","4","0","0","4","4","0","0","4","4","4","0","4","0","Sun Oct 23 15:05:34 2022","The main experiment item","yes","Sternbergtask.osexp","/Users/andrea/Desktop/Adv. Quant Methods/Lab 3.1","no","mono","no","18","no","white","no","yes","768","legacy","4","4","/Users/andrea/Desktop/Adv. Quant Methods/Lab 3.1/AS-subject-4.csv","legacy","5 7 8 4 1 2","Lentiform Loewenfeld","3.3.12","0","n","0","right","right","NA","right","NA","890","29910","NA","890","NA","2","legacy","6","1024","2","48000","-16","experiment","4","even","6","60661","57397","58452","3662","NA","58454","45241","3670","NA","62665","63556","59459","33606","62665","NA","Sternberg task","4","4364","5","yes","1024"
"83.33333333333333","83.33333333333333","954.5","954.5","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","right","5","5","5","0","0","5","5","0","0","5","5","5","0","5","0","Sun Oct 23 15:05:34 2022","The main experiment item","yes","Sternbergtask.osexp","/Users/andrea/Desktop/Adv. Quant Methods/Lab 3.1","no","mono","no","18","no","white","no","yes","768","legacy","5","5","/Users/andrea/Desktop/Adv. Quant Methods/Lab 3.1/AS-subject-4.csv","legacy","5","Lentiform Loewenfeld","3.3.12","0","n","0","right","right","NA","right","NA","1363","29910","NA","1363","NA","2","legacy","1","1024","2","48000","-16","experiment","4","even","3","66820","63558","64609","3662","NA","64611","45241","3670","NA","68825","70188","65615","33606","68825","NA","Sternberg task","5","5727","6","yes","1024"
"85.71428571428571","85.71428571428571","877.8571428571429","877.8571428571429","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","left","6","6","6","0","0","6","6","0","0","6","6","6","0","6","0","Sun Oct 23 15:05:34 2022","The main experiment item","yes","Sternbergtask.osexp","/Users/andrea/Desktop/Adv. Quant Methods/Lab 3.1","no","mono","no","18","no","white","no","yes","768","legacy","6","6","/Users/andrea/Desktop/Adv. Quant Methods/Lab 3.1/AS-subject-4.csv","legacy","4 8","Lentiform Loewenfeld","3.3.12","1","y","0","left","right","NA","left","NA","418","29910","NA","418","NA","2","legacy","2","1024","2","48000","-16","experiment","4","even","4","73458","70192","71246","3662","NA","71249","45241","3670","NA","75462","75881","72253","33606","75462","NA","Sternberg task","6","6145","7","yes","1024"
"87.5","87.5","1004.875","1004.875","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","right","7","7","7","0","0","7","7","0","0","7","7","7","0","7","0","Sun Oct 23 15:05:34 2022","The main experiment item","yes","Sternbergtask.osexp","/Users/andrea/Desktop/Adv. Quant Methods/Lab 3.1","no","mono","no","18","no","white","no","yes","768","legacy","7","7","/Users/andrea/Desktop/Adv. Quant Methods/Lab 3.1/AS-subject-4.csv","legacy","3 1 9 4","Lentiform Loewenfeld","3.3.12","0","n","0","right","right","NA","right","NA","1894","29910","NA","1894","NA","2","legacy","4","1024","2","48000","-16","experiment","4","even","6","79151","75884","76939","3662","NA","76941","45241","3670","NA","81156","83051","77945","33606","81155","NA","Sternberg task","7","8039","8","yes","1024"
"88.88888888888889","88.88888888888889","1019.5555555555555","1019.5555555555555","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","right","8","8","8","0","0","8","8","0","0","8","8","8","0","8","0","Sun Oct 23 15:05:34 2022","The main experiment item","yes","Sternbergtask.osexp","/Users/andrea/Desktop/Adv. Quant Methods/Lab 3.1","no","mono","no","18","no","white","no","yes","768","legacy","8","8","/Users/andrea/Desktop/Adv. Quant Methods/Lab 3.1/AS-subject-4.csv","legacy","4 1 5","Lentiform Loewenfeld","3.3.12","0","n","0","right","right","NA","right","NA","1137","29910","NA","1137","NA","2","legacy","3","1024","2","48000","-16","experiment","4","even","2","86324","83053","84111","3662","NA","84114","45241","3670","NA","88327","89465","85118","33606","88327","NA","Sternberg task","8","9176","9","yes","1024"
"90","90","996.5","996.5","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","left","9","9","9","0","0","9","9","0","0","9","9","9","0","9","0","Sun Oct 23 15:05:34 2022","The main experiment item","yes","Sternbergtask.osexp","/Users/andrea/Desktop/Adv. Quant Methods/Lab 3.1","no","mono","no","18","no","white","no","yes","768","legacy","9","9","/Users/andrea/Desktop/Adv. Quant Methods/Lab 3.1/AS-subject-4.csv","legacy","1 5 2 9","Lentiform Loewenfeld","3.3.12","2","y","0","left","right","NA","left","NA","789","29910","NA","789","NA","2","legacy","4","1024","2","48000","-16","experiment","4","even","5","92734","89468","90523","3662","NA","90525","45241","3670","NA","94739","95528","91529","33606","94739","NA","Sternberg task","9","9965","10","yes","1024"
