"acc","accuracy","average_response_time","avg_rt","background","block","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_instruction1","correct_keyboard_response","correct_response","count_ISI","count_correctFeedback","count_expSequence","count_experiment","count_experimentLoop","count_fixation","count_incorrectFeedback","count_instruction1","count_instructions2","count_keyboard_response","count_logger","count_memorySet","count_practiceLoop","count_probe","count_thankYou","datetime","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_practiceLoop","logfile","mouse_backend","numberSet","opensesame_codename","opensesame_version","posInSet","present","repeat_cycle","response","response_instruction1","response_instructions2","response_keyboard_response","response_thankYou","response_time","response_time_instruction1","response_time_instructions2","response_time_keyboard_response","response_time_thankYou","round_decimals","sampler_backend","setSize","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","target","time_ISI","time_correctFeedback","time_expSequence","time_experiment","time_experimentLoop","time_fixation","time_incorrectFeedback","time_instruction1","time_instructions2","time_keyboard_response","time_logger","time_memorySet","time_practiceLoop","time_probe","time_thankYou","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"0","0","2000","2000","black","practice","legacy","legacy","legacy","0","uniform","0","undefined","0","right","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Sun Oct 25 16:21:28 2020","The main experiment item","yes","Sternberg task-5.osexp","C:\Users\Elaine\AppData\Local\Temp","no","mono","no","18","no","white","no","yes","768","legacy","0","0","C:/Users/Elaine/Desktop/subject-4.csv","legacy","5","Lentiform Loewenfeld","3.3.3","0","n","0","None","right","NA","None","NA","2000","108409","NA","2000","NA","2","legacy","1","1024","2","48000","-16","experiment","4","even","3","116913","NA","114699","4774","NA","114701","NA","4785","NA","118920","120920","115708","113195","118919","NA","Sternberg task","0","2000","1","yes","1024"
"50","50","1574","1574","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","left","1","1","1","0","0","1","1","0","0","1","1","1","0","1","0","Sun Oct 25 16:21:28 2020","The main experiment item","yes","Sternberg task-5.osexp","C:\Users\Elaine\AppData\Local\Temp","no","mono","no","18","no","white","no","yes","768","legacy","1","1","C:/Users/Elaine/Desktop/subject-4.csv","legacy","6","Lentiform Loewenfeld","3.3.3","1","y","0","left","right","NA","left","NA","1148","108409","NA","1148","NA","2","legacy","1","1024","2","48000","-16","experiment","4","even","6","124327","NA","122114","4774","NA","122116","120973","4785","NA","126335","127484","123121","113195","126334","NA","Sternberg task","1","3148","2","yes","1024"
"66.66666666666667","66.66666666666667","1439.3333333333333","1439.3333333333333","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","right","2","2","2","0","0","2","2","0","0","2","2","2","0","2","0","Sun Oct 25 16:21:28 2020","The main experiment item","yes","Sternberg task-5.osexp","C:\Users\Elaine\AppData\Local\Temp","no","mono","no","18","no","white","no","yes","768","legacy","2","2","C:/Users/Elaine/Desktop/subject-4.csv","legacy","4 1 5","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","NA","right","NA","1170","108409","NA","1170","NA","2","legacy","3","1024","2","48000","-16","experiment","4","even","2","130838","127490","128631","4774","NA","128633","120973","4785","NA","132843","134014","129635","113195","132843","NA","Sternberg task","2","4318","3","yes","1024"
"75","75","1353.5","1353.5","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","left","3","3","3","0","0","3","3","0","0","3","3","3","0","3","0","Sun Oct 25 16:21:28 2020","The main experiment item","yes","Sternberg task-5.osexp","C:\Users\Elaine\AppData\Local\Temp","no","mono","no","18","no","white","no","yes","768","legacy","3","3","C:/Users/Elaine/Desktop/subject-4.csv","legacy","4 8","Lentiform Loewenfeld","3.3.3","1","y","0","left","right","NA","left","NA","1096","108409","NA","1096","NA","2","legacy","2","1024","2","48000","-16","experiment","4","even","4","137380","134033","135166","4774","NA","135169","120973","4785","NA","139387","140484","136175","113195","139387","NA","Sternberg task","3","5414","4","yes","1024"
"80","80","1312","1312","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","left","4","4","4","0","0","4","4","0","0","4","4","4","0","4","0","Sun Oct 25 16:21:28 2020","The main experiment item","yes","Sternberg task-5.osexp","C:\Users\Elaine\AppData\Local\Temp","no","mono","no","18","no","white","no","yes","768","legacy","4","4","C:/Users/Elaine/Desktop/subject-4.csv","legacy","2 9 4","Lentiform Loewenfeld","3.3.3","3","y","0","left","right","NA","left","NA","1146","108409","NA","1146","NA","2","legacy","3","1024","2","48000","-16","experiment","4","even","4","143855","140492","141641","4774","NA","141643","120973","4785","NA","145862","147008","142649","113195","145860","NA","Sternberg task","4","6560","5","yes","1024"
"83.33333333333333","83.33333333333333","1201.6666666666667","1201.6666666666667","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","right","5","5","5","0","0","5","5","0","0","5","5","5","0","5","0","Sun Oct 25 16:21:28 2020","The main experiment item","yes","Sternberg task-5.osexp","C:\Users\Elaine\AppData\Local\Temp","no","mono","no","18","no","white","no","yes","768","legacy","5","5","C:/Users/Elaine/Desktop/subject-4.csv","legacy","3 1 9 4","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","NA","right","NA","650","108409","NA","650","NA","2","legacy","4","1024","2","48000","-16","experiment","4","even","6","150355","147016","148143","4774","NA","148145","120973","4785","NA","152363","153014","149150","113195","152362","NA","Sternberg task","5","7210","6","yes","1024"
"71.42857142857143","71.42857142857143","1237.2857142857142","1237.2857142857142","black","practice","legacy","legacy","legacy","0","uniform","0","undefined","0","right","6","6","6","0","0","6","6","0","0","6","6","6","0","6","0","Sun Oct 25 16:21:28 2020","The main experiment item","yes","Sternberg task-5.osexp","C:\Users\Elaine\AppData\Local\Temp","no","mono","no","18","no","white","no","yes","768","legacy","6","6","C:/Users/Elaine/Desktop/subject-4.csv","legacy","9 6 7 4 5","Lentiform Loewenfeld","3.3.3","0","n","0","left","right","NA","left","NA","1451","108409","NA","1451","NA","2","legacy","5","1024","2","48000","-16","experiment","4","even","3","156385","153028","154171","4774","NA","154173","120973","4785","NA","158391","159843","155180","113195","158390","NA","Sternberg task","5","8661","7","yes","1024"
"75","75","1251.25","1251.25","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","right","7","7","7","0","0","7","7","0","0","7","7","7","0","7","0","Sun Oct 25 16:21:28 2020","The main experiment item","yes","Sternberg task-5.osexp","C:\Users\Elaine\AppData\Local\Temp","no","mono","no","18","no","white","no","yes","768","legacy","7","7","C:/Users/Elaine/Desktop/subject-4.csv","legacy","5 7 8 4 1 2","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","NA","right","NA","1349","108409","NA","1349","NA","2","legacy","6","1024","2","48000","-16","experiment","4","even","6","163209","153028","160994","4774","NA","160997","159851","4785","NA","165217","166567","162002","113195","165215","NA","Sternberg task","6","10010","8","yes","1024"
"77.77777777777777","77.77777777777777","1186.4444444444443","1186.4444444444443","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","left","8","8","8","0","0","8","8","0","0","8","8","8","0","8","0","Sun Oct 25 16:21:28 2020","The main experiment item","yes","Sternberg task-5.osexp","C:\Users\Elaine\AppData\Local\Temp","no","mono","no","18","no","white","no","yes","768","legacy","8","8","C:/Users/Elaine/Desktop/subject-4.csv","legacy","1 5 2 9","Lentiform Loewenfeld","3.3.3","2","y","0","left","right","NA","left","NA","668","108409","NA","668","NA","2","legacy","4","1024","2","48000","-16","experiment","4","even","5","169928","166576","167719","4774","NA","167721","159851","4785","NA","171933","172602","168723","113195","171933","NA","Sternberg task","7","10678","9","yes","1024"
"80","80","1214.9","1214.9","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","right","9","9","9","0","0","9","9","0","0","9","9","9","0","9","0","Sun Oct 25 16:21:28 2020","The main experiment item","yes","Sternberg task-5.osexp","C:\Users\Elaine\AppData\Local\Temp","no","mono","no","18","no","white","no","yes","768","legacy","9","9","C:/Users/Elaine/Desktop/subject-4.csv","legacy","2 1","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","NA","right","NA","1471","108409","NA","1471","NA","2","legacy","2","1024","2","48000","-16","experiment","4","even","5","175954","172611","173740","4774","NA","173742","159851","4785","NA","177960","179432","174748","113195","177960","NA","Sternberg task","8","12149","10","yes","1024"
