"acc","accuracy","average_response_time","avg_rt","background","block","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_instructions1","correct_keyboard_response","correct_response","count_ISI","count_PracticeLoop","count_correctFeedback","count_expSequence","count_experiment","count_experimentLoop","count_fixation","count_incorrectFeedback","count_instructions1","count_instructions2","count_keyboard_response","count_memorySet","count_new_logger","count_new_loop","count_probe","count_thankYou","datetime","description","disable_garbage_collection","empty_column","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_PracticeLoop","logfile","mouse_backend","numberSet","opensesame_codename","opensesame_version","posInSet","present","repeat_cycle","response","response_instructions1","response_instructions2","response_keyboard_response","response_thankYou","response_time","response_time_instructions1","response_time_instructions2","response_time_keyboard_response","response_time_thankYou","round_decimals","sampler_backend","setSize","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","target","time_ISI","time_PracticeLoop","time_correctFeedback","time_expSequence","time_experiment","time_experimentLoop","time_fixation","time_incorrectFeedback","time_instructions1","time_instructions2","time_keyboard_response","time_memorySet","time_new_logger","time_new_loop","time_probe","time_thankYou","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"100","100","845","845","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","left","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","0","0","Fri Oct 23 19:29:49 2020","The main experiment item","yes","NA","SternbergTask.osexp","/Users/kaylaredder/Desktop/Tarleton /AdvancedQuant/Lab3","no","mono","no","18","no","white","no","yes","768","legacy","0","0","/Users/kaylaredder/Desktop/Tarleton /AdvancedQuant/Lab3/FR- subject-1.csv","legacy","1 5 2 9","Lentiform Loewenfeld","3.3.5","2","y","0","left","right","NA","left","NA","845","75721","NA","845","NA","2","legacy","4","1024","2","48000","-16","experiment","1","odd","5","80626","77742","NA","78381","2001","NA","78394","NA","2015","NA","82640","79408","83486","NA","82639","NA","Sternberg Task ","1","845","1","yes","1024"
"50","50","962.5","962.5","black","practice","legacy","legacy","legacy","0","uniform","0","undefined","0","left","1","0","1","1","0","0","1","1","0","0","1","1","1","NA","1","0","Fri Oct 23 19:29:49 2020","The main experiment item","yes","NA","SternbergTask.osexp","/Users/kaylaredder/Desktop/Tarleton /AdvancedQuant/Lab3","no","mono","no","18","no","white","no","yes","768","legacy","1","1","/Users/kaylaredder/Desktop/Tarleton /AdvancedQuant/Lab3/FR- subject-1.csv","legacy","1 7 9 8 5","Lentiform Loewenfeld","3.3.5","4","y","0","right","right","NA","right","NA","1080","75721","NA","1080","NA","2","legacy","5","1024","2","48000","-16","experiment","1","odd","8","86841","77742","83532","84600","2001","NA","84612","NA","2015","NA","88854","85626","89935","NA","88854","NA","Sternberg Task ","1","1925","2","yes","1024"
"66.66666666666667","66.66666666666667","979.3333333333334","979.3333333333334","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","right","2","0","2","2","0","0","2","2","0","0","2","2","2","NA","2","0","Fri Oct 23 19:29:49 2020","The main experiment item","yes","NA","SternbergTask.osexp","/Users/kaylaredder/Desktop/Tarleton /AdvancedQuant/Lab3","no","mono","no","18","no","white","no","yes","768","legacy","2","2","/Users/kaylaredder/Desktop/Tarleton /AdvancedQuant/Lab3/FR- subject-1.csv","legacy","4 1 5","Lentiform Loewenfeld","3.3.5","0","n","0","right","right","NA","right","NA","1013","75721","NA","1013","NA","2","legacy","3","1024","2","48000","-16","experiment","1","odd","2","93253","77742","83532","91011","2001","NA","91023","89956","2015","NA","95266","92037","96280","NA","95266","NA","Sternberg Task ","2","2938","3","yes","1024"
"50","50","1234.5","1234.5","black","practice","legacy","legacy","legacy","0","uniform","0","undefined","0","right","3","0","3","3","0","0","3","3","0","0","3","3","3","NA","3","0","Fri Oct 23 19:29:49 2020","The main experiment item","yes","NA","SternbergTask.osexp","/Users/kaylaredder/Desktop/Tarleton /AdvancedQuant/Lab3","no","mono","no","18","no","white","no","yes","768","legacy","3","3","/Users/kaylaredder/Desktop/Tarleton /AdvancedQuant/Lab3/FR- subject-1.csv","legacy","5","Lentiform Loewenfeld","3.3.5","0","n","0","None","right","NA","None","NA","2000","75721","NA","2000","NA","2","legacy","1","1024","2","48000","-16","experiment","1","odd","3","99596","77742","96295","97351","2001","NA","97363","89956","2015","NA","101609","98379","103609","NA","101609","NA","Sternberg Task ","2","4938","4","yes","1024"
"40","40","1187.2","1187.2","black","practice","legacy","legacy","legacy","0","uniform","0","undefined","0","left","4","0","4","4","0","0","4","4","0","0","4","4","4","NA","4","0","Fri Oct 23 19:29:49 2020","The main experiment item","yes","NA","SternbergTask.osexp","/Users/kaylaredder/Desktop/Tarleton /AdvancedQuant/Lab3","no","mono","no","18","no","white","no","yes","768","legacy","4","4","/Users/kaylaredder/Desktop/Tarleton /AdvancedQuant/Lab3/FR- subject-1.csv","legacy","2 9 4","Lentiform Loewenfeld","3.3.5","3","y","0","right","right","NA","right","NA","998","75721","NA","998","NA","2","legacy","3","1024","2","48000","-16","experiment","1","odd","4","106925","77742","96295","104686","2001","NA","104699","103631","2015","NA","108939","105711","109938","NA","108938","NA","Sternberg Task ","2","5936","5","yes","1024"
"50","50","1073.6666666666667","1073.6666666666667","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","left","5","0","5","5","0","0","5","5","0","0","5","5","5","NA","5","0","Fri Oct 23 19:29:49 2020","The main experiment item","yes","NA","SternbergTask.osexp","/Users/kaylaredder/Desktop/Tarleton /AdvancedQuant/Lab3","no","mono","no","18","no","white","no","yes","768","legacy","5","5","/Users/kaylaredder/Desktop/Tarleton /AdvancedQuant/Lab3/FR- subject-1.csv","legacy","4 8","Lentiform Loewenfeld","3.3.5","1","y","0","left","right","NA","left","NA","506","75721","NA","506","NA","2","legacy","2","1024","2","48000","-16","experiment","1","odd","4","113255","77742","96295","111012","2001","NA","111025","109958","2015","NA","115270","112040","115777","NA","115269","NA","Sternberg Task ","3","6442","6","yes","1024"
"57.142857142857146","57.142857142857146","1033.7142857142858","1033.7142857142858","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","left","6","0","6","6","0","0","6","6","0","0","6","6","6","NA","6","0","Fri Oct 23 19:29:49 2020","The main experiment item","yes","NA","SternbergTask.osexp","/Users/kaylaredder/Desktop/Tarleton /AdvancedQuant/Lab3","no","mono","no","18","no","white","no","yes","768","legacy","6","6","/Users/kaylaredder/Desktop/Tarleton /AdvancedQuant/Lab3/FR- subject-1.csv","legacy","4 3 1 7 9 8","Lentiform Loewenfeld","3.3.5","1","y","0","left","right","NA","left","NA","794","75721","NA","794","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","4","119093","77742","115795","116850","2001","NA","116863","109958","2015","NA","121106","117878","121900","NA","121106","NA","Sternberg Task ","4","7236","7","yes","1024"
"62.5","62.5","1022.125","1022.125","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","right","7","0","7","7","0","0","7","7","0","0","7","7","7","NA","7","0","Fri Oct 23 19:29:49 2020","The main experiment item","yes","NA","SternbergTask.osexp","/Users/kaylaredder/Desktop/Tarleton /AdvancedQuant/Lab3","no","mono","no","18","no","white","no","yes","768","legacy","7","7","/Users/kaylaredder/Desktop/Tarleton /AdvancedQuant/Lab3/FR- subject-1.csv","legacy","3 1 9 4","Lentiform Loewenfeld","3.3.5","0","n","0","right","right","NA","right","NA","941","75721","NA","941","NA","2","legacy","4","1024","2","48000","-16","experiment","1","odd","6","125219","77742","121922","122977","2001","NA","122989","109958","2015","NA","127232","124003","128173","NA","127232","NA","Sternberg Task ","5","8177","8","yes","1024"
"55.55555555555556","55.55555555555556","985.5555555555555","985.5555555555555","black","practice","legacy","legacy","legacy","0","uniform","0","undefined","0","right","8","0","8","8","0","0","8","8","0","0","8","8","8","NA","8","0","Fri Oct 23 19:29:49 2020","The main experiment item","yes","NA","SternbergTask.osexp","/Users/kaylaredder/Desktop/Tarleton /AdvancedQuant/Lab3","no","mono","no","18","no","white","no","yes","768","legacy","8","8","/Users/kaylaredder/Desktop/Tarleton /AdvancedQuant/Lab3/FR- subject-1.csv","legacy","9 6 7 4 5","Lentiform Loewenfeld","3.3.5","0","n","0","left","right","NA","left","NA","693","75721","NA","693","NA","2","legacy","5","1024","2","48000","-16","experiment","1","odd","3","131493","77742","128194","129250","2001","NA","129263","109958","2015","NA","133507","130277","134200","NA","133507","NA","Sternberg Task ","5","8870","9","yes","1024"
"60","60","934","934","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","left","9","0","9","9","0","0","9","9","0","0","9","9","9","NA","9","0","Fri Oct 23 19:29:49 2020","The main experiment item","yes","NA","SternbergTask.osexp","/Users/kaylaredder/Desktop/Tarleton /AdvancedQuant/Lab3","no","mono","no","18","no","white","no","yes","768","legacy","9","9","/Users/kaylaredder/Desktop/Tarleton /AdvancedQuant/Lab3/FR- subject-1.csv","legacy","6","Lentiform Loewenfeld","3.3.5","1","y","0","left","right","NA","left","NA","470","75721","NA","470","NA","2","legacy","1","1024","2","48000","-16","experiment","1","odd","6","137520","77742","128194","135277","2001","NA","135289","134222","2015","NA","139534","136304","140005","NA","139534","NA","Sternberg Task ","6","9340","10","yes","1024"
