acc,accuracy,average_response_time,avg_rt,background,canvas_backend,clock_backend,color_backend,compensation,condition,coordinates,correct,correct_instructions1,correct_keyboard_response,correct_response,count_Block1,count_Block2,count_Block3,count_errorFeedback,count_experiment,count_faster,count_finish,count_fixation,count_instructions1,count_instructions2,count_instructions3,count_isi,count_keyboard_response,count_logger,count_sequence,count_stimulus,datetime,deadline,description,disable_garbage_collection,experiment_file,experiment_path,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,keyboard_backend,live_row,live_row_Block1,logfile,mouse_backend,opensesame_codename,opensesame_version,repeat_cycle,response,response_finish,response_instructions1,response_instructions2,response_instructions3,response_keyboard_response,response_time,response_time_finish,response_time_instructions1,response_time_instructions2,response_time_instructions3,response_time_keyboard_response,round_decimals,sampler_backend,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,stimulus,subject_nr,subject_parity,time_Block1,time_Block2,time_Block3,time_errorFeedback,time_experiment,time_faster,time_finish,time_fixation,time_instructions1,time_instructions2,time_instructions3,time_isi,time_keyboard_response,time_logger,time_sequence,time_stimulus,title,total_correct,total_response_time,total_responses,uniform_coordinates,width
100,100,884,884,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9/15/2020 20:48,1500,The main experiment item,yes,FlankerTask.osexp,C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020,no,mono,no,18,no,white,no,yes,768,legacy,0,0,C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/RW-subject-0.csv,legacy,Lentiform Loewenfeld,3.3.3,0,h,NA,s,NA,NA,h,884,NA,20415,NA,NA,884,2,legacy,1024,2,48000,-16,experiment,HHHHH,0,even,23826,NA,NA,NA,3403,NA,NA,23947,3410,NA,NA,NA,24048,24932,23945,24048,Flanker Task,1,884,1,yes,1024
100,100,892.5,892.5,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,1,0,1,0,1,0,0,0,1,1,1,1,1,9/15/2020 20:48,1500,The main experiment item,yes,FlankerTask.osexp,C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020,no,mono,no,18,no,white,no,yes,768,legacy,1,1,C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/RW-subject-0.csv,legacy,Lentiform Loewenfeld,3.3.3,0,s,NA,s,NA,NA,s,901,NA,20415,NA,NA,901,2,legacy,1024,2,48000,-16,experiment,HHSHH,0,even,23826,NA,NA,NA,3403,NA,NA,25998,3410,NA,NA,24948,26101,27002,25996,26101,Flanker Task,2,1785,2,yes,1024
100,100,810,810,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,2,0,2,0,2,0,0,0,2,2,2,2,2,9/15/2020 20:48,1500,The main experiment item,yes,FlankerTask.osexp,C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020,no,mono,no,18,no,white,no,yes,768,legacy,2,2,C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/RW-subject-0.csv,legacy,Lentiform Loewenfeld,3.3.3,0,h,NA,s,NA,NA,h,645,NA,20415,NA,NA,645,2,legacy,1024,2,48000,-16,experiment,SSHSS,0,even,23826,NA,NA,NA,3403,NA,NA,28074,3410,NA,NA,27015,28177,28822,28073,28177,Flanker Task,3,2430,3,yes,1024
100,100,750,750,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,3,0,3,0,3,0,0,0,3,3,3,3,3,9/15/2020 20:48,1500,The main experiment item,yes,FlankerTask.osexp,C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020,no,mono,no,18,no,white,no,yes,768,legacy,3,3,C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/RW-subject-0.csv,legacy,Lentiform Loewenfeld,3.3.3,0,h,NA,s,NA,NA,h,570,NA,20415,NA,NA,570,2,legacy,1024,2,48000,-16,experiment,HHHHH,0,even,23826,NA,NA,NA,3403,NA,NA,29881,3410,NA,NA,28835,29983,30553,29879,29983,Flanker Task,4,3000,4,yes,1024
100,100,708.6,708.6,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,4,0,4,0,4,0,0,0,4,4,4,4,4,9/15/2020 20:48,1500,The main experiment item,yes,FlankerTask.osexp,C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020,no,mono,no,18,no,white,no,yes,768,legacy,4,4,C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/RW-subject-0.csv,legacy,Lentiform Loewenfeld,3.3.3,0,h,NA,s,NA,NA,h,543,NA,20415,NA,NA,543,2,legacy,1024,2,48000,-16,experiment,HHHHH,0,even,23826,NA,NA,NA,3403,NA,NA,31612,3410,NA,NA,30565,31713,32257,31610,31713,Flanker Task,5,3543,5,yes,1024
100,100,689,689,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,5,0,5,0,5,0,0,0,5,5,5,5,5,9/15/2020 20:48,1500,The main experiment item,yes,FlankerTask.osexp,C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020,no,mono,no,18,no,white,no,yes,768,legacy,5,5,C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/RW-subject-0.csv,legacy,Lentiform Loewenfeld,3.3.3,0,h,NA,s,NA,NA,h,591,NA,20415,NA,NA,591,2,legacy,1024,2,48000,-16,experiment,SSHSS,0,even,23826,NA,NA,NA,3403,NA,NA,33316,3410,NA,NA,32269,33420,34011,33314,33420,Flanker Task,6,4134,6,yes,1024
100,100,678.8571429,678.8571429,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,6,0,6,0,6,0,0,0,6,6,6,6,6,9/15/2020 20:48,1500,The main experiment item,yes,FlankerTask.osexp,C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020,no,mono,no,18,no,white,no,yes,768,legacy,6,6,C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/RW-subject-0.csv,legacy,Lentiform Loewenfeld,3.3.3,0,s,NA,s,NA,NA,s,618,NA,20415,NA,NA,618,2,legacy,1024,2,48000,-16,experiment,SSSSS,0,even,23826,NA,NA,NA,3403,NA,NA,35065,3410,NA,NA,34019,35167,35786,35063,35167,Flanker Task,7,4752,7,yes,1024
100,100,668.75,668.75,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,7,0,7,0,7,0,0,0,7,7,7,7,7,9/15/2020 20:48,1500,The main experiment item,yes,FlankerTask.osexp,C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020,no,mono,no,18,no,white,no,yes,768,legacy,7,7,C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/RW-subject-0.csv,legacy,Lentiform Loewenfeld,3.3.3,0,h,NA,s,NA,NA,h,598,NA,20415,NA,NA,598,2,legacy,1024,2,48000,-16,experiment,HHHHH,0,even,23826,NA,NA,NA,3403,NA,NA,36844,3410,NA,NA,35799,36946,37545,36843,36946,Flanker Task,8,5350,8,yes,1024
100,100,650.3333333,650.3333333,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,8,0,8,0,8,0,0,0,8,8,8,8,8,9/15/2020 20:48,1500,The main experiment item,yes,FlankerTask.osexp,C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020,no,mono,no,18,no,white,no,yes,768,legacy,8,8,C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/RW-subject-0.csv,legacy,Lentiform Loewenfeld,3.3.3,0,s,NA,s,NA,NA,s,503,NA,20415,NA,NA,503,2,legacy,1024,2,48000,-16,experiment,HHSHH,0,even,23826,NA,NA,NA,3403,NA,NA,38603,3410,NA,NA,37557,38704,39208,38601,38704,Flanker Task,9,5853,9,yes,1024
100,100,635.7,635.7,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,9,0,9,0,9,0,0,0,9,9,9,9,9,9/15/2020 20:48,1500,The main experiment item,yes,FlankerTask.osexp,C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020,no,mono,no,18,no,white,no,yes,768,legacy,9,9,C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/RW-subject-0.csv,legacy,Lentiform Loewenfeld,3.3.3,0,s,NA,s,NA,NA,s,504,NA,20415,NA,NA,504,2,legacy,1024,2,48000,-16,experiment,SSSSS,0,even,23826,NA,NA,NA,3403,NA,NA,40286,3410,NA,NA,39220,40389,40894,40284,40389,Flanker Task,10,6357,10,yes,1024
90.90909091,90.90909091,618.6363636,618.6363636,black,legacy,legacy,legacy,0,incongruent,uniform,0,undefined,0,h,0,0,0,10,0,10,0,10,0,0,0,10,10,10,10,10,9/15/2020 20:48,1500,The main experiment item,yes,FlankerTask.osexp,C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020,no,mono,no,18,no,white,no,yes,768,legacy,10,10,C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/RW-subject-0.csv,legacy,Lentiform Loewenfeld,3.3.3,0,s,NA,s,NA,NA,s,448,NA,20415,NA,NA,448,2,legacy,1024,2,48000,-16,experiment,SSHSS,0,even,23826,NA,NA,NA,3403,NA,NA,41973,3410,NA,NA,40907,42075,42524,41971,42075,Flanker Task,10,6805,11,yes,1024
91.66666667,91.66666667,603.5,603.5,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,11,0,11,0,11,0,0,0,11,11,11,11,11,9/15/2020 20:48,1500,The main experiment item,yes,FlankerTask.osexp,C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020,no,mono,no,18,no,white,no,yes,768,legacy,11,11,C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/RW-subject-0.csv,legacy,Lentiform Loewenfeld,3.3.3,0,h,NA,s,NA,NA,h,437,NA,20415,NA,NA,437,2,legacy,1024,2,48000,-16,experiment,SSHSS,0,even,23826,NA,NA,42535,3403,NA,NA,44085,3410,NA,NA,43037,44189,44626,44082,44189,Flanker Task,11,7242,12,yes,1024
92.30769231,92.30769231,596.2307692,596.2307692,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,12,0,12,0,12,0,0,0,12,12,12,12,12,9/15/2020 20:48,1500,The main experiment item,yes,FlankerTask.osexp,C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020,no,mono,no,18,no,white,no,yes,768,legacy,12,12,C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/RW-subject-0.csv,legacy,Lentiform Loewenfeld,3.3.3,0,h,NA,s,NA,NA,h,509,NA,20415,NA,NA,509,2,legacy,1024,2,48000,-16,experiment,HHHHH,0,even,23826,NA,NA,42535,3403,NA,NA,45685,3410,NA,NA,44639,45786,46296,45683,45786,Flanker Task,12,7751,13,yes,1024
