"acc","accuracy","average_response_time","avg_rt","background","canvas_backend","clock_backend","color_backend","compensation","condition","coordinates","correct","correct_Intructions1","correct_KeyboardResponse","correct_response","count_Block1","count_Block2","count_Block3","count_ErrorFeedback","count_Faster","count_Finish","count_Fixation","count_ISI","count_Instruction3","count_Instructions2","count_Intructions1","count_KeyboardResponse","count_Logger","count_Sequence","count_Stimulus","count_experiment","datetime","deadline","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_Block1","logfile","mouse_backend","opensesame_codename","opensesame_version","repeat_cycle","response","response_Finish","response_Instruction3","response_Instructions2","response_Intructions1","response_KeyboardResponse","response_time","response_time_Finish","response_time_Instruction3","response_time_Instructions2","response_time_Intructions1","response_time_KeyboardResponse","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","stimulus","subject_nr","subject_parity","time_Block1","time_Block2","time_Block3","time_ErrorFeedback","time_Faster","time_Finish","time_Fixation","time_ISI","time_Instruction3","time_Instructions2","time_Intructions1","time_KeyboardResponse","time_Logger","time_Sequence","time_Stimulus","time_experiment","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"100","100","974","974","black","legacy","legacy","legacy","0","Congruent","uniform","1","undefined","1","s","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Sun Sep 25 15:55:40 2022","1500","The main experiment item","yes","Lab21FlankerTask.osexp","/Users/alexisparrish/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","0","0","/Users/alexisparrish/Desktop/DP-subject-3.csv","legacy","Lentiform Loewenfeld","3.3.12","0","s","NA","NA","NA","h","s","974","NA","NA","NA","59375","974","2","legacy","1024","2","48000","-16","experiment","SSSSS","3","odd","63354","NA","NA","NA","NA","NA","63415","NA","NA","NA","3973","63520","64495","63410","63520","3959","Lab 2.1: Flanker Task","1","974","1","yes","1024"
"100","100","836","836","black","legacy","legacy","legacy","0","Incongruent","uniform","1","undefined","1","h","0","0","0","1","1","0","1","1","0","0","0","1","1","1","1","0","Sun Sep 25 15:55:40 2022","1500","The main experiment item","yes","Lab21FlankerTask.osexp","/Users/alexisparrish/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","1","1","/Users/alexisparrish/Desktop/DP-subject-3.csv","legacy","Lentiform Loewenfeld","3.3.12","0","h","NA","NA","NA","h","h","698","NA","NA","NA","59375","698","2","legacy","1024","2","48000","-16","experiment","SSHSS","3","odd","63354","NA","NA","NA","NA","NA","65578","64509","NA","NA","3973","65682","66381","65573","65682","3959","Lab 2.1: Flanker Task","2","1672","2","yes","1024"
"100","100","819.6666666666666","819.6666666666666","black","legacy","legacy","legacy","0","Incongruent","uniform","1","undefined","1","s","0","0","0","2","2","0","2","2","0","0","0","2","2","2","2","0","Sun Sep 25 15:55:40 2022","1500","The main experiment item","yes","Lab21FlankerTask.osexp","/Users/alexisparrish/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","2","2","/Users/alexisparrish/Desktop/DP-subject-3.csv","legacy","Lentiform Loewenfeld","3.3.12","0","s","NA","NA","NA","h","s","787","NA","NA","NA","59375","787","2","legacy","1024","2","48000","-16","experiment","HHSHH","3","odd","63354","NA","NA","NA","NA","NA","67455","66392","NA","NA","3973","67559","68347","67449","67559","3959","Lab 2.1: Flanker Task","3","2459","3","yes","1024"
"100","100","738.75","738.75","black","legacy","legacy","legacy","0","Congruent","uniform","1","undefined","1","h","0","0","0","3","3","0","3","3","0","0","0","3","3","3","3","0","Sun Sep 25 15:55:40 2022","1500","The main experiment item","yes","Lab21FlankerTask.osexp","/Users/alexisparrish/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","3","3","/Users/alexisparrish/Desktop/DP-subject-3.csv","legacy","Lentiform Loewenfeld","3.3.12","0","h","NA","NA","NA","h","h","496","NA","NA","NA","59375","496","2","legacy","1024","2","48000","-16","experiment","HHHHH","3","odd","63354","NA","NA","NA","NA","NA","69415","68357","NA","NA","3973","69519","70016","69411","69519","3959","Lab 2.1: Flanker Task","4","2955","4","yes","1024"
"100","100","679","679","black","legacy","legacy","legacy","0","Congruent","uniform","1","undefined","1","s","0","0","0","4","4","0","4","4","0","0","0","4","4","4","4","0","Sun Sep 25 15:55:40 2022","1500","The main experiment item","yes","Lab21FlankerTask.osexp","/Users/alexisparrish/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","4","4","/Users/alexisparrish/Desktop/DP-subject-3.csv","legacy","Lentiform Loewenfeld","3.3.12","0","s","NA","NA","NA","h","s","440","NA","NA","NA","59375","440","2","legacy","1024","2","48000","-16","experiment","SSSSS","3","odd","63354","NA","NA","NA","NA","NA","71094","70027","NA","NA","3973","71198","71639","71085","71198","3959","Lab 2.1: Flanker Task","5","3395","5","yes","1024"
"100","100","667.6666666666666","667.6666666666666","black","legacy","legacy","legacy","0","Incongruent","uniform","1","undefined","1","h","0","0","0","5","5","0","5","5","0","0","0","5","5","5","5","0","Sun Sep 25 15:55:40 2022","1500","The main experiment item","yes","Lab21FlankerTask.osexp","/Users/alexisparrish/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","5","5","/Users/alexisparrish/Desktop/DP-subject-3.csv","legacy","Lentiform Loewenfeld","3.3.12","0","h","NA","NA","NA","h","h","611","NA","NA","NA","59375","611","2","legacy","1024","2","48000","-16","experiment","SSHSS","3","odd","63354","NA","NA","NA","NA","NA","72711","71650","NA","NA","3973","72815","73427","72704","72815","3959","Lab 2.1: Flanker Task","6","4006","6","yes","1024"
"100","100","642","642","black","legacy","legacy","legacy","0","Congruent","uniform","1","undefined","1","h","0","0","0","6","6","0","6","6","0","0","0","6","6","6","6","0","Sun Sep 25 15:55:40 2022","1500","The main experiment item","yes","Lab21FlankerTask.osexp","/Users/alexisparrish/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","6","6","/Users/alexisparrish/Desktop/DP-subject-3.csv","legacy","Lentiform Loewenfeld","3.3.12","0","h","NA","NA","NA","h","h","488","NA","NA","NA","59375","488","2","legacy","1024","2","48000","-16","experiment","HHHHH","3","odd","63354","NA","NA","NA","NA","NA","74499","73439","NA","NA","3973","74604","75096","74493","74604","3959","Lab 2.1: Flanker Task","7","4494","7","yes","1024"
"100","100","633.375","633.375","black","legacy","legacy","legacy","0","Incongruent","uniform","1","undefined","1","h","0","0","0","7","7","0","7","7","0","0","0","7","7","7","7","0","Sun Sep 25 15:55:40 2022","1500","The main experiment item","yes","Lab21FlankerTask.osexp","/Users/alexisparrish/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","7","7","/Users/alexisparrish/Desktop/DP-subject-3.csv","legacy","Lentiform Loewenfeld","3.3.12","0","h","NA","NA","NA","h","h","573","NA","NA","NA","59375","573","2","legacy","1024","2","48000","-16","experiment","SSHSS","3","odd","63354","NA","NA","NA","NA","NA","76171","75107","NA","NA","3973","76276","76850","76165","76276","3959","Lab 2.1: Flanker Task","8","5067","8","yes","1024"
"100","100","639.6666666666666","639.6666666666666","black","legacy","legacy","legacy","0","Congruent","uniform","1","undefined","1","h","0","0","0","8","8","0","8","8","0","0","0","8","8","8","8","0","Sun Sep 25 15:55:40 2022","1500","The main experiment item","yes","Lab21FlankerTask.osexp","/Users/alexisparrish/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","8","8","/Users/alexisparrish/Desktop/DP-subject-3.csv","legacy","Lentiform Loewenfeld","3.3.12","0","h","NA","NA","NA","h","h","690","NA","NA","NA","59375","690","2","legacy","1024","2","48000","-16","experiment","HHHHH","3","odd","63354","NA","NA","NA","NA","NA","77916","76855","NA","NA","3973","78021","78712","77911","78020","3959","Lab 2.1: Flanker Task","9","5757","9","yes","1024"
"100","100","656.3","656.3","black","legacy","legacy","legacy","0","Congruent","uniform","1","undefined","1","h","0","0","0","9","9","0","9","9","0","0","0","9","9","9","9","0","Sun Sep 25 15:55:40 2022","1500","The main experiment item","yes","Lab21FlankerTask.osexp","/Users/alexisparrish/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","9","9","/Users/alexisparrish/Desktop/DP-subject-3.csv","legacy","Lentiform Loewenfeld","3.3.12","0","h","NA","NA","NA","h","h","806","NA","NA","NA","59375","806","2","legacy","1024","2","48000","-16","experiment","HHHHH","3","odd","63354","NA","NA","NA","NA","NA","79784","78722","NA","NA","3973","79889","80696","79778","79888","3959","Lab 2.1: Flanker Task","10","6563","10","yes","1024"
