acc,accuracy,average_response_time,avg_rt,background,canvas_backend,clock_backend,color_backend,condition,correct,correct_instructions1,correct_keyboard_response,correct_response,count_ISI,count_block1,count_block2,count_block3,count_errorFeedback,count_experiment,count_faster,count_fixation,count_getting_started,count_instructions1,count_instructions2,count_instructions3,count_keyboard_response,count_logger,count_new_sketchpad,count_sequence,count_stimulus,count_welcome,datetime,deadline,description,disable_garbage_collection,experiment_file,experiment_path,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,keyboard_backend,live_row,live_row_block1,logfile,mouse_backend,opensesame_codename,opensesame_version,repeat_cycle,response,response_instructions1,response_instructions2,response_instructions3,response_keyboard_response,response_new_sketchpad,response_time,response_time_instructions1,response_time_instructions2,response_time_instructions3,response_time_keyboard_response,response_time_new_sketchpad,response_time_welcome,response_welcome,round_decimals,sampler_backend,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,stimulus,subject_nr,subject_parity,time_ISI,time_block1,time_block2,time_block3,time_errorFeedback,time_experiment,time_faster,time_fixation,time_getting_started,time_instructions1,time_instructions2,time_instructions3,time_keyboard_response,time_logger,time_new_sketchpad,time_sequence,time_stimulus,time_welcome,title,total_correct,total_response_time,total_responses,width
100,100,1122,1122,#3d3846,legacy,legacy,legacy,congruent,1,undefined,1,h,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,Sun Sep 24 18:13:10 2023,1500,The main experiment item,FALSE,FlankerTask.osexp,C:\Users\backs\OneDrive\Documents,FALSE,mono,FALSE,18,no,white,no,yes,768,legacy,0,0,C:/Users/backs/OneDrive/Documents/subjectBZ-2.csv,legacy,Melodramatic Milgram,4.0.5,0,h,space,NA,NA,h,NA,1122,19897,NA,NA,1122,NA,NA,NA,2,legacy,1024,2,48000,-16,experiment,HHHHH,2,even,NA,23526,NA,NA,NA,3623,NA,23688,NA,3628,NA,NA,23790,24912,NA,23687,23790,NA,Flanker Task ,1,1122,1,1024
100,100,899,899,#3d3846,legacy,legacy,legacy,congruent,1,undefined,1,s,1,0,0,0,1,0,1,1,NA,0,0,0,1,1,0,1,1,NA,Sun Sep 24 18:13:10 2023,1500,The main experiment item,FALSE,FlankerTask.osexp,C:\Users\backs\OneDrive\Documents,FALSE,mono,FALSE,18,no,white,no,yes,768,legacy,1,1,C:/Users/backs/OneDrive/Documents/subjectBZ-2.csv,legacy,Melodramatic Milgram,4.0.5,0,s,space,NA,NA,s,NA,676,19897,NA,NA,676,NA,NA,NA,2,legacy,1024,2,48000,-16,experiment,SSSSS,2,even,24919,23526,NA,NA,NA,3623,NA,25958,NA,3628,NA,NA,26059,26736,NA,25956,26059,NA,Flanker Task ,2,1798,2,1024
100,100,912,912,#3d3846,legacy,legacy,legacy,incongruent,1,undefined,1,s,2,0,0,0,2,0,2,2,NA,0,0,0,2,2,0,2,2,NA,Sun Sep 24 18:13:10 2023,1500,The main experiment item,FALSE,FlankerTask.osexp,C:\Users\backs\OneDrive\Documents,FALSE,mono,FALSE,18,no,white,no,yes,768,legacy,2,2,C:/Users/backs/OneDrive/Documents/subjectBZ-2.csv,legacy,Melodramatic Milgram,4.0.5,0,s,space,NA,NA,s,NA,940,19897,NA,NA,940,NA,NA,NA,2,legacy,1024,2,48000,-16,experiment,HHSHH,2,even,26739,23526,NA,NA,NA,3623,NA,27803,NA,3628,NA,NA,27904,28845,NA,27801,27904,NA,Flanker Task ,3,2738,3,1024
100,100,974,974,#3d3846,legacy,legacy,legacy,incongruent,1,undefined,1,h,3,0,0,0,3,0,3,3,NA,0,0,0,3,3,0,3,3,NA,Sun Sep 24 18:13:10 2023,1500,The main experiment item,FALSE,FlankerTask.osexp,C:\Users\backs\OneDrive\Documents,FALSE,mono,FALSE,18,no,white,no,yes,768,legacy,3,3,C:/Users/backs/OneDrive/Documents/subjectBZ-2.csv,legacy,Melodramatic Milgram,4.0.5,0,h,space,NA,NA,h,NA,1158,19897,NA,NA,1158,NA,NA,NA,2,legacy,1024,2,48000,-16,experiment,SSHSS,2,even,28848,23526,NA,NA,NA,3623,NA,29907,NA,3628,NA,NA,30008,31167,NA,29905,30008,NA,Flanker Task ,4,3896,4,1024
100,100,915,915,#3d3846,legacy,legacy,legacy,congruent,1,undefined,1,h,4,0,0,0,4,0,4,4,NA,0,0,0,4,4,0,4,4,NA,Sun Sep 24 18:13:10 2023,1500,The main experiment item,FALSE,FlankerTask.osexp,C:\Users\backs\OneDrive\Documents,FALSE,mono,FALSE,18,no,white,no,yes,768,legacy,4,4,C:/Users/backs/OneDrive/Documents/subjectBZ-2.csv,legacy,Melodramatic Milgram,4.0.5,0,h,space,NA,NA,h,NA,683,19897,NA,NA,683,NA,NA,NA,2,legacy,1024,2,48000,-16,experiment,HHHHH,2,even,31171,23526,NA,NA,NA,3623,NA,32232,NA,3628,NA,NA,32333,33017,NA,32230,32333,NA,Flanker Task ,5,4579,5,1024
100,100,866,866,#3d3846,legacy,legacy,legacy,incongruent,1,undefined,1,s,5,0,0,0,5,0,5,5,NA,0,0,0,5,5,0,5,5,NA,Sun Sep 24 18:13:10 2023,1500,The main experiment item,FALSE,FlankerTask.osexp,C:\Users\backs\OneDrive\Documents,FALSE,mono,FALSE,18,no,white,no,yes,768,legacy,5,5,C:/Users/backs/OneDrive/Documents/subjectBZ-2.csv,legacy,Melodramatic Milgram,4.0.5,0,s,space,NA,NA,s,NA,622,19897,NA,NA,622,NA,NA,NA,2,legacy,1024,2,48000,-16,experiment,HHSHH,2,even,33024,23526,NA,NA,NA,3623,NA,34096,NA,3628,NA,NA,34197,34820,NA,34094,34197,NA,Flanker Task ,6,5201,6,1024
100,100,829,829,#3d3846,legacy,legacy,legacy,congruent,1,undefined,1,h,6,0,0,0,6,0,6,6,NA,0,0,0,6,6,0,6,6,NA,Sun Sep 24 18:13:10 2023,1500,The main experiment item,FALSE,FlankerTask.osexp,C:\Users\backs\OneDrive\Documents,FALSE,mono,FALSE,18,no,white,no,yes,768,legacy,6,6,C:/Users/backs/OneDrive/Documents/subjectBZ-2.csv,legacy,Melodramatic Milgram,4.0.5,0,h,space,NA,NA,h,NA,603,19897,NA,NA,603,NA,NA,NA,2,legacy,1024,2,48000,-16,experiment,HHHHH,2,even,34825,23526,NA,NA,NA,3623,NA,35880,NA,3628,NA,NA,35981,36585,NA,35878,35981,NA,Flanker Task ,7,5804,7,1024
100,100,815,815,#3d3846,legacy,legacy,legacy,incongruent,1,undefined,1,h,7,0,0,0,7,0,7,7,NA,0,0,0,7,7,0,7,7,NA,Sun Sep 24 18:13:10 2023,1500,The main experiment item,FALSE,FlankerTask.osexp,C:\Users\backs\OneDrive\Documents,FALSE,mono,FALSE,18,no,white,no,yes,768,legacy,7,7,C:/Users/backs/OneDrive/Documents/subjectBZ-2.csv,legacy,Melodramatic Milgram,4.0.5,0,h,space,NA,NA,h,NA,723,19897,NA,NA,723,NA,NA,NA,2,legacy,1024,2,48000,-16,experiment,SSHSS,2,even,36588,23526,NA,NA,NA,3623,NA,37661,NA,3628,NA,NA,37762,38486,NA,37659,37762,NA,Flanker Task ,8,6527,8,1024
100,100,789,789,#3d3846,legacy,legacy,legacy,incongruent,1,undefined,1,s,8,0,0,0,8,0,8,8,NA,0,0,0,8,8,0,8,8,NA,Sun Sep 24 18:13:10 2023,1500,The main experiment item,FALSE,FlankerTask.osexp,C:\Users\backs\OneDrive\Documents,FALSE,mono,FALSE,18,no,white,no,yes,768,legacy,8,8,C:/Users/backs/OneDrive/Documents/subjectBZ-2.csv,legacy,Melodramatic Milgram,4.0.5,0,s,space,NA,NA,s,NA,575,19897,NA,NA,575,NA,NA,NA,2,legacy,1024,2,48000,-16,experiment,HHSHH,2,even,38491,23526,NA,NA,NA,3623,NA,39537,NA,3628,NA,NA,39638,40214,NA,39536,39638,NA,Flanker Task ,9,7102,9,1024
100,100,780,780,#3d3846,legacy,legacy,legacy,incongruent,1,undefined,1,s,9,0,0,0,9,0,9,9,NA,0,0,0,9,9,0,9,9,NA,Sun Sep 24 18:13:10 2023,1500,The main experiment item,FALSE,FlankerTask.osexp,C:\Users\backs\OneDrive\Documents,FALSE,mono,FALSE,18,no,white,no,yes,768,legacy,9,9,C:/Users/backs/OneDrive/Documents/subjectBZ-2.csv,legacy,Melodramatic Milgram,4.0.5,0,s,space,NA,NA,s,NA,702,19897,NA,NA,702,NA,NA,NA,2,legacy,1024,2,48000,-16,experiment,HHSHH,2,even,40220,23526,NA,NA,NA,3623,NA,41251,NA,3628,NA,NA,41352,42055,NA,41250,41352,NA,Flanker Task ,10,7804,10,1024
