acc,accuracy,average_response_time,avg_rt,background,canvas_backend,clock_backend,color_backend,compensation,condition,coordinates,correct,correct_instructions1,correct_keyboard_response,correct_response,count_Block1,count_Block2,count_Block3,count_errorFeedback,count_experiment,count_faster,count_finish,count_fixation,count_instructions1,count_instructions2,count_instructions3,count_isi,count_keyboard_response,count_logger,count_sequence,count_stimulus,datetime,deadline,description,disable_garbage_collection,experiment_file,experiment_path,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,keyboard_backend,live_row,live_row_Block1,logfile,mouse_backend,opensesame_codename,opensesame_version,repeat_cycle,response,response_finish,response_instructions1,response_instructions2,response_instructions3,response_keyboard_response,response_time,response_time_finish,response_time_instructions1,response_time_instructions2,response_time_instructions3,response_time_keyboard_response,round_decimals,sampler_backend,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,stimulus,subject_nr,subject_parity,time_Block1,time_Block2,time_Block3,time_errorFeedback,time_experiment,time_faster,time_finish,time_fixation,time_instructions1,time_instructions2,time_instructions3,time_isi,time_keyboard_response,time_logger,time_sequence,time_stimulus,title,total_correct,total_response_time,total_responses,uniform_coordinates,width
100,100,843,843,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9/16/2020 21:19,1500,The main experiment item,yes,FlankerTask Rene Wallace.osexp,C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 2 FlankerTask,no,mono,no,18,no,white,no,yes,768,legacy,0,0,C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 2 FlankerTask/RW-subject-3.csv,legacy,Lentiform Loewenfeld,3.3.3,0,H,NA,S,NA,NA,H,843,NA,34493,NA,NA,843,2,legacy,1024,2,48000,-16,experiment,HHHHH,3,odd,38710,NA,NA,NA,4207,NA,NA,38888,4216,NA,NA,NA,38991,39835,38885,38991,Flanker Task,1,843,1,yes,1024
100,100,821,821,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,1,0,1,0,1,0,0,0,1,1,1,1,1,9/16/2020 21:19,1500,The main experiment item,yes,FlankerTask Rene Wallace.osexp,C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 2 FlankerTask,no,mono,no,18,no,white,no,yes,768,legacy,1,1,C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 2 FlankerTask/RW-subject-3.csv,legacy,Lentiform Loewenfeld,3.3.3,0,H,NA,S,NA,NA,H,799,NA,34493,NA,NA,799,2,legacy,1024,2,48000,-16,experiment,SSHSS,3,odd,38710,NA,NA,NA,4207,NA,NA,40976,4216,NA,NA,39857,41079,41878,40972,41079,Flanker Task,2,1642,2,yes,1024
100,100,717.3333333,717.3333333,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,2,0,2,0,2,0,0,0,2,2,2,2,2,9/16/2020 21:19,1500,The main experiment item,yes,FlankerTask Rene Wallace.osexp,C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 2 FlankerTask,no,mono,no,18,no,white,no,yes,768,legacy,2,2,C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 2 FlankerTask/RW-subject-3.csv,legacy,Lentiform Loewenfeld,3.3.3,0,H,NA,S,NA,NA,H,510,NA,34493,NA,NA,510,2,legacy,1024,2,48000,-16,experiment,HHHHH,3,odd,38710,NA,NA,NA,4207,NA,NA,43016,4216,NA,NA,41895,43118,43629,43012,43118,Flanker Task,3,2152,3,yes,1024
100,100,681,681,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,3,0,3,0,3,0,0,0,3,3,3,3,3,9/16/2020 21:19,1500,The main experiment item,yes,FlankerTask Rene Wallace.osexp,C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 2 FlankerTask,no,mono,no,18,no,white,no,yes,768,legacy,3,3,C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 2 FlankerTask/RW-subject-3.csv,legacy,Lentiform Loewenfeld,3.3.3,0,S,NA,S,NA,NA,S,572,NA,34493,NA,NA,572,2,legacy,1024,2,48000,-16,experiment,HHSHH,3,odd,38710,NA,NA,NA,4207,NA,NA,44757,4216,NA,NA,43636,44862,45435,44754,44861,Flanker Task,4,2724,4,yes,1024
100,100,648.8,648.8,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,4,0,4,0,4,0,0,0,4,4,4,4,4,9/16/2020 21:19,1500,The main experiment item,yes,FlankerTask Rene Wallace.osexp,C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 2 FlankerTask,no,mono,no,18,no,white,no,yes,768,legacy,4,4,C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 2 FlankerTask/RW-subject-3.csv,legacy,Lentiform Loewenfeld,3.3.3,0,S,NA,S,NA,NA,S,520,NA,34493,NA,NA,520,2,legacy,1024,2,48000,-16,experiment,SSSSS,3,odd,38710,NA,NA,NA,4207,NA,NA,46573,4216,NA,NA,45451,46676,47197,46568,46675,Flanker Task,5,3244,5,yes,1024
100,100,616.6666667,616.6666667,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,5,0,5,0,5,0,0,0,5,5,5,5,5,9/16/2020 21:19,1500,The main experiment item,yes,FlankerTask Rene Wallace.osexp,C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 2 FlankerTask,no,mono,no,18,no,white,no,yes,768,legacy,5,5,C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 2 FlankerTask/RW-subject-3.csv,legacy,Lentiform Loewenfeld,3.3.3,0,S,NA,S,NA,NA,S,456,NA,34493,NA,NA,456,2,legacy,1024,2,48000,-16,experiment,HHSHH,3,odd,38710,NA,NA,NA,4207,NA,NA,48328,4216,NA,NA,47206,48432,48888,48324,48432,Flanker Task,6,3700,6,yes,1024
100,100,594.5714286,594.5714286,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,6,0,6,0,6,0,0,0,6,6,6,6,6,9/16/2020 21:19,1500,The main experiment item,yes,FlankerTask Rene Wallace.osexp,C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 2 FlankerTask,no,mono,no,18,no,white,no,yes,768,legacy,6,6,C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 2 FlankerTask/RW-subject-3.csv,legacy,Lentiform Loewenfeld,3.3.3,0,S,NA,S,NA,NA,S,462,NA,34493,NA,NA,462,2,legacy,1024,2,48000,-16,experiment,SSSSS,3,odd,38710,NA,NA,NA,4207,NA,NA,49945,4216,NA,NA,48897,50049,50511,49943,50049,Flanker Task,7,4162,7,yes,1024
100,100,597.75,597.75,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,7,0,7,0,7,0,0,0,7,7,7,7,7,9/16/2020 21:19,1500,The main experiment item,yes,FlankerTask Rene Wallace.osexp,C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 2 FlankerTask,no,mono,no,18,no,white,no,yes,768,legacy,7,7,C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 2 FlankerTask/RW-subject-3.csv,legacy,Lentiform Loewenfeld,3.3.3,0,H,NA,S,NA,NA,H,620,NA,34493,NA,NA,620,2,legacy,1024,2,48000,-16,experiment,SSHSS,3,odd,38710,NA,NA,NA,4207,NA,NA,51572,4216,NA,NA,50525,51675,52295,51570,51675,Flanker Task,8,4782,8,yes,1024
100,100,597.2222222,597.2222222,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,8,0,8,0,8,0,0,0,8,8,8,8,8,9/16/2020 21:19,1500,The main experiment item,yes,FlankerTask Rene Wallace.osexp,C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 2 FlankerTask,no,mono,no,18,no,white,no,yes,768,legacy,8,8,C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 2 FlankerTask/RW-subject-3.csv,legacy,Lentiform Loewenfeld,3.3.3,0,S,NA,S,NA,NA,S,593,NA,34493,NA,NA,593,2,legacy,1024,2,48000,-16,experiment,HHSHH,3,odd,38710,NA,NA,NA,4207,NA,NA,53356,4216,NA,NA,52307,53459,54053,53354,53459,Flanker Task,9,5375,9,yes,1024
100,100,592.1,592.1,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,9,0,9,0,9,0,0,0,9,9,9,9,9,9/16/2020 21:19,1500,The main experiment item,yes,FlankerTask Rene Wallace.osexp,C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 2 FlankerTask,no,mono,no,18,no,white,no,yes,768,legacy,9,9,C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 2 FlankerTask/RW-subject-3.csv,legacy,Lentiform Loewenfeld,3.3.3,0,H,NA,S,NA,NA,H,546,NA,34493,NA,NA,546,2,legacy,1024,2,48000,-16,experiment,HHHHH,3,odd,38710,NA,NA,NA,4207,NA,NA,55115,4216,NA,NA,54066,55219,55766,55114,55218,Flanker Task,10,5921,10,yes,1024
