"acc","accuracy","average_response_time","avg_rt","background","block","canvas_backend","clock_backend","color_backend","correct","correct_instruction1","correct_new_keyboard_response","correct_response","count_ISI","count_correctFeedback","count_expSequence","count_experiment","count_experimentLoop","count_fixation","count_incorrectFeedback","count_instruction1","count_instructions2","count_memorySet","count_new_keyboard_response","count_new_logger","count_practiceLoop","count_probe","count_thankYou","datetime","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_practiceLoop","logfile","mouse_backend","numberSet","opensesame_codename","opensesame_version","posInSet","present","repeat_cycle","response","response_instruction1","response_instructions2","response_new_keyboard_response","response_thankYou","response_time","response_time_instruction1","response_time_instructions2","response_time_new_keyboard_response","response_time_thankYou","round_decimals","sampler_backend","setSize","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","target","time_ISI","time_correctFeedback","time_expSequence","time_experiment","time_experimentLoop","time_fixation","time_incorrectFeedback","time_instruction1","time_instructions2","time_memorySet","time_new_keyboard_response","time_new_logger","time_practiceLoop","time_probe","time_thankYou","title","total_correct","total_response_time","total_responses","width"
"0","0","2000","2000","black","practice","legacy","legacy","legacy","0","undefined","0","left","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Tue Oct 17 16:23:19 2023","The main experiment item","True","SternbergTask.osexp","/Users/test/Desktop","False","mono","False","18","no","white","no","yes","768","legacy","0","0","/Users/test/Desktop/AT-subject-3.csv","legacy","4 8","Melodramatic Milgram","4.0.5","1","y","0","None","right","NA","None","NA","2000.0","73722","NA","2000","NA","2","legacy","2","1024","2","48000","-16","experiment","3","odd","4","82180","NA","79915","4503","NA","79957","NA","4613","NA","80977","84183","86183","78417","84183","NA","Sternberg Task","0","2000.0","1","1024"
"50","50","1477","1477","black","practice","legacy","legacy","legacy","1","undefined","1","left","1","1","1","0","0","1","1","0","0","1","1","1","0","1","0","Tue Oct 17 16:23:19 2023","The main experiment item","True","SternbergTask.osexp","/Users/test/Desktop","False","mono","False","18","no","white","no","yes","768","legacy","1","1","/Users/test/Desktop/AT-subject-3.csv","legacy","1 7 9 8 5","Melodramatic Milgram","4.0.5","4","y","0","left","right","NA","left","NA","955.0","73722","NA","955","NA","2","legacy","5","1024","2","48000","-16","experiment","3","odd","8","89483","NA","87276","4503","NA","87278","86218","4613","NA","88280","91487","92443","78417","91487","NA","Sternberg Task","1","2955.0","2","1024"
"66","66","1360","1360","black","practice","legacy","legacy","legacy","1","undefined","1","right","2","2","2","0","0","2","2","0","0","2","2","2","0","2","0","Tue Oct 17 16:23:19 2023","The main experiment item","True","SternbergTask.osexp","/Users/test/Desktop","False","mono","False","18","no","white","no","yes","768","legacy","2","2","/Users/test/Desktop/AT-subject-3.csv","legacy","5 7 8 4 1 2","Melodramatic Milgram","4.0.5","0","n","0","right","right","NA","right","NA","1127.0","73722","NA","1127","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","6","95713","92446","93505","4503","NA","93507","86218","4613","NA","94510","97716","98844","78417","97716","NA","Sternberg Task","2","4082.0","3","1024"
"50","50","1520","1520","black","practice","legacy","legacy","legacy","0","undefined","0","right","3","3","3","0","0","3","3","0","0","3","3","3","0","3","0","Tue Oct 17 16:23:19 2023","The main experiment item","True","SternbergTask.osexp","/Users/test/Desktop","False","mono","False","18","no","white","no","yes","768","legacy","3","3","/Users/test/Desktop/AT-subject-3.csv","legacy","5","Melodramatic Milgram","4.0.5","0","n","0","None","right","NA","None","NA","2000.0","73722","NA","2000","NA","2","legacy","1","1024","2","48000","-16","experiment","3","odd","3","102109","98849","99899","4503","NA","99902","86218","4613","NA","100906","104112","106112","78417","104112","NA","Sternberg Task","2","6082.0","4","1024"
"60","60","1228","1228","black","practice","legacy","legacy","legacy","1","undefined","1","right","4","4","4","0","0","4","4","0","0","4","4","4","0","4","0","Tue Oct 17 16:23:19 2023","The main experiment item","True","SternbergTask.osexp","/Users/test/Desktop","False","mono","False","18","no","white","no","yes","768","legacy","4","4","/Users/test/Desktop/AT-subject-3.csv","legacy","4 1 5","Melodramatic Milgram","4.0.5","0","n","0","right","right","NA","right","NA","61.0","73722","NA","61","NA","2","legacy","3","1024","2","48000","-16","experiment","3","odd","2","109376","98849","107167","4503","NA","107170","106115","4613","NA","108174","111380","111442","78417","111380","NA","Sternberg Task","3","6143.0","5","1024"
"66","66","1228","1228","black","practice","legacy","legacy","legacy","1","undefined","1","right","5","5","5","0","0","5","5","0","0","5","5","5","0","5","0","Tue Oct 17 16:23:19 2023","The main experiment item","True","SternbergTask.osexp","/Users/test/Desktop","False","mono","False","18","no","white","no","yes","768","legacy","5","5","/Users/test/Desktop/AT-subject-3.csv","legacy","9 6 7 4 5","Melodramatic Milgram","4.0.5","0","n","0","right","right","NA","right","NA","1227.0","73722","NA","1227","NA","2","legacy","5","1024","2","48000","-16","experiment","3","odd","3","114709","111445","112500","4503","NA","112502","106115","4613","NA","113506","116713","117940","78417","116713","NA","Sternberg Task","4","7370.0","6","1024"
"71","71","1211","1211","black","practice","legacy","legacy","legacy","1","undefined","1","left","6","6","6","0","0","6","6","0","0","6","6","6","0","6","0","Tue Oct 17 16:23:19 2023","The main experiment item","True","SternbergTask.osexp","/Users/test/Desktop","False","mono","False","18","no","white","no","yes","768","legacy","6","6","/Users/test/Desktop/AT-subject-3.csv","legacy","4 3 1 7 9 8","Melodramatic Milgram","4.0.5","1","y","0","left","right","NA","left","NA","1107.0","73722","NA","1107","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","4","121216","117944","119007","4503","NA","119009","106115","4613","NA","120013","123220","124328","78417","123220","NA","Sternberg Task","5","8477.0","7","1024"
"75","75","1206","1206","black","practice","legacy","legacy","legacy","1","undefined","1","right","7","7","7","0","0","7","7","0","0","7","7","7","0","7","0","Tue Oct 17 16:23:19 2023","The main experiment item","True","SternbergTask.osexp","/Users/test/Desktop","False","mono","False","18","no","white","no","yes","768","legacy","7","7","/Users/test/Desktop/AT-subject-3.csv","legacy","2 1","Melodramatic Milgram","4.0.5","0","n","0","right","right","NA","right","NA","1177.0","73722","NA","1177","NA","2","legacy","2","1024","2","48000","-16","experiment","3","odd","5","127588","124332","125379","4503","NA","125382","106115","4613","NA","126384","129592","130770","78417","129592","NA","Sternberg Task","6","9654.0","8","1024"
"66","66","1150","1150","black","practice","legacy","legacy","legacy","0","undefined","0","left","8","8","8","0","0","8","8","0","0","8","8","8","0","8","0","Tue Oct 17 16:23:19 2023","The main experiment item","True","SternbergTask.osexp","/Users/test/Desktop","False","mono","False","18","no","white","no","yes","768","legacy","8","8","/Users/test/Desktop/AT-subject-3.csv","legacy","6","Melodramatic Milgram","4.0.5","1","y","0","right","right","NA","right","NA","701.0","73722","NA","701","NA","2","legacy","1","1024","2","48000","-16","experiment","3","odd","6","134025","130773","131816","4503","NA","131819","106115","4613","NA","132822","136028","136730","78417","136028","NA","Sternberg Task","6","10355.0","9","1024"
"70","70","1049","1049","black","practice","legacy","legacy","legacy","1","undefined","1","left","9","9","9","0","0","9","9","0","0","9","9","9","0","9","0","Tue Oct 17 16:23:19 2023","The main experiment item","True","SternbergTask.osexp","/Users/test/Desktop","False","mono","False","18","no","white","no","yes","768","legacy","9","9","/Users/test/Desktop/AT-subject-3.csv","legacy","2 9 4","Melodramatic Milgram","4.0.5","3","y","0","left","right","NA","left","NA","140.0","73722","NA","140","NA","2","legacy","3","1024","2","48000","-16","experiment","3","odd","4","139994","130773","137785","4503","NA","137788","136733","4613","NA","138791","141998","142138","78417","141997","NA","Sternberg Task","7","10495.0","10","1024"
