"acc","accuracy","average_response_time","avg_rt","background","block","canvas_backend","clock_backend","color_backend","correct","correct_instruction1","correct_new_keyboard_response","correct_response","count_ISI","count_correctFeedback","count_expSequence","count_experiment","count_experimentLoop","count_fixation","count_incorrectFeedback","count_instruction1","count_instructions2","count_memorySet","count_new_keyboard_response","count_new_logger","count_practiceLoop","count_probe","count_thankYou","datetime","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_practiceLoop","logfile","mouse_backend","numberSet","opensesame_codename","opensesame_version","posInSet","present","repeat_cycle","response","response_instruction1","response_instructions2","response_new_keyboard_response","response_thankYou","response_time","response_time_instruction1","response_time_instructions2","response_time_new_keyboard_response","response_time_thankYou","round_decimals","sampler_backend","setSize","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","target","time_ISI","time_correctFeedback","time_expSequence","time_experiment","time_experimentLoop","time_fixation","time_incorrectFeedback","time_instruction1","time_instructions2","time_memorySet","time_new_keyboard_response","time_new_logger","time_practiceLoop","time_probe","time_thankYou","title","total_correct","total_response_time","total_responses","width"
"0","0","2000","2000","#3d3846","practice","legacy","legacy","legacy","0","undefined","0","left","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Thu Oct 19 21:17:40 2023","The main experiment item","False","SternbergTask.osexp","/Users/xaleyelyse/Desktop","False","mono","False","18","no","white","no","yes","768","legacy","0","0","/Users/xaleyelyse/Downloads/XWsubject_2.csv","legacy","6","Melodramatic Milgram","4.0.5","1","y","0","None","left","NA","None","NA","2000.0","6164","NA","2000","NA","2","legacy","1","1024","2","48000","-16","experiment","2","even","6","10944","NA","8733","2129","NA","8738","NA","2194","NA","9741","12946","14946","8371","12946","NA","Sternberg Task","0","2000.0","1","1024"
"0","0","7737","7737","#3d3846","practice","legacy","legacy","legacy","0","undefined","0","left","1","1","1","0","0","1","1","0","0","1","1","1","0","1","0","Thu Oct 19 21:17:40 2023","The main experiment item","False","SternbergTask.osexp","/Users/xaleyelyse/Desktop","False","mono","False","18","no","white","no","yes","768","legacy","1","1","/Users/xaleyelyse/Downloads/XWsubject_2.csv","legacy","1 5 2 9","Melodramatic Milgram","4.0.5","2","y","0","None","left","NA","None","NA","13474.0","6164","NA","13474","NA","2","legacy","4","1024","2","48000","-16","experiment","2","even","5","18214","NA","16009","2129","NA","16010","14971","2194","NA","17012","20217","33691","8371","20217","NA","Sternberg Task","0","15474.0","2","1024"
"33","33","5398","5398","#3d3846","practice","legacy","legacy","legacy","1","undefined","1","left","2","2","2","0","0","2","2","0","0","2","2","2","0","2","0","Thu Oct 19 21:17:40 2023","The main experiment item","False","SternbergTask.osexp","/Users/xaleyelyse/Desktop","False","mono","False","18","no","white","no","yes","768","legacy","2","2","/Users/xaleyelyse/Downloads/XWsubject_2.csv","legacy","2 9 4","Melodramatic Milgram","4.0.5","3","y","0","left","left","NA","left","NA","722.0","6164","NA","722","NA","2","legacy","3","1024","2","48000","-16","experiment","2","even","4","36933","NA","34727","2129","NA","34729","33698","2194","NA","35731","38935","39657","8371","38935","NA","Sternberg Task","1","16196.0","3","1024"
"50","50","4288","4288","#3d3846","practice","legacy","legacy","legacy","1","undefined","1","left","3","3","3","0","0","3","3","0","0","3","3","3","0","3","0","Thu Oct 19 21:17:40 2023","The main experiment item","False","SternbergTask.osexp","/Users/xaleyelyse/Desktop","False","mono","False","18","no","white","no","yes","768","legacy","3","3","/Users/xaleyelyse/Downloads/XWsubject_2.csv","legacy","1 7 9 8 5","Melodramatic Milgram","4.0.5","4","y","0","left","left","NA","left","NA","958.0","6164","NA","958","NA","2","legacy","5","1024","2","48000","-16","experiment","2","even","8","42905","39661","40698","2129","NA","40700","33698","2194","NA","41702","44907","45868","8371","44907","NA","Sternberg Task","2","17154.0","4","1024"
"60","60","3527","3527","#3d3846","practice","legacy","legacy","legacy","1","undefined","1","right","4","4","4","0","0","4","4","0","0","4","4","4","0","4","0","Thu Oct 19 21:17:40 2023","The main experiment item","False","SternbergTask.osexp","/Users/xaleyelyse/Desktop","False","mono","False","18","no","white","no","yes","768","legacy","4","4","/Users/xaleyelyse/Downloads/XWsubject_2.csv","legacy","5 7 8 4 1 2","Melodramatic Milgram","4.0.5","0","n","0","right","left","NA","right","NA","483.0","6164","NA","483","NA","2","legacy","6","1024","2","48000","-16","experiment","2","even","6","49113","45871","46907","2129","NA","46909","33698","2194","NA","47911","51116","51599","8371","51116","NA","Sternberg Task","3","17637.0","5","1024"
"66","66","3056","3056","#3d3846","practice","legacy","legacy","legacy","1","undefined","1","left","5","5","5","0","0","5","5","0","0","5","5","5","0","5","0","Thu Oct 19 21:17:40 2023","The main experiment item","False","SternbergTask.osexp","/Users/xaleyelyse/Desktop","False","mono","False","18","no","white","no","yes","768","legacy","5","5","/Users/xaleyelyse/Downloads/XWsubject_2.csv","legacy","4 3 1 7 9 8","Melodramatic Milgram","4.0.5","1","y","0","left","left","NA","left","NA","701.0","6164","NA","701","NA","2","legacy","6","1024","2","48000","-16","experiment","2","even","4","54846","51603","52640","2129","NA","52642","33698","2194","NA","53644","56849","57551","8371","56849","NA","Sternberg Task","4","18338.0","6","1024"
"71","71","2715","2715","#3d3846","practice","legacy","legacy","legacy","1","undefined","1","right","6","6","6","0","0","6","6","0","0","6","6","6","0","6","0","Thu Oct 19 21:17:40 2023","The main experiment item","False","SternbergTask.osexp","/Users/xaleyelyse/Desktop","False","mono","False","18","no","white","no","yes","768","legacy","6","6","/Users/xaleyelyse/Downloads/XWsubject_2.csv","legacy","3 1 9 4","Melodramatic Milgram","4.0.5","0","n","0","right","left","NA","right","NA","667.0","6164","NA","667","NA","2","legacy","4","1024","2","48000","-16","experiment","2","even","6","60797","57553","58590","2129","NA","58593","33698","2194","NA","59595","62800","63467","8371","62800","NA","Sternberg Task","5","19005.0","7","1024"
"75","75","2439","2439","#3d3846","practice","legacy","legacy","legacy","1","undefined","1","right","7","7","7","0","0","7","7","0","0","7","7","7","0","7","0","Thu Oct 19 21:17:40 2023","The main experiment item","False","SternbergTask.osexp","/Users/xaleyelyse/Desktop","False","mono","False","18","no","white","no","yes","768","legacy","7","7","/Users/xaleyelyse/Downloads/XWsubject_2.csv","legacy","2 1","Melodramatic Milgram","4.0.5","0","n","0","right","left","NA","right","NA","509.0","6164","NA","509","NA","2","legacy","2","1024","2","48000","-16","experiment","2","even","5","66713","63469","64506","2129","NA","64509","33698","2194","NA","65511","68716","69225","8371","68716","NA","Sternberg Task","6","19514.0","8","1024"
"77","77","2200","2200","#3d3846","practice","legacy","legacy","legacy","1","undefined","1","left","8","8","8","0","0","8","8","0","0","8","8","8","0","8","0","Thu Oct 19 21:17:40 2023","The main experiment item","False","SternbergTask.osexp","/Users/xaleyelyse/Desktop","False","mono","False","18","no","white","no","yes","768","legacy","8","8","/Users/xaleyelyse/Downloads/XWsubject_2.csv","legacy","4 8","Melodramatic Milgram","4.0.5","1","y","0","left","left","NA","left","NA","291.0","6164","NA","291","NA","2","legacy","2","1024","2","48000","-16","experiment","2","even","4","72477","69228","70271","2129","NA","70273","33698","2194","NA","71275","74479","74771","8371","74479","NA","Sternberg Task","7","19805.0","9","1024"
"80","80","2032","2032","#3d3846","practice","legacy","legacy","legacy","1","undefined","1","right","9","9","9","0","0","9","9","0","0","9","9","9","0","9","0","Thu Oct 19 21:17:40 2023","The main experiment item","False","SternbergTask.osexp","/Users/xaleyelyse/Desktop","False","mono","False","18","no","white","no","yes","768","legacy","9","9","/Users/xaleyelyse/Downloads/XWsubject_2.csv","legacy","9 6 7 4 5","Melodramatic Milgram","4.0.5","0","n","0","right","left","NA","right","NA","524.0","6164","NA","524","NA","2","legacy","5","1024","2","48000","-16","experiment","2","even","3","78010","74774","75803","2129","NA","75805","33698","2194","NA","76807","80012","80537","8371","80012","NA","Sternberg Task","8","20329.0","10","1024"
"81","81","1894","1894","#3d3846","practice","legacy","legacy","legacy","1","undefined","1","right","10","10","10","0","0","10","10","0","0","10","10","10","0","10","0","Thu Oct 19 21:17:40 2023","The main experiment item","False","SternbergTask.osexp","/Users/xaleyelyse/Desktop","False","mono","False","18","no","white","no","yes","768","legacy","10","10","/Users/xaleyelyse/Downloads/XWsubject_2.csv","legacy","4 1 5","Melodramatic Milgram","4.0.5","0","n","0","right","left","NA","right","NA","509.0","6164","NA","509","NA","2","legacy","3","1024","2","48000","-16","experiment","2","even","2","83779","80540","81571","2129","NA","81574","33698","2194","NA","82575","85782","86292","8371","85781","NA","Sternberg Task","9","20838.0","11","1024"
"83","83","1773","1773","#3d3846","practice","legacy","legacy","legacy","1","undefined","1","right","11","11","11","0","0","11","11","0","0","11","11","11","0","11","0","Thu Oct 19 21:17:40 2023","The main experiment item","False","SternbergTask.osexp","/Users/xaleyelyse/Desktop","False","mono","False","18","no","white","no","yes","768","legacy","11","11","/Users/xaleyelyse/Downloads/XWsubject_2.csv","legacy","5","Melodramatic Milgram","4.0.5","0","n","0","right","left","NA","right","NA","449.0","6164","NA","449","NA","2","legacy","1","1024","2","48000","-16","experiment","2","even","3","89537","86295","87330","2129","NA","87333","33698","2194","NA","88334","91540","91990","8371","91539","NA","Sternberg Task","10","21287.0","12","1024"
"84","84","1672","1672","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","12","12","12","0","0","12","12","0","0","12","12","12","0","12","0","Thu Oct 19 21:17:40 2023","The main experiment item","False","SternbergTask.osexp","/Users/xaleyelyse/Desktop","False","mono","False","18","no","white","no","yes","768","legacy","0","11","/Users/xaleyelyse/Downloads/XWsubject_2.csv","legacy","6 9 7 4 5 1","Melodramatic Milgram","4.0.5","2","y","0","left","left","left","left","NA","459.0","6164","4969","459","NA","2","legacy","6","1024","2","48000","-16","experiment","2","even","9","100221","91993","98014","2129","97965","98016","33698","2194","92996","99019","102223","102683","8371","102223","NA","Sternberg Task","11","21746.0","13","1024"
"85","85","1582","1582","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","13","13","13","0","0","13","13","0","0","13","13","13","0","13","0","Thu Oct 19 21:17:40 2023","The main experiment item","False","SternbergTask.osexp","/Users/xaleyelyse/Desktop","False","mono","False","18","no","white","no","yes","768","legacy","1","11","/Users/xaleyelyse/Downloads/XWsubject_2.csv","legacy","7","Melodramatic Milgram","4.0.5","1","y","0","left","left","left","left","NA","404.0","6164","4969","404","NA","2","legacy","1","1024","2","48000","-16","experiment","2","even","7","105922","102686","103715","2129","97965","103717","33698","2194","92996","104719","107924","108329","8371","107924","NA","Sternberg Task","12","22150.0","14","1024"
"86","86","1515","1515","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","14","14","14","0","0","14","14","0","0","14","14","14","0","14","0","Thu Oct 19 21:17:40 2023","The main experiment item","False","SternbergTask.osexp","/Users/xaleyelyse/Desktop","False","mono","False","18","no","white","no","yes","768","legacy","2","11","/Users/xaleyelyse/Downloads/XWsubject_2.csv","legacy","5 7 3 6 2","Melodramatic Milgram","4.0.5","5","y","0","left","left","left","left","NA","583.0","6164","4969","583","NA","2","legacy","5","1024","2","48000","-16","experiment","2","even","2","111574","108331","109366","2129","97965","109368","33698","2194","92996","110370","113576","114160","8371","113576","NA","Sternberg Task","13","22733.0","15","1024"
"87","87","1458","1458","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","15","15","15","0","0","15","15","0","0","15","15","15","0","15","0","Thu Oct 19 21:17:40 2023","The main experiment item","False","SternbergTask.osexp","/Users/xaleyelyse/Desktop","False","mono","False","18","no","white","no","yes","768","legacy","3","11","/Users/xaleyelyse/Downloads/XWsubject_2.csv","legacy","1 4 9 2 5","Melodramatic Milgram","4.0.5","0","n","0","right","left","left","right","NA","595.0","6164","4969","595","NA","2","legacy","5","1024","2","48000","-16","experiment","2","even","7","117410","114162","115202","2129","97965","115204","33698","2194","92996","116206","119415","120010","8371","119415","NA","Sternberg Task","14","23328.0","16","1024"
"88","88","1405","1405","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","16","16","16","0","0","16","16","0","0","16","16","16","0","16","0","Thu Oct 19 21:17:40 2023","The main experiment item","False","SternbergTask.osexp","/Users/xaleyelyse/Desktop","False","mono","False","18","no","white","no","yes","768","legacy","4","11","/Users/xaleyelyse/Downloads/XWsubject_2.csv","legacy","2 8 6 3 1","Melodramatic Milgram","4.0.5","0","n","0","right","left","left","right","NA","570.0","6164","4969","570","NA","2","legacy","5","1024","2","48000","-16","experiment","2","even","7","123248","120013","121042","2129","97965","121044","33698","2194","92996","122046","125251","125822","8371","125251","NA","Sternberg Task","15","23898.0","17","1024"
"88","88","1360","1360","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","17","17","17","0","0","17","17","0","0","17","17","17","0","17","0","Thu Oct 19 21:17:40 2023","The main experiment item","False","SternbergTask.osexp","/Users/xaleyelyse/Desktop","False","mono","False","18","no","white","no","yes","768","legacy","5","11","/Users/xaleyelyse/Downloads/XWsubject_2.csv","legacy","8 5 7 3 6","Melodramatic Milgram","4.0.5","0","n","0","right","left","left","right","NA","583.0","6164","4969","583","NA","2","legacy","5","1024","2","48000","-16","experiment","2","even","9","129065","125825","126858","2129","97965","126860","33698","2194","92996","127862","131067","131651","8371","131067","NA","Sternberg Task","16","24481.0","18","1024"
"89","89","1314","1314","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","18","18","18","0","0","18","18","0","0","18","18","18","0","18","0","Thu Oct 19 21:17:40 2023","The main experiment item","False","SternbergTask.osexp","/Users/xaleyelyse/Desktop","False","mono","False","18","no","white","no","yes","768","legacy","6","11","/Users/xaleyelyse/Downloads/XWsubject_2.csv","legacy","6 9 3 1","Melodramatic Milgram","4.0.5","4","y","0","left","left","left","left","NA","485.0","6164","4969","485","NA","2","legacy","4","1024","2","48000","-16","experiment","2","even","1","134898","131654","132689","2129","97965","132691","33698","2194","92996","133694","136901","137386","8371","136900","NA","Sternberg Task","17","24966.0","19","1024"
"90","90","1269","1269","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","19","19","19","0","0","19","19","0","0","19","19","19","0","19","0","Thu Oct 19 21:17:40 2023","The main experiment item","False","SternbergTask.osexp","/Users/xaleyelyse/Desktop","False","mono","False","18","no","white","no","yes","768","legacy","7","11","/Users/xaleyelyse/Downloads/XWsubject_2.csv","legacy","2 5 1 4","Melodramatic Milgram","4.0.5","0","n","0","right","left","left","right","NA","414.0","6164","4969","414","NA","2","legacy","4","1024","2","48000","-16","experiment","2","even","6","140635","137389","138428","2129","97965","138430","33698","2194","92996","139432","142637","143052","8371","142637","NA","Sternberg Task","18","25380.0","20","1024"
"90","90","1232","1232","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","20","20","20","0","0","20","20","0","0","20","20","20","0","20","0","Thu Oct 19 21:17:40 2023","The main experiment item","False","SternbergTask.osexp","/Users/xaleyelyse/Desktop","False","mono","False","18","no","white","no","yes","768","legacy","8","11","/Users/xaleyelyse/Downloads/XWsubject_2.csv","legacy","3 4 2","Melodramatic Milgram","4.0.5","0","n","0","right","left","left","right","NA","492.0","6164","4969","492","NA","2","legacy","3","1024","2","48000","-16","experiment","2","even","5","146303","143055","144095","2129","97965","144097","33698","2194","92996","145099","148305","148797","8371","148305","NA","Sternberg Task","19","25872.0","21","1024"
"90","90","1202","1202","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","21","21","21","0","0","21","21","0","0","21","21","21","0","21","0","Thu Oct 19 21:17:40 2023","The main experiment item","False","SternbergTask.osexp","/Users/xaleyelyse/Desktop","False","mono","False","18","no","white","no","yes","768","legacy","9","11","/Users/xaleyelyse/Downloads/XWsubject_2.csv","legacy","4 6 5 8","Melodramatic Milgram","4.0.5","1","y","0","left","left","left","left","NA","572.0","6164","4969","572","NA","2","legacy","4","1024","2","48000","-16","experiment","2","even","4","152057","148801","149849","2129","97965","149851","33698","2194","92996","150854","154059","154632","8371","154059","NA","Sternberg Task","20","26444.0","22","1024"
"91","91","1174","1174","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","22","22","22","0","0","22","22","0","0","22","22","22","0","22","0","Thu Oct 19 21:17:40 2023","The main experiment item","False","SternbergTask.osexp","/Users/xaleyelyse/Desktop","False","mono","False","18","no","white","no","yes","768","legacy","10","11","/Users/xaleyelyse/Downloads/XWsubject_2.csv","legacy","6 2 9 3 8 4","Melodramatic Milgram","4.0.5","0","n","0","right","left","left","right","NA","572.0","6164","4969","572","NA","2","legacy","6","1024","2","48000","-16","experiment","2","even","1","157871","154635","155665","2129","97965","155667","33698","2194","92996","156669","159874","160446","8371","159874","NA","Sternberg Task","21","27016.0","23","1024"
"91","91","1143","1143","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","23","23","23","0","0","23","23","0","0","23","23","23","0","23","0","Thu Oct 19 21:17:40 2023","The main experiment item","False","SternbergTask.osexp","/Users/xaleyelyse/Desktop","False","mono","False","18","no","white","no","yes","768","legacy","11","11","/Users/xaleyelyse/Downloads/XWsubject_2.csv","legacy","3 5 9 6 2 4","Melodramatic Milgram","4.0.5","1","y","0","left","left","left","left","NA","434.0","6164","4969","434","NA","2","legacy","6","1024","2","48000","-16","experiment","2","even","3","163690","160449","161483","2129","97965","161485","33698","2194","92996","162487","165692","166126","8371","165692","NA","Sternberg Task","22","27450.0","24","1024"
"92","92","1132","1132","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","24","24","24","0","0","24","24","0","0","24","24","24","0","24","0","Thu Oct 19 21:17:40 2023","The main experiment item","False","SternbergTask.osexp","/Users/xaleyelyse/Desktop","False","mono","False","18","no","white","no","yes","768","legacy","12","11","/Users/xaleyelyse/Downloads/XWsubject_2.csv","legacy","3 4 9 6 2 9","Melodramatic Milgram","4.0.5","5","y","0","left","left","left","left","NA","863.0","6164","4969","863","NA","2","legacy","6","1024","2","48000","-16","experiment","2","even","2","169373","166129","167166","2129","97965","167169","33698","2194","92996","168171","171376","172240","8371","171376","NA","Sternberg Task","23","28313.0","25","1024"
"92","92","1112","1112","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","25","25","25","0","0","25","25","0","0","25","25","25","0","25","0","Thu Oct 19 21:17:40 2023","The main experiment item","False","SternbergTask.osexp","/Users/xaleyelyse/Desktop","False","mono","False","18","no","white","no","yes","768","legacy","13","11","/Users/xaleyelyse/Downloads/XWsubject_2.csv","legacy","8 5 3 7 4 6","Melodramatic Milgram","4.0.5","6","y","0","left","left","left","left","NA","601.0","6164","4969","601","NA","2","legacy","6","1024","2","48000","-16","experiment","2","even","6","175491","172243","173280","2129","97965","173285","33698","2194","92996","174288","177494","178096","8371","177494","NA","Sternberg Task","24","28914.0","26","1024"
"92","92","1088","1088","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","26","26","26","0","0","26","26","0","0","26","26","26","0","26","0","Thu Oct 19 21:17:40 2023","The main experiment item","False","SternbergTask.osexp","/Users/xaleyelyse/Desktop","False","mono","False","18","no","white","no","yes","768","legacy","14","11","/Users/xaleyelyse/Downloads/XWsubject_2.csv","legacy","7 6","Melodramatic Milgram","4.0.5","2","y","0","left","left","left","left","NA","472.0","6164","4969","472","NA","2","legacy","2","1024","2","48000","-16","experiment","2","even","6","181347","178098","179137","2129","97965","179140","33698","2194","92996","180143","183350","183823","8371","183350","NA","Sternberg Task","25","29386.0","27","1024"
"92","92","1063","1063","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","27","27","27","0","0","27","27","0","0","27","27","27","0","27","0","Thu Oct 19 21:17:40 2023","The main experiment item","False","SternbergTask.osexp","/Users/xaleyelyse/Desktop","False","mono","False","18","no","white","no","yes","768","legacy","15","11","/Users/xaleyelyse/Downloads/XWsubject_2.csv","legacy","7 1","Melodramatic Milgram","4.0.5","0","n","0","right","left","left","right","NA","397.0","6164","4969","397","NA","2","legacy","2","1024","2","48000","-16","experiment","2","even","8","187080","183825","184871","2129","97965","184874","33698","2194","92996","185876","189082","189480","8371","189082","NA","Sternberg Task","26","29783.0","28","1024"
