"acc","accuracy","average_response_time","avg_rt","background","block","canvas_backend","clock_backend","color_backend","correct","correct_instruction1","correct_keyboard_response","correct_response","count_ISI","count_correctFeedback","count_expSequence","count_experiment","count_experimentLoop","count_fixation","count_incorrectFeedback","count_instruction1","count_instructions2","count_keyboard_response","count_logger","count_memorySet","count_practiceLoop","count_probe","count_thankYou","datetime","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_practiceLoop","logfile","mouse_backend","numberSet","opensesame_codename","opensesame_version","posInSet","present","repeat_cycle","response","response_instruction1","response_instructions2","response_keyboard_response","response_thankYou","response_time","response_time_instruction1","response_time_instructions2","response_time_keyboard_response","response_time_thankYou","round_decimals","sampler_backend","setSize","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","target","time_ISI","time_correctFeedback","time_expSequence","time_experiment","time_experimentLoop","time_fixation","time_incorrectFeedback","time_instruction1","time_instructions2","time_keyboard_response","time_logger","time_memorySet","time_practiceLoop","time_probe","time_thankYou","title","total_correct","total_response_time","total_responses","width"
"100","100","1332","1332","#3d3846","practice","legacy","legacy","legacy","1","undefined","1","left","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Sun Oct 15 11:02:45 2023","The main experiment item","False","SternbergTask.osexp","C:\Users\juzal\OneDrive\Documents\Masters of Equine Science\Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","0","0","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","2 9 4","Melodramatic Milgram","4.0.5","3","y","0","left","left","NA","left","NA","1332.0","36325","NA","1332","NA","2","legacy","3","1024","2","48000","-16","experiment","2","even","4","43446","NA","41244","3159","NA","41245","NA","3165","NA","45446","46779","42245","39492","45446","NA","Sternberg Task","1","1332.0","1","1024"
"100","100","1308","1308","#3d3846","practice","legacy","legacy","legacy","1","undefined","1","right","1","1","1","0","0","1","1","0","0","1","1","1","0","1","0","Sun Oct 15 11:02:45 2023","The main experiment item","False","SternbergTask.osexp","C:\Users\juzal\OneDrive\Documents\Masters of Equine Science\Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","1","1","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","5","Melodramatic Milgram","4.0.5","0","n","0","right","left","NA","right","NA","1285.0","36325","NA","1285","NA","2","legacy","1","1024","2","48000","-16","experiment","2","even","3","50056","46821","47854","3159","NA","47855","NA","3165","NA","52056","53341","48856","39492","52056","NA","Sternberg Task","2","2617.0","2","1024"
"100","100","1059","1059","#3d3846","practice","legacy","legacy","legacy","1","undefined","1","left","2","2","2","0","0","2","2","0","0","2","2","2","0","2","0","Sun Oct 15 11:02:45 2023","The main experiment item","False","SternbergTask.osexp","C:\Users\juzal\OneDrive\Documents\Masters of Equine Science\Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","2","2","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","4 8","Melodramatic Milgram","4.0.5","1","y","0","left","left","NA","left","NA","561.0","36325","NA","561","NA","2","legacy","2","1024","2","48000","-16","experiment","2","even","4","56574","53345","54372","3159","NA","54373","NA","3165","NA","58576","59137","55374","39492","58575","NA","Sternberg Task","3","3178.0","3","1024"
"100","100","1129","1129","#3d3846","practice","legacy","legacy","legacy","1","undefined","1","right","3","3","3","0","0","3","3","0","0","3","3","3","0","3","0","Sun Oct 15 11:02:45 2023","The main experiment item","False","SternbergTask.osexp","C:\Users\juzal\OneDrive\Documents\Masters of Equine Science\Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","3","3","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","3 1 9 4","Melodramatic Milgram","4.0.5","0","n","0","right","left","NA","right","NA","1340.0","36325","NA","1340","NA","2","legacy","4","1024","2","48000","-16","experiment","2","even","6","62389","59142","60186","3159","NA","60188","NA","3165","NA","64390","65731","61188","39492","64389","NA","Sternberg Task","4","4518.0","4","1024"
"100","100","1102","1102","#3d3846","practice","legacy","legacy","legacy","1","undefined","1","left","4","4","4","0","0","4","4","0","0","4","4","4","0","4","0","Sun Oct 15 11:02:45 2023","The main experiment item","False","SternbergTask.osexp","C:\Users\juzal\OneDrive\Documents\Masters of Equine Science\Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","4","4","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","4 3 1 7 9 8","Melodramatic Milgram","4.0.5","1","y","0","left","left","NA","left","NA","992.0","36325","NA","992","NA","2","legacy","6","1024","2","48000","-16","experiment","2","even","4","68968","65735","66766","3159","NA","66767","NA","3165","NA","70968","71960","67767","39492","70968","NA","Sternberg Task","5","5510.0","5","1024"
"100","100","1025","1025","#3d3846","practice","legacy","legacy","legacy","1","undefined","1","right","5","5","5","0","0","5","5","0","0","5","5","5","0","5","0","Sun Oct 15 11:02:45 2023","The main experiment item","False","SternbergTask.osexp","C:\Users\juzal\OneDrive\Documents\Masters of Equine Science\Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","5","5","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","5 7 8 4 1 2","Melodramatic Milgram","4.0.5","0","n","0","right","left","NA","right","NA","642.0","36325","NA","642","NA","2","legacy","6","1024","2","48000","-16","experiment","2","even","6","75206","71964","73005","3159","NA","73006","NA","3165","NA","77206","77848","74006","39492","77206","NA","Sternberg Task","6","6152.0","6","1024"
"100","100","978","978","#3d3846","practice","legacy","legacy","legacy","1","undefined","1","left","6","6","6","0","0","6","6","0","0","6","6","6","0","6","0","Sun Oct 15 11:02:45 2023","The main experiment item","False","SternbergTask.osexp","C:\Users\juzal\OneDrive\Documents\Masters of Equine Science\Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","6","6","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","6","Melodramatic Milgram","4.0.5","1","y","0","left","left","NA","left","NA","697.0","36325","NA","697","NA","2","legacy","1","1024","2","48000","-16","experiment","2","even","6","81128","77894","78927","3159","NA","78928","NA","3165","NA","83128","83826","79928","39492","83128","NA","Sternberg Task","7","6849.0","7","1024"
"100","100","1029","1029","#3d3846","practice","legacy","legacy","legacy","1","undefined","1","left","7","7","7","0","0","7","7","0","0","7","7","7","0","7","0","Sun Oct 15 11:02:45 2023","The main experiment item","False","SternbergTask.osexp","C:\Users\juzal\OneDrive\Documents\Masters of Equine Science\Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","7","7","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","1 7 9 8 5","Melodramatic Milgram","4.0.5","4","y","0","left","left","NA","left","NA","1384.0","36325","NA","1384","NA","2","legacy","5","1024","2","48000","-16","experiment","2","even","8","87064","83831","84863","3159","NA","84864","NA","3165","NA","89065","90449","85864","39492","89064","NA","Sternberg Task","8","8233.0","8","1024"
"100","100","974","974","#3d3846","practice","legacy","legacy","legacy","1","undefined","1","right","8","8","8","0","0","8","8","0","0","8","8","8","0","8","0","Sun Oct 15 11:02:45 2023","The main experiment item","False","SternbergTask.osexp","C:\Users\juzal\OneDrive\Documents\Masters of Equine Science\Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","8","8","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","2 1","Melodramatic Milgram","4.0.5","0","n","0","right","left","NA","right","NA","538.0","36325","NA","538","NA","2","legacy","2","1024","2","48000","-16","experiment","2","even","5","93723","90495","91522","3159","NA","91523","NA","3165","NA","95723","96262","92523","39492","95723","NA","Sternberg Task","9","8771.0","9","1024"
"100","100","982","982","#3d3846","practice","legacy","legacy","legacy","1","undefined","1","left","9","9","9","0","0","9","9","0","0","9","9","9","0","9","0","Sun Oct 15 11:02:45 2023","The main experiment item","False","SternbergTask.osexp","C:\Users\juzal\OneDrive\Documents\Masters of Equine Science\Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","9","9","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","1 5 2 9","Melodramatic Milgram","4.0.5","2","y","0","left","left","NA","left","NA","1054.0","36325","NA","1054","NA","2","legacy","4","1024","2","48000","-16","experiment","2","even","5","99536","96308","97334","3159","NA","97335","NA","3165","NA","101538","102592","98336","39492","101538","NA","Sternberg Task","10","9825.0","10","1024"
