"acc","accuracy","average_response_time","avg_rt","background","bidi","block","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_Instruction1","correct_keyboard_response","correct_response","count_Fixation","count_ISI","count_Instruction1","count_Instructions2","count_ThankYou","count_correctFeedback","count_expSequence","count_experiment","count_experimentLoop","count_incorrectFeedback","count_keyboard_response","count_memorySet","count_new_logger","count_practiceLoop","count_probe","datetime","description","disable_garbage_collection","empty_column","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_practiceLoop","logfile","mouse_backend","numberSet","opensesame_codename","opensesame_version","posInSet","present","repeat_cycle","response","response_Instruction1","response_Instructions2","response_ThankYou","response_keyboard_response","response_time","response_time_Instruction1","response_time_Instructions2","response_time_ThankYou","response_time_keyboard_response","round_decimals","sampler_backend","setSize","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","target","time_Fixation","time_ISI","time_Instruction1","time_Instructions2","time_ThankYou","time_correctFeedback","time_expSequence","time_experiment","time_experimentLoop","time_incorrectFeedback","time_keyboard_response","time_memorySet","time_new_logger","time_practiceLoop","time_probe","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"100","100","2585","2585","black","no","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","right","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10/02/18 13:49:24","The main experiment item","yes","NA","SternbergTask.osexp","C:/Users/Anabel/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","0","0","C:/Users/Anabel/Desktop/subject-1.csv","legacy","9 6 7 4 5","Jazzy James","3.1.9","0","n","0","right","left","NA","NA","right","2585","94761","NA","NA","2585","2","legacy","5","1024","2","48000","-16","experiment","1","odd","3","97121","99325","1481","NA","NA","NA","97119","1477","NA","NA","101327","98123","103913","96243","101327","Sternberg Task","1","2585","1","yes","1024"
"100","100","1583","1583","black","no","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","right","1","1","0","0","0","1","1","0","0","1","1","1","1","0","1","10/02/18 13:49:24","The main experiment item","yes","NA","SternbergTask.osexp","C:/Users/Anabel/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","1","1","C:/Users/Anabel/Desktop/subject-1.csv","legacy","2 1","Jazzy James","3.1.9","0","n","0","right","left","NA","NA","right","581","94761","NA","NA","581","2","legacy","2","1024","2","48000","-16","experiment","1","odd","5","105118","107321","1481","NA","NA","104037","105116","1477","NA","NA","109323","106119","109905","96243","109323","Sternberg Task","2","3166","2","yes","1024"
"100","100","1475","1475","black","no","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","right","2","2","0","0","0","2","2","0","0","2","2","2","2","0","2","10/02/18 13:49:24","The main experiment item","yes","NA","SternbergTask.osexp","C:/Users/Anabel/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","2","2","C:/Users/Anabel/Desktop/subject-1.csv","legacy","5","Jazzy James","3.1.9","0","n","0","right","left","NA","NA","right","1259","94761","NA","NA","1259","2","legacy","1","1024","2","48000","-16","experiment","1","odd","3","111051","113255","1481","NA","NA","109970","111049","1477","NA","NA","115257","112053","116517","96243","115257","Sternberg Task","3","4425","3","yes","1024"
"100","100","1225.75","1225.75","black","no","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","left","3","3","0","0","0","3","3","0","0","3","3","3","3","0","3","10/02/18 13:49:24","The main experiment item","yes","NA","SternbergTask.osexp","C:/Users/Anabel/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","3","3","C:/Users/Anabel/Desktop/subject-1.csv","legacy","2 9 4","Jazzy James","3.1.9","3","y","0","left","left","NA","NA","left","478","94761","NA","NA","478","2","legacy","3","1024","2","48000","-16","experiment","1","odd","4","117652","119856","1481","NA","NA","116570","117650","1477","NA","NA","121858","118654","122337","96243","121858","Sternberg Task","4","4903","4","yes","1024"
"100","100","1073.2","1073.2","black","no","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","left","4","4","0","0","0","4","4","0","0","4","4","4","4","0","4","10/02/18 13:49:24","The main experiment item","yes","NA","SternbergTask.osexp","C:/Users/Anabel/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","4","4","C:/Users/Anabel/Desktop/subject-1.csv","legacy","1 5 2 9","Jazzy James","3.1.9","2","y","0","left","left","NA","NA","left","463","94761","NA","NA","463","2","legacy","4","1024","2","48000","-16","experiment","1","odd","5","123504","125709","1481","NA","NA","122426","123502","1477","NA","NA","127711","124507","128174","96243","127711","Sternberg Task","5","5366","5","yes","1024"
"100","100","1070","1070","black","no","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","right","5","5","0","0","0","5","5","0","0","5","5","5","5","0","5","10/02/18 13:49:24","The main experiment item","yes","NA","SternbergTask.osexp","C:/Users/Anabel/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","5","5","C:/Users/Anabel/Desktop/subject-1.csv","legacy","3 1 9 4","Jazzy James","3.1.9","0","n","0","right","left","NA","NA","right","1054","94761","NA","NA","1054","2","legacy","4","1024","2","48000","-16","experiment","1","odd","6","129290","131494","1481","NA","NA","128203","129288","1477","NA","NA","133496","130292","134551","96243","133496","Sternberg Task","6","6420","6","yes","1024"
"100","100","985.857142857","985.857142857","black","no","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","left","6","6","0","0","0","6","6","0","0","6","6","6","6","0","6","10/02/18 13:49:24","The main experiment item","yes","NA","SternbergTask.osexp","C:/Users/Anabel/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","6","6","C:/Users/Anabel/Desktop/subject-1.csv","legacy","4 8","Jazzy James","3.1.9","1","y","0","left","left","NA","NA","left","481","94761","NA","NA","481","2","legacy","2","1024","2","48000","-16","experiment","1","odd","4","135659","137863","1481","NA","NA","134580","135657","1477","NA","NA","139865","136661","140347","96243","139865","Sternberg Task","7","6901","7","yes","1024"
"100","100","959.375","959.375","black","no","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","left","7","7","0","0","0","7","7","0","0","7","7","7","7","0","7","10/02/18 13:49:24","The main experiment item","yes","NA","SternbergTask.osexp","C:/Users/Anabel/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","7","7","C:/Users/Anabel/Desktop/subject-1.csv","legacy","6","Jazzy James","3.1.9","1","y","0","left","left","NA","NA","left","774","94761","NA","NA","774","2","legacy","1","1024","2","48000","-16","experiment","1","odd","6","141479","143683","1481","NA","NA","140404","141477","1477","NA","NA","145685","142481","146460","96243","145685","Sternberg Task","8","7675","8","yes","1024"
"100","100","930.444444444","930.444444444","black","no","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","left","8","8","0","0","0","8","8","0","0","8","8","8","8","0","8","10/02/18 13:49:24","The main experiment item","yes","NA","SternbergTask.osexp","C:/Users/Anabel/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","8","8","C:/Users/Anabel/Desktop/subject-1.csv","legacy","4 3 1 7 9 8","Jazzy James","3.1.9","1","y","0","left","left","NA","NA","left","699","94761","NA","NA","699","2","legacy","6","1024","2","48000","-16","experiment","1","odd","4","147597","149801","1481","NA","NA","146515","147595","1477","NA","NA","151803","148599","152503","96243","151803","Sternberg Task","9","8374","9","yes","1024"
"100","100","899.4","899.4","black","no","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","right","9","9","0","0","0","9","9","0","0","9","9","9","9","0","9","10/02/18 13:49:24","The main experiment item","yes","NA","SternbergTask.osexp","C:/Users/Anabel/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","9","9","C:/Users/Anabel/Desktop/subject-1.csv","legacy","4 1 5","Jazzy James","3.1.9","0","n","0","right","left","NA","NA","right","620","94761","NA","NA","620","2","legacy","3","1024","2","48000","-16","experiment","1","odd","2","153621","155825","1481","NA","NA","152540","153619","1477","NA","NA","157827","154623","158448","96243","157827","Sternberg Task","10","8994","10","yes","1024"
"100","100","930.363636364","930.363636364","black","no","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","left","10","10","0","0","0","10","10","0","0","10","10","10","10","0","10","10/02/18 13:49:24","The main experiment item","yes","NA","SternbergTask.osexp","C:/Users/Anabel/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","10","10","C:/Users/Anabel/Desktop/subject-1.csv","legacy","1 7 9 8 5","Jazzy James","3.1.9","4","y","0","left","left","NA","NA","left","1240","94761","NA","NA","1240","2","legacy","5","1024","2","48000","-16","experiment","1","odd","8","159586","161790","1481","NA","NA","158503","159584","1477","NA","NA","163792","160588","165033","96243","163792","Sternberg Task","11","10234","11","yes","1024"
"100","100","916.916666667","916.916666667","black","no","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","right","11","11","0","0","0","11","11","0","0","11","11","11","11","0","11","10/02/18 13:49:24","The main experiment item","yes","NA","SternbergTask.osexp","C:/Users/Anabel/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","11","11","C:/Users/Anabel/Desktop/subject-1.csv","legacy","5 7 8 4 1 2","Jazzy James","3.1.9","0","n","0","right","left","NA","NA","right","769","94761","NA","NA","769","2","legacy","6","1024","2","48000","-16","experiment","1","odd","6","166151","168355","1481","NA","NA","165081","166149","1477","NA","NA","170357","167153","171126","96243","170357","Sternberg Task","12","11003","12","yes","1024"
"100","100","909.076923077","909.076923077","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","12","12","0","0","0","12","12","0","0","12","12","12","12","0","12","10/02/18 13:49:24","The main experiment item","yes","NA","SternbergTask.osexp","C:/Users/Anabel/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","0","11","C:/Users/Anabel/Desktop/subject-1.csv","legacy","5 7 3 6 2","Jazzy James","3.1.9","5","y","0","left","left","left","NA","left","815","94761","7552","NA","815","2","legacy","5","1024","2","48000","-16","experiment","1","odd","2","179863","182067","1481","172207","NA","171182","179861","1477","179760","NA","184069","180865","184885","96243","184069","Sternberg Task","13","11818","13","yes","1024"
"100","100","881.642857143","881.642857143","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","13","13","0","0","0","13","13","0","0","13","13","13","13","0","13","10/02/18 13:49:24","The main experiment item","yes","NA","SternbergTask.osexp","C:/Users/Anabel/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","1","11","C:/Users/Anabel/Desktop/subject-1.csv","legacy","3 5 4 7","Jazzy James","3.1.9","1","y","0","left","left","left","NA","left","525","94761","7552","NA","525","2","legacy","4","1024","2","48000","-16","experiment","1","odd","3","186004","188208","1481","172207","NA","184914","186002","1477","179760","NA","190210","187006","190736","96243","190210","Sternberg Task","14","12343","14","yes","1024"
"100","100","864.466666667","864.466666667","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","14","14","0","0","0","14","14","0","0","14","14","14","14","0","14","10/02/18 13:49:24","The main experiment item","yes","NA","SternbergTask.osexp","C:/Users/Anabel/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","2","11","C:/Users/Anabel/Desktop/subject-1.csv","legacy","9 5 8 1","Jazzy James","3.1.9","2","y","0","left","left","left","NA","left","624","94761","7552","NA","624","2","legacy","4","1024","2","48000","-16","experiment","1","odd","5","191873","194077","1481","172207","NA","190792","191871","1477","179760","NA","196079","192875","196703","96243","196079","Sternberg Task","15","12967","15","yes","1024"
"100","100","852.4375","852.4375","black","no","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","15","15","0","0","0","15","15","0","0","15","15","15","15","0","15","10/02/18 13:49:24","The main experiment item","yes","NA","SternbergTask.osexp","C:/Users/Anabel/Desktop","no","mono","no","18","no","white","no","yes","768","legacy","3","11","C:/Users/Anabel/Desktop/subject-1.csv","legacy","4 1 8 7 5","Jazzy James","3.1.9","3","y","0","left","left","left","NA","left","672","94761","7552","NA","672","2","legacy","5","1024","2","48000","-16","experiment","1","odd","8","197842","200046","1481","172207","NA","196758","197840","1477","179760","NA","202048","198844","202721","96243","202048","Sternberg Task","16","13639","16","yes","1024"
