acc,accuracy,average_response_time,avg_rt,background,canvas_backend,clock_backend,color_backend,compensation,condition,coordinates,correct,correct_Instructions1,correct_keyboard_response,correct_response,count_Block1,count_Block2,count_Block3,count_Finish,count_ISI,count_Instructions1,count_Instructions2,count_Instructions3,count_errorFeedback,count_experiment,count_faster,count_fixation,count_keyboard_response,count_logger,count_sequence,count_stimulus,datetime,deadline,description,disable_garbage_collection,experiment_file,experiment_path,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,keyboard_backend,live_row,live_row_Block1,logfile,mouse_backend,opensesame_codename,opensesame_version,repeat_cycle,response,response_Finish,response_Instructions1,response_Instructions2,response_Instructions3,response_keyboard_response,response_time,response_time_Finish,response_time_Instructions1,response_time_Instructions2,response_time_Instructions3,response_time_keyboard_response,round_decimals,sampler_backend,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,stimulus,subject_nr,subject_parity,time_Block1,time_Block2,time_Block3,time_Finish,time_ISI,time_Instructions1,time_Instructions2,time_Instructions3,time_errorFeedback,time_experiment,time_faster,time_fixation,time_keyboard_response,time_logger,time_sequence,time_stimulus,title,total_correct,total_response_time,total_responses,uniform_coordinates,width
100,100,687,687,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fri Sep 20 17:34:08 2019,infinite,The main experiment item,yes,fp-subject-1.osexp,/Users/freyaportales/Documents,no,mono,no,18,no,white,no,no,768,legacy,0,0,/Users/freyaportales/Documents/fp-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,687,NA,2310,NA,NA,687,2,legacy,1024,2,48000,-16,experiment,SSSSS,1,odd,4927,NA,NA,NA,NA,2608,NA,NA,NA,2548,NA,5059,5192,5881,5023,5192,Flanker task,1,687,1,yes,1024
100,100,4244.5,4244.5,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,Fri Sep 20 17:34:08 2019,infinite,The main experiment item,yes,fp-subject-1.osexp,/Users/freyaportales/Documents,no,mono,no,18,no,white,no,no,768,legacy,1,1,/Users/freyaportales/Documents/fp-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,7802,NA,2310,NA,NA,7802,2,legacy,1024,2,48000,-16,experiment,SSHSS,1,odd,4927,NA,NA,NA,5919,2608,NA,NA,NA,2548,NA,7049,7182,14986,7011,7182,Flanker task,2,8489,2,yes,1024
100,100,3017.333333,3017.333333,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,0,2,0,0,0,2,0,2,2,2,2,2,2,Fri Sep 20 17:34:08 2019,infinite,The main experiment item,yes,fp-subject-1.osexp,/Users/freyaportales/Documents,no,mono,no,18,no,white,no,no,768,legacy,2,2,/Users/freyaportales/Documents/fp-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,563,NA,2310,NA,NA,563,2,legacy,1024,2,48000,-16,experiment,SSSSS,1,odd,4927,NA,NA,NA,15020,2608,NA,NA,NA,2548,NA,16146,16281,16846,16111,16281,Flanker task,3,9052,3,yes,1024
100,100,2376.25,2376.25,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,0,3,0,0,0,3,0,3,3,3,3,3,3,Fri Sep 20 17:34:08 2019,infinite,The main experiment item,yes,fp-subject-1.osexp,/Users/freyaportales/Documents,no,mono,no,18,no,white,no,no,768,legacy,3,3,/Users/freyaportales/Documents/fp-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,453,NA,2310,NA,NA,453,2,legacy,1024,2,48000,-16,experiment,HHHHH,1,odd,4927,NA,NA,NA,16880,2608,NA,NA,NA,2548,NA,18055,18193,18648,18000,18193,Flanker task,4,9505,4,yes,1024
100,100,2061,2061,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,0,4,0,0,0,4,0,4,4,4,4,4,4,Fri Sep 20 17:34:08 2019,infinite,The main experiment item,yes,fp-subject-1.osexp,/Users/freyaportales/Documents,no,mono,no,18,no,white,no,no,768,legacy,4,4,/Users/freyaportales/Documents/fp-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,800,NA,2310,NA,NA,800,2,legacy,1024,2,48000,-16,experiment,SSHSS,1,odd,4927,NA,NA,NA,18682,2608,NA,NA,NA,2548,NA,19810,19944,20746,19774,19944,Flanker task,5,10305,5,yes,1024
100,100,1820.666667,1820.666667,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,0,5,0,0,0,5,0,5,5,5,5,5,5,Fri Sep 20 17:34:08 2019,infinite,The main experiment item,yes,fp-subject-1.osexp,/Users/freyaportales/Documents,no,mono,no,18,no,white,no,no,768,legacy,5,5,/Users/freyaportales/Documents/fp-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,619,NA,2310,NA,NA,619,2,legacy,1024,2,48000,-16,experiment,SSHSS,1,odd,4927,NA,NA,NA,20781,2608,NA,NA,NA,2548,NA,21911,22043,22663,21875,22043,Flanker task,6,10924,6,yes,1024
100,100,1633.428571,1633.428571,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,0,6,0,0,0,6,0,6,6,6,6,6,6,Fri Sep 20 17:34:08 2019,infinite,The main experiment item,yes,fp-subject-1.osexp,/Users/freyaportales/Documents,no,mono,no,18,no,white,no,no,768,legacy,6,6,/Users/freyaportales/Documents/fp-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,510,NA,2310,NA,NA,510,2,legacy,1024,2,48000,-16,experiment,HHHHH,1,odd,4927,NA,NA,NA,22697,2608,NA,NA,NA,2548,NA,23815,23948,24459,23783,23947,Flanker task,7,11434,7,yes,1024
100,100,1536.875,1536.875,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,0,7,0,0,0,7,0,7,7,7,7,7,7,Fri Sep 20 17:34:08 2019,infinite,The main experiment item,yes,fp-subject-1.osexp,/Users/freyaportales/Documents,no,mono,no,18,no,white,no,no,768,legacy,7,7,/Users/freyaportales/Documents/fp-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,861,NA,2310,NA,NA,861,2,legacy,1024,2,48000,-16,experiment,SSSSS,1,odd,4927,NA,NA,NA,24493,2608,NA,NA,NA,2548,NA,25605,25737,26599,25573,25737,Flanker task,8,12295,8,yes,1024
100,100,1431.666667,1431.666667,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,0,8,0,0,0,8,0,8,8,8,8,8,8,Fri Sep 20 17:34:08 2019,infinite,The main experiment item,yes,fp-subject-1.osexp,/Users/freyaportales/Documents,no,mono,no,18,no,white,no,no,768,legacy,8,8,/Users/freyaportales/Documents/fp-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,590,NA,2310,NA,NA,590,2,legacy,1024,2,48000,-16,experiment,HHSHH,1,odd,4927,NA,NA,NA,26635,2608,NA,NA,NA,2548,NA,27751,27884,28475,27719,27884,Flanker task,9,12885,9,yes,1024
100,100,1339.8,1339.8,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,0,9,0,0,0,9,0,9,9,9,9,9,9,Fri Sep 20 17:34:08 2019,infinite,The main experiment item,yes,fp-subject-1.osexp,/Users/freyaportales/Documents,no,mono,no,18,no,white,no,no,768,legacy,9,9,/Users/freyaportales/Documents/fp-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,513,NA,2310,NA,NA,513,2,legacy,1024,2,48000,-16,experiment,HHHHH,1,odd,4927,NA,NA,NA,28510,2608,NA,NA,NA,2548,NA,29623,29756,30270,29591,29755,Flanker task,10,13398,10,yes,1024
100,100,1266.909091,1266.909091,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,0,10,0,0,0,10,0,10,10,10,10,10,10,Fri Sep 20 17:34:08 2019,infinite,The main experiment item,yes,fp-subject-1.osexp,/Users/freyaportales/Documents,no,mono,no,18,no,white,no,no,768,legacy,10,10,/Users/freyaportales/Documents/fp-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,538,NA,2310,NA,NA,538,2,legacy,1024,2,48000,-16,experiment,HHHHH,1,odd,4927,NA,NA,NA,30305,2608,NA,NA,NA,2548,NA,31418,31550,32089,31386,31550,Flanker task,11,13936,11,yes,1024
100,100,1203.5,1203.5,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,0,11,0,0,0,11,0,11,11,11,11,11,11,Fri Sep 20 17:34:08 2019,infinite,The main experiment item,yes,fp-subject-1.osexp,/Users/freyaportales/Documents,no,mono,no,18,no,white,no,no,768,legacy,11,11,/Users/freyaportales/Documents/fp-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,506,NA,2310,NA,NA,506,2,legacy,1024,2,48000,-16,experiment,SSSSS,1,odd,4927,NA,NA,NA,32124,2608,NA,NA,NA,2548,NA,33244,33377,33885,33212,33377,Flanker task,12,14442,12,yes,1024
100,100,1153.230769,1153.230769,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,0,12,0,0,0,12,0,12,12,12,12,12,12,Fri Sep 20 17:34:08 2019,infinite,The main experiment item,yes,fp-subject-1.osexp,/Users/freyaportales/Documents,no,mono,no,18,no,white,no,no,768,legacy,12,12,/Users/freyaportales/Documents/fp-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,550,NA,2310,NA,NA,550,2,legacy,1024,2,48000,-16,experiment,HHHHH,1,odd,4927,NA,NA,NA,33933,2608,NA,NA,NA,2548,NA,35045,35179,35730,35014,35178,Flanker task,13,14992,13,yes,1024
100,100,1113.357143,1113.357143,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,0,13,0,0,0,13,0,13,13,13,13,13,13,Fri Sep 20 17:34:08 2019,infinite,The main experiment item,yes,fp-subject-1.osexp,/Users/freyaportales/Documents,no,mono,no,18,no,white,no,no,768,legacy,13,13,/Users/freyaportales/Documents/fp-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,595,NA,2310,NA,NA,595,2,legacy,1024,2,48000,-16,experiment,SSHSS,1,odd,4927,NA,NA,NA,35769,2608,NA,NA,NA,2548,NA,36888,37019,37615,36855,37019,Flanker task,14,15587,14,yes,1024
100,100,1071.866667,1071.866667,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,0,14,0,0,0,14,0,14,14,14,14,14,14,Fri Sep 20 17:34:08 2019,infinite,The main experiment item,yes,fp-subject-1.osexp,/Users/freyaportales/Documents,no,mono,no,18,no,white,no,no,768,legacy,14,14,/Users/freyaportales/Documents/fp-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,491,NA,2310,NA,NA,491,2,legacy,1024,2,48000,-16,experiment,HHHHH,1,odd,4927,NA,NA,NA,37650,2608,NA,NA,NA,2548,NA,38767,38900,39392,38731,38900,Flanker task,15,16078,15,yes,1024
100,100,1037.6875,1037.6875,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,0,15,0,0,0,15,0,15,15,15,15,15,15,Fri Sep 20 17:34:08 2019,infinite,The main experiment item,yes,fp-subject-1.osexp,/Users/freyaportales/Documents,no,mono,no,18,no,white,no,no,768,legacy,15,15,/Users/freyaportales/Documents/fp-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,525,NA,2310,NA,NA,525,2,legacy,1024,2,48000,-16,experiment,SSSSS,1,odd,4927,NA,NA,NA,39426,2608,NA,NA,NA,2548,NA,40538,40671,41197,40507,40671,Flanker task,16,16603,16,yes,1024
100,100,1006.647059,1006.647059,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,0,16,0,0,0,16,0,16,16,16,16,16,16,Fri Sep 20 17:34:08 2019,infinite,The main experiment item,yes,fp-subject-1.osexp,/Users/freyaportales/Documents,no,mono,no,18,no,white,no,no,768,legacy,16,16,/Users/freyaportales/Documents/fp-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,510,NA,2310,NA,NA,510,2,legacy,1024,2,48000,-16,experiment,HHSHH,1,odd,4927,NA,NA,NA,41235,2608,NA,NA,NA,2548,NA,42359,42491,43002,42327,42491,Flanker task,17,17113,17,yes,1024
100,100,981.4444444,981.4444444,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,0,17,0,0,0,17,0,17,17,17,17,17,17,Fri Sep 20 17:34:08 2019,infinite,The main experiment item,yes,fp-subject-1.osexp,/Users/freyaportales/Documents,no,mono,no,18,no,white,no,no,768,legacy,17,17,/Users/freyaportales/Documents/fp-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,553,NA,2310,NA,NA,553,2,legacy,1024,2,48000,-16,experiment,HHHHH,1,odd,4927,NA,NA,NA,43037,2608,NA,NA,NA,2548,NA,44150,44283,44837,44118,44283,Flanker task,18,17666,18,yes,1024
100,100,954.6842105,954.6842105,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,0,18,0,0,0,18,0,18,18,18,18,18,18,Fri Sep 20 17:34:08 2019,infinite,The main experiment item,yes,fp-subject-1.osexp,/Users/freyaportales/Documents,no,mono,no,18,no,white,no,no,768,legacy,18,18,/Users/freyaportales/Documents/fp-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,473,NA,2310,NA,NA,473,2,legacy,1024,2,48000,-16,experiment,HHSHH,1,odd,4927,NA,NA,NA,44881,2608,NA,NA,NA,2548,NA,45998,46130,46604,45966,46130,Flanker task,19,18139,19,yes,1024
100,100,928.45,928.45,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,0,19,0,0,0,19,0,19,19,19,19,19,19,Fri Sep 20 17:34:08 2019,infinite,The main experiment item,yes,fp-subject-1.osexp,/Users/freyaportales/Documents,no,mono,no,18,no,white,no,no,768,legacy,19,19,/Users/freyaportales/Documents/fp-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,430,NA,2310,NA,NA,430,2,legacy,1024,2,48000,-16,experiment,HHSHH,1,odd,4927,NA,NA,NA,46638,2608,NA,NA,NA,2548,NA,47751,47885,48316,47718,47884,Flanker task,20,18569,20,yes,1024
100,100,913.5714286,913.5714286,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,0,20,0,0,0,20,0,20,20,20,20,20,20,Fri Sep 20 17:34:08 2019,infinite,The main experiment item,yes,fp-subject-1.osexp,/Users/freyaportales/Documents,no,mono,no,18,no,white,no,no,768,legacy,20,20,/Users/freyaportales/Documents/fp-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,616,NA,2310,NA,NA,616,2,legacy,1024,2,48000,-16,experiment,SSHSS,1,odd,4927,NA,NA,NA,48352,2608,NA,NA,NA,2548,NA,49471,49604,50222,49440,49604,Flanker task,21,19185,21,yes,1024
100,100,896.5,896.5,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,0,21,0,0,0,21,0,21,21,21,21,21,21,Fri Sep 20 17:34:08 2019,infinite,The main experiment item,yes,fp-subject-1.osexp,/Users/freyaportales/Documents,no,mono,no,18,no,white,no,no,768,legacy,21,21,/Users/freyaportales/Documents/fp-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,538,NA,2310,NA,NA,538,2,legacy,1024,2,48000,-16,experiment,HHSHH,1,odd,4927,NA,NA,NA,50256,2608,NA,NA,NA,2548,NA,51369,51501,52042,51337,51501,Flanker task,22,19723,22,yes,1024
100,100,876.6521739,876.6521739,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,0,22,0,0,0,22,0,22,22,22,22,22,22,Fri Sep 20 17:34:08 2019,infinite,The main experiment item,yes,fp-subject-1.osexp,/Users/freyaportales/Documents,no,mono,no,18,no,white,no,no,768,legacy,22,22,/Users/freyaportales/Documents/fp-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,440,NA,2310,NA,NA,440,2,legacy,1024,2,48000,-16,experiment,HHSHH,1,odd,4927,NA,NA,NA,52078,2608,NA,NA,NA,2548,NA,53190,53323,53765,53158,53323,Flanker task,23,20163,23,yes,1024
100,100,858.7916667,858.7916667,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,0,23,0,0,0,23,0,23,23,23,23,23,23,Fri Sep 20 17:34:08 2019,infinite,The main experiment item,yes,fp-subject-1.osexp,/Users/freyaportales/Documents,no,mono,no,18,no,white,no,no,768,legacy,23,23,/Users/freyaportales/Documents/fp-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,448,NA,2310,NA,NA,448,2,legacy,1024,2,48000,-16,experiment,SSSSS,1,odd,4927,NA,NA,NA,53802,2608,NA,NA,NA,2548,NA,54922,55055,55505,54890,55054,Flanker task,24,20611,24,yes,1024
100,100,847.88,847.88,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,0,24,0,0,0,24,0,24,24,24,24,24,24,Fri Sep 20 17:34:08 2019,infinite,The main experiment item,yes,fp-subject-1.osexp,/Users/freyaportales/Documents,no,mono,no,18,no,white,no,no,768,legacy,24,24,/Users/freyaportales/Documents/fp-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,586,NA,2310,NA,NA,586,2,legacy,1024,2,48000,-16,experiment,HHSHH,1,odd,4927,NA,NA,NA,55540,2608,NA,NA,NA,2548,NA,56653,56785,57373,56621,56785,Flanker task,25,21197,25,yes,1024
100,100,835.3846154,835.3846154,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,0,25,0,0,0,25,0,25,25,25,25,25,25,Fri Sep 20 17:34:08 2019,infinite,The main experiment item,yes,fp-subject-1.osexp,/Users/freyaportales/Documents,no,mono,no,18,no,white,no,no,768,legacy,25,25,/Users/freyaportales/Documents/fp-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,523,NA,2310,NA,NA,523,2,legacy,1024,2,48000,-16,experiment,HHSHH,1,odd,4927,NA,NA,NA,57408,2608,NA,NA,NA,2548,NA,58524,58656,59181,58493,58656,Flanker task,26,21720,26,yes,1024
