acc,accuracy,average_response_time,avg_rt,background,canvas_backend,clock_backend,color_backend,compensation,condition,coordinates,correct,correct_instructions1,correct_keyboard_response,correct_response,count_ISI,count_block1,count_block2,count_block3,count_errorfeedback,count_experiment,count_faster,count_finish,count_fixation,count_instructions1,count_instructions2,count_instructions3,count_keyboard_response,count_logger,count_sequence,count_stimulus,datetime,deadline,description,disable_garbage_collection,experiment_file,experiment_path,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,keyboard_backend,live_row,live_row_block1,logfile,mouse_backend,opensesame_codename,opensesame_version,repeat_cycle,response,response_finish,response_instructions1,response_instructions2,response_instructions3,response_keyboard_response,response_time,response_time_finish,response_time_instructions1,response_time_instructions2,response_time_instructions3,response_time_keyboard_response,round_decimals,sampler_backend,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,stimulus,subject_nr,subject_parity,time_ISI,time_block1,time_block2,time_block3,time_errorfeedback,time_experiment,time_faster,time_finish,time_fixation,time_instructions1,time_instructions2,time_instructions3,time_keyboard_response,time_logger,time_sequence,time_stimulus,title,total_correct,total_response_time,total_responses,uniform_coordinates,width
100,100,511,511,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9/26/19 13:08,1500,The main experiment item,yes,FlankertaskSL.osexp,C:/Users/Sarah Linan/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,0,0,C:/Users/Sarah Linan/Desktop/SL-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,511,NA,2226,NA,NA,511,2,legacy,1024,2,48000,-16,experiment,SSSSS,1,odd,NA,4173,NA,NA,NA,1940,NA,NA,4286,1946,NA,NA,4388,4899,4283,4388,Flanker task SL,1,511,1,yes,1024
100,100,597.5,597.5,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,1,0,0,0,1,0,1,0,1,0,0,0,1,1,1,1,9/26/19 13:08,1500,The main experiment item,yes,FlankertaskSL.osexp,C:/Users/Sarah Linan/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,1,1,C:/Users/Sarah Linan/Desktop/SL-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,684,NA,2226,NA,NA,684,2,legacy,1024,2,48000,-16,experiment,SSHSS,1,odd,5013,4173,NA,NA,NA,1940,NA,NA,6101,1946,NA,NA,6203,6888,6098,6203,Flanker task SL,2,1195,2,yes,1024
100,100,582,582,black,legacy,legacy,legacy,0,incongruent ,uniform,1,undefined,1,s,2,0,0,0,2,0,2,0,2,0,0,0,2,2,2,2,9/26/19 13:08,1500,The main experiment item,yes,FlankertaskSL.osexp,C:/Users/Sarah Linan/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,2,2,C:/Users/Sarah Linan/Desktop/SL-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,551,NA,2226,NA,NA,551,2,legacy,1024,2,48000,-16,experiment,HHSHH,1,odd,6980,4173,NA,NA,NA,1940,NA,NA,8091,1946,NA,NA,8194,8746,8088,8194,Flanker task SL,3,1746,3,yes,1024
100,100,567.25,567.25,black,legacy,legacy,legacy,0,incongruent ,uniform,1,undefined,1,s,3,0,0,0,3,0,3,0,3,0,0,0,3,3,3,3,9/26/19 13:08,1500,The main experiment item,yes,FlankertaskSL.osexp,C:/Users/Sarah Linan/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,3,3,C:/Users/Sarah Linan/Desktop/SL-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,523,NA,2226,NA,NA,523,2,legacy,1024,2,48000,-16,experiment,HHSHH,1,odd,8833,4173,NA,NA,NA,1940,NA,NA,9922,1946,NA,NA,10025,10548,9920,10025,Flanker task SL,4,2269,4,yes,1024
100,100,535.2,535.2,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,4,0,0,0,4,0,4,0,4,0,0,0,4,4,4,4,9/26/19 13:08,1500,The main experiment item,yes,FlankertaskSL.osexp,C:/Users/Sarah Linan/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,4,4,C:/Users/Sarah Linan/Desktop/SL-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,407,NA,2226,NA,NA,407,2,legacy,1024,2,48000,-16,experiment,HHHHH,1,odd,10632,4173,NA,NA,NA,1940,NA,NA,11737,1946,NA,NA,11839,12247,11734,11839,Flanker task SL,5,2676,5,yes,1024
100,100,526.8333333,526.8333333,black,legacy,legacy,legacy,0,incongruent ,uniform,1,undefined,1,s,5,0,0,0,5,0,5,0,5,0,0,0,5,5,5,5,9/26/19 13:08,1500,The main experiment item,yes,FlankertaskSL.osexp,C:/Users/Sarah Linan/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,5,5,C:/Users/Sarah Linan/Desktop/SL-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,485,NA,2226,NA,NA,485,2,legacy,1024,2,48000,-16,experiment,HHSHH,1,odd,12329,4173,NA,NA,NA,1940,NA,NA,13448,1946,NA,NA,13550,14036,13445,13550,Flanker task SL,6,3161,6,yes,1024
100,100,510.8571429,510.8571429,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,6,0,0,0,6,0,6,0,6,0,0,0,6,6,6,6,9/26/19 13:08,1500,The main experiment item,yes,FlankertaskSL.osexp,C:/Users/Sarah Linan/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,6,6,C:/Users/Sarah Linan/Desktop/SL-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,415,NA,2226,NA,NA,415,2,legacy,1024,2,48000,-16,experiment,SSSSS,1,odd,14124,4173,NA,NA,NA,1940,NA,NA,15217,1946,NA,NA,15319,15735,15214,15319,Flanker task SL,7,3576,7,yes,1024
100,100,509.75,509.75,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,7,0,0,0,7,0,7,0,7,0,0,0,7,7,7,7,9/26/19 13:08,1500,The main experiment item,yes,FlankertaskSL.osexp,C:/Users/Sarah Linan/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,7,7,C:/Users/Sarah Linan/Desktop/SL-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,502,NA,2226,NA,NA,502,2,legacy,1024,2,48000,-16,experiment,HHHHH,1,odd,15825,4173,NA,NA,NA,1940,NA,NA,16923,1946,NA,NA,17025,17528,16920,17025,Flanker task SL,8,4078,8,yes,1024
100,100,511.4444444,511.4444444,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,8,0,0,0,8,0,8,0,8,0,0,0,8,8,8,8,9/26/19 13:08,1500,The main experiment item,yes,FlankertaskSL.osexp,C:/Users/Sarah Linan/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,8,8,C:/Users/Sarah Linan/Desktop/SL-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,525,NA,2226,NA,NA,525,2,legacy,1024,2,48000,-16,experiment,SSSSS,1,odd,17610,4173,NA,NA,NA,1940,NA,NA,18704,1946,NA,NA,18806,19332,18701,18806,Flanker task SL,9,4603,9,yes,1024
100,100,511.8,511.8,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,9,0,0,0,9,0,9,0,9,0,0,0,9,9,9,9,9/26/19 13:08,1500,The main experiment item,yes,FlankertaskSL.osexp,C:/Users/Sarah Linan/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,9,9,C:/Users/Sarah Linan/Desktop/SL-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,515,NA,2226,NA,NA,515,2,legacy,1024,2,48000,-16,experiment,SSHSS,1,odd,19382,4173,NA,NA,NA,1940,NA,NA,20468,1946,NA,NA,20570,21086,20465,20570,Flanker task SL,10,5118,10,yes,1024
100,100,517.7272727,517.7272727,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,10,0,0,0,10,0,10,0,10,0,0,0,10,10,10,10,9/26/19 13:08,1500,The main experiment item,yes,FlankertaskSL.osexp,C:/Users/Sarah Linan/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,10,10,C:/Users/Sarah Linan/Desktop/SL-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,577,NA,2226,NA,NA,577,2,legacy,1024,2,48000,-16,experiment,SSHSS,1,odd,21171,4173,NA,NA,NA,1940,NA,NA,22270,1946,NA,NA,22372,22950,22267,22372,Flanker task SL,11,5695,11,yes,1024
100,100,518.6666667,518.6666667,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,11,0,0,0,11,0,11,0,11,0,0,0,11,11,11,11,9/26/19 13:08,1500,The main experiment item,yes,FlankertaskSL.osexp,C:/Users/Sarah Linan/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,11,11,C:/Users/Sarah Linan/Desktop/SL-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,529,NA,2226,NA,NA,529,2,legacy,1024,2,48000,-16,experiment,SSHSS,1,odd,23036,4173,NA,NA,NA,1940,NA,NA,24130,1946,NA,NA,24232,24761,24127,24232,Flanker task SL,12,6224,12,yes,1024
100,100,517.8461538,517.8461538,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,12,0,0,0,12,0,12,0,12,0,0,0,12,12,12,12,9/26/19 13:08,1500,The main experiment item,yes,FlankertaskSL.osexp,C:/Users/Sarah Linan/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,12,12,C:/Users/Sarah Linan/Desktop/SL-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,508,NA,2226,NA,NA,508,2,legacy,1024,2,48000,-16,experiment,SSHSS,1,odd,24845,4173,NA,NA,NA,1940,NA,NA,25950,1946,NA,NA,26052,26560,25947,26052,Flanker task SL,13,6732,13,yes,1024
100,100,519.1428571,519.1428571,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,13,0,0,0,13,0,13,0,13,0,0,0,13,13,13,13,9/26/19 13:08,1500,The main experiment item,yes,FlankertaskSL.osexp,C:/Users/Sarah Linan/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,13,13,C:/Users/Sarah Linan/Desktop/SL-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,536,NA,2226,NA,NA,536,2,legacy,1024,2,48000,-16,experiment,HHHHH,1,odd,26643,4173,NA,NA,NA,1940,NA,NA,27737,1946,NA,NA,27840,28376,27735,27840,Flanker task SL,14,7268,14,yes,1024
100,100,523.6,523.6,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,14,0,0,0,14,0,14,0,14,0,0,0,14,14,14,14,9/26/19 13:08,1500,The main experiment item,yes,FlankertaskSL.osexp,C:/Users/Sarah Linan/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,14,14,C:/Users/Sarah Linan/Desktop/SL-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,586,NA,2226,NA,NA,586,2,legacy,1024,2,48000,-16,experiment,SSHSS,1,odd,28461,4173,NA,NA,NA,1940,NA,NA,29559,1946,NA,NA,29661,30248,29556,29661,Flanker task SL,15,7854,15,yes,1024
100,100,516.9375,516.9375,black,legacy,legacy,legacy,0,incongruent ,uniform,1,undefined,1,s,15,0,0,0,15,0,15,0,15,0,0,0,15,15,15,15,9/26/19 13:08,1500,The main experiment item,yes,FlankertaskSL.osexp,C:/Users/Sarah Linan/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,15,15,C:/Users/Sarah Linan/Desktop/SL-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,417,NA,2226,NA,NA,417,2,legacy,1024,2,48000,-16,experiment,HHSHH,1,odd,30337,4173,NA,NA,NA,1940,NA,NA,31433,1946,NA,NA,31535,31953,31430,31535,Flanker task SL,16,8271,16,yes,1024
100,100,510,510,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,16,0,0,0,16,0,16,0,16,0,0,0,16,16,16,16,9/26/19 13:08,1500,The main experiment item,yes,FlankertaskSL.osexp,C:/Users/Sarah Linan/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,16,16,C:/Users/Sarah Linan/Desktop/SL-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,399,NA,2226,NA,NA,399,2,legacy,1024,2,48000,-16,experiment,SSHSS,1,odd,32045,4173,NA,NA,NA,1940,NA,NA,33149,1946,NA,NA,33251,33651,33146,33251,Flanker task SL,17,8670,17,yes,1024
94.44444444,94.44444444,500.3888889,500.3888889,black,legacy,legacy,legacy,0,incongruent,uniform,0,undefined,0,h,17,0,0,0,17,0,17,0,17,0,0,0,17,17,17,17,9/26/19 13:08,1500,The main experiment item,yes,FlankertaskSL.osexp,C:/Users/Sarah Linan/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,17,17,C:/Users/Sarah Linan/Desktop/SL-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,337,NA,2226,NA,NA,337,2,legacy,1024,2,48000,-16,experiment,SSHSS,1,odd,33742,4173,NA,NA,NA,1940,NA,NA,34839,1946,NA,NA,34941,35279,34836,34941,Flanker task SL,17,9007,18,yes,1024
94.73684211,94.73684211,500.6315789,500.6315789,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,18,0,0,0,18,0,18,0,18,0,0,0,18,18,18,18,9/26/19 13:08,1500,The main experiment item,yes,FlankertaskSL.osexp,C:/Users/Sarah Linan/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,18,18,C:/Users/Sarah Linan/Desktop/SL-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,505,NA,2226,NA,NA,505,2,legacy,1024,2,48000,-16,experiment,SSHSS,1,odd,35820,4173,NA,NA,35318,1940,NA,NA,36912,1946,NA,NA,37016,37521,36909,37016,Flanker task SL,18,9512,19,yes,1024
95,95,507.55,507.55,black,legacy,legacy,legacy,0,incongruent ,uniform,1,undefined,1,s,19,0,0,0,19,0,19,0,19,0,0,0,19,19,19,19,9/26/19 13:08,1500,The main experiment item,yes,FlankertaskSL.osexp,C:/Users/Sarah Linan/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,19,19,C:/Users/Sarah Linan/Desktop/SL-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,639,NA,2226,NA,NA,639,2,legacy,1024,2,48000,-16,experiment,HHSHH,1,odd,37604,4173,NA,NA,35318,1940,NA,NA,38713,1946,NA,NA,38815,39454,38710,38815,Flanker task SL,19,10151,20,yes,1024
95.23809524,95.23809524,507.2857143,507.2857143,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,20,0,0,0,20,0,20,0,20,0,0,0,20,20,20,20,9/26/19 13:08,1500,The main experiment item,yes,FlankertaskSL.osexp,C:/Users/Sarah Linan/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,20,20,C:/Users/Sarah Linan/Desktop/SL-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,502,NA,2226,NA,NA,502,2,legacy,1024,2,48000,-16,experiment,HHHHH,1,odd,39545,4173,NA,NA,35318,1940,NA,NA,40637,1946,NA,NA,40739,41242,40634,40739,Flanker task SL,20,10653,21,yes,1024
95.45454545,95.45454545,506.0454545,506.0454545,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,21,0,0,0,21,0,21,0,21,0,0,0,21,21,21,21,9/26/19 13:08,1500,The main experiment item,yes,FlankertaskSL.osexp,C:/Users/Sarah Linan/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,21,21,C:/Users/Sarah Linan/Desktop/SL-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,480,NA,2226,NA,NA,480,2,legacy,1024,2,48000,-16,experiment,SSSSS,1,odd,41332,4173,NA,NA,35318,1940,NA,NA,42428,1946,NA,NA,42530,43011,42425,42530,Flanker task SL,21,11133,22,yes,1024
95.65217391,95.65217391,513.5652174,513.5652174,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,22,0,0,0,22,0,22,0,22,0,0,0,22,22,22,22,9/26/19 13:08,1500,The main experiment item,yes,FlankertaskSL.osexp,C:/Users/Sarah Linan/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,22,22,C:/Users/Sarah Linan/Desktop/SL-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,679,NA,2226,NA,NA,679,2,legacy,1024,2,48000,-16,experiment,SSSSS,1,odd,43038,4173,NA,NA,35318,1940,NA,NA,44130,1946,NA,NA,44232,44912,44127,44232,Flanker task SL,22,11812,23,yes,1024
95.83333333,95.83333333,517.0833333,517.0833333,black,legacy,legacy,legacy,0,incongruent ,uniform,1,undefined,1,s,23,0,0,0,23,0,23,0,23,0,0,0,23,23,23,23,9/26/19 13:08,1500,The main experiment item,yes,FlankertaskSL.osexp,C:/Users/Sarah Linan/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,23,23,C:/Users/Sarah Linan/Desktop/SL-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,598,NA,2226,NA,NA,598,2,legacy,1024,2,48000,-16,experiment,HHSHH,1,odd,45004,4173,NA,NA,35318,1940,NA,NA,46112,1946,NA,NA,46214,46813,46109,46214,Flanker task SL,23,12410,24,yes,1024
