acc,accuracy,average_response_time,avg_rt,background,canvas_backend,clock_backend,color_backend,compensation,condition,coordinates,correct,correct_instructions1,correct_keyboard_response,correct_response,count_Block1,count_Block2,count_Block3,count_ISI,count_errorFeedback,count_experiment,count_faster,count_finish,count_fixation,count_instructions1,count_instructions2,count_instructions3,count_keyboard_response,count_logger,count_sequence,count_stimulus,datetime,deadline,description,disable_garbage_collection,experiment_file,experiment_path,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,keyboard_backend,live_row,live_row_Block1,logfile,mouse_backend,opensesame_codename,opensesame_version,repeat_cycle,response,response_finish,response_instructions1,response_instructions2,response_instructions3,response_keyboard_response,response_time,response_time_finish,response_time_instructions1,response_time_instructions2,response_time_instructions3,response_time_keyboard_response,round_decimals,sampler_backend,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,stimulus,subject_nr,subject_parity,time_Block1,time_Block2,time_Block3,time_ISI,time_errorFeedback,time_experiment,time_faster,time_finish,time_fixation,time_instructions1,time_instructions2,time_instructions3,time_keyboard_response,time_logger,time_sequence,time_stimulus,title,total_correct,total_response_time,total_responses,uniform_coordinates,width
100,100,778,778,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9/29/19 20:07,1500,The main experiment item,yes,FlankerExperiment.osexp,E:\Classwork\AQMAED,no,mono,no,18,no,white,no,yes,768,legacy,0,0,E:/Classwork/AQMAED/CH-subject-3.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,778,NA,33788,NA,NA,778,2,legacy,1024,2,48000,-16,experiment,HHSHH,3,odd,36406,NA,NA,NA,NA,2615,NA,NA,36489,2618,NA,NA,36593,37372,36487,36592,Flanker Experiment,1,778,1,yes,1024
100,100,731,731,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,1,9/29/19 20:07,1500,The main experiment item,yes,FlankerExperiment.osexp,E:\Classwork\AQMAED,no,mono,no,18,no,white,no,yes,768,legacy,1,1,E:/Classwork/AQMAED/CH-subject-3.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,684,NA,33788,NA,NA,684,2,legacy,1024,2,48000,-16,experiment,SSHSS,3,odd,36406,NA,NA,37400,NA,2615,NA,NA,38601,2618,NA,NA,38704,39389,38596,38703,Flanker Experiment,2,1462,2,yes,1024
100,100,675,675,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,2,2,0,2,0,2,0,0,0,2,2,2,2,9/29/19 20:07,1500,The main experiment item,yes,FlankerExperiment.osexp,E:\Classwork\AQMAED,no,mono,no,18,no,white,no,yes,768,legacy,2,2,E:/Classwork/AQMAED/CH-subject-3.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,563,NA,33788,NA,NA,563,2,legacy,1024,2,48000,-16,experiment,HHSHH,3,odd,36406,NA,NA,39404,NA,2615,NA,NA,40583,2618,NA,NA,40687,41251,40578,40687,Flanker Experiment,3,2025,3,yes,1024
100,100,667.25,667.25,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,3,3,0,3,0,3,0,0,0,3,3,3,3,9/29/19 20:07,1500,The main experiment item,yes,FlankerExperiment.osexp,E:\Classwork\AQMAED,no,mono,no,18,no,white,no,yes,768,legacy,3,3,E:/Classwork/AQMAED/CH-subject-3.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,644,NA,33788,NA,NA,644,2,legacy,1024,2,48000,-16,experiment,SSHSS,3,odd,36406,NA,NA,41259,NA,2615,NA,NA,42444,2618,NA,NA,42548,43193,42440,42547,Flanker Experiment,4,2669,4,yes,1024
100,100,668,668,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,4,4,0,4,0,4,0,0,0,4,4,4,4,9/29/19 20:07,1500,The main experiment item,yes,FlankerExperiment.osexp,E:\Classwork\AQMAED,no,mono,no,18,no,white,no,yes,768,legacy,4,4,E:/Classwork/AQMAED/CH-subject-3.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,671,NA,33788,NA,NA,671,2,legacy,1024,2,48000,-16,experiment,HHHHH,3,odd,36406,NA,NA,43202,NA,2615,NA,NA,44428,2618,NA,NA,44532,45204,44425,44532,Flanker Experiment,5,3340,5,yes,1024
83.33333333,83.33333333,623.6666667,623.6666667,black,legacy,legacy,legacy,0,incongruent,uniform,0,undefined,0,h,0,0,0,5,5,0,5,0,5,0,0,0,5,5,5,5,9/29/19 20:07,1500,The main experiment item,yes,FlankerExperiment.osexp,E:\Classwork\AQMAED,no,mono,no,18,no,white,no,yes,768,legacy,5,5,E:/Classwork/AQMAED/CH-subject-3.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,402,NA,33788,NA,NA,402,2,legacy,1024,2,48000,-16,experiment,SSHSS,3,odd,36406,NA,NA,45214,NA,2615,NA,NA,46408,2618,NA,NA,46513,46916,46403,46513,Flanker Experiment,5,3742,6,yes,1024
85.71428571,85.71428571,627.7142857,627.7142857,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,6,6,0,6,0,6,0,0,0,6,6,6,6,9/29/19 20:07,1500,The main experiment item,yes,FlankerExperiment.osexp,E:\Classwork\AQMAED,no,mono,no,18,no,white,no,yes,768,legacy,6,6,E:/Classwork/AQMAED/CH-subject-3.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,652,NA,33788,NA,NA,652,2,legacy,1024,2,48000,-16,experiment,SSSSS,3,odd,36406,NA,NA,47432,46929,2615,NA,NA,48641,2618,NA,NA,48745,49398,48635,48745,Flanker Experiment,6,4394,7,yes,1024
87.5,87.5,614.125,614.125,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,7,7,0,7,0,7,0,0,0,7,7,7,7,9/29/19 20:07,1500,The main experiment item,yes,FlankerExperiment.osexp,E:\Classwork\AQMAED,no,mono,no,18,no,white,no,yes,768,legacy,7,7,E:/Classwork/AQMAED/CH-subject-3.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,519,NA,33788,NA,NA,519,2,legacy,1024,2,48000,-16,experiment,HHSHH,3,odd,36406,NA,NA,49409,46929,2615,NA,NA,50556,2618,NA,NA,50660,51180,50553,50660,Flanker Experiment,7,4913,8,yes,1024
88.88888889,88.88888889,589.4444444,589.4444444,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,8,8,0,8,0,8,0,0,0,8,8,8,8,9/29/19 20:07,1500,The main experiment item,yes,FlankerExperiment.osexp,E:\Classwork\AQMAED,no,mono,no,18,no,white,no,yes,768,legacy,8,8,E:/Classwork/AQMAED/CH-subject-3.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,392,NA,33788,NA,NA,392,2,legacy,1024,2,48000,-16,experiment,HHSHH,3,odd,36406,NA,NA,51190,46929,2615,NA,NA,52380,2618,NA,NA,52484,52877,52377,52484,Flanker Experiment,8,5305,9,yes,1024
90,90,576.3,576.3,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,9,9,0,9,0,9,0,0,0,9,9,9,9,9/29/19 20:07,1500,The main experiment item,yes,FlankerExperiment.osexp,E:\Classwork\AQMAED,no,mono,no,18,no,white,no,yes,768,legacy,9,9,E:/Classwork/AQMAED/CH-subject-3.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,458,NA,33788,NA,NA,458,2,legacy,1024,2,48000,-16,experiment,SSSSS,3,odd,36406,NA,NA,52890,46929,2615,NA,NA,54117,2618,NA,NA,54221,54679,54112,54221,Flanker Experiment,9,5763,10,yes,1024
