acc,accuracy,average_response_time,avg_rt,background,canvas_backend,clock_backend,color_backend,compensation,condition,coordinates,correct,correct_instructions1,correct_keyboard_response,correct_response,count_Block1,count_Block2,count_Block3,count_ISI,count_errorFeedback,count_experiment,count_faster,count_finish,count_fixation,count_getting_started,count_instructions1,count_instructions2,count_instructions3,count_keyboard_response,count_new_logger,count_new_sketchpad,count_sequence,count_stimulus,datetime,deadline,description,disable_garbage_collection,experiment_file,experiment_path,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,keyboard_backend,live_row,live_row_Block1,logfile,mouse_backend,opensesame_codename,opensesame_version,repeat_cycle,response,response_finish,response_instructions1,response_instructions2,response_instructions3,response_keyboard_response,response_new_sketchpad,response_time,response_time_finish,response_time_instructions1,response_time_instructions2,response_time_instructions3,response_time_keyboard_response,response_time_new_sketchpad,round_decimals,sampler_backend,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,stimulus,subject_nr,subject_parity,time_Block1,time_Block2,time_Block3,time_ISI,time_errorFeedback,time_experiment,time_faster,time_finish,time_fixation,time_getting_started,time_instructions1,time_instructions2,time_instructions3,time_keyboard_response,time_new_logger,time_new_sketchpad,time_sequence,time_stimulus,title,total_correct,total_response_time,total_responses,uniform_coordinates,width
100,100,1020,1020,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,Sat Sep 28 15:16:31 2019,1500,The main experiment item,yes,FlankerTask.osexp,/Users/danielrazo0311/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,0,0,/Users/danielrazo0311/Desktop/subject-3.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,NA,1020,NA,56743,NA,NA,1020,NA,2,legacy,1024,2,48000,-16,experiment,HHSHH,3,odd,63389,NA,NA,NA,NA,6538,NA,NA,63568,NA,6561,NA,NA,63683,64705,NA,63555,63682,Flanker Task,1,1020,1,yes,1024
100,100,792,792,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,NA,1,1,Sat Sep 28 15:16:31 2019,1500,The main experiment item,yes,FlankerTask.osexp,/Users/danielrazo0311/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,1,1,/Users/danielrazo0311/Desktop/subject-3.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,NA,564,NA,56743,NA,NA,564,NA,2,legacy,1024,2,48000,-16,experiment,SSSSS,3,odd,63389,NA,NA,64729,NA,6538,NA,NA,65873,NA,6561,NA,NA,65987,66553,NA,65860,65986,Flanker Task,2,1584,2,yes,1024
100,100,710,710,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,2,2,0,2,0,2,0,0,0,0,2,2,NA,2,2,Sat Sep 28 15:16:31 2019,1500,The main experiment item,yes,FlankerTask.osexp,/Users/danielrazo0311/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,2,2,/Users/danielrazo0311/Desktop/subject-3.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,NA,546,NA,56743,NA,NA,546,NA,2,legacy,1024,2,48000,-16,experiment,HHSHH,3,odd,63389,NA,NA,66569,NA,6538,NA,NA,67700,NA,6561,NA,NA,67813,68361,NA,67687,67813,Flanker Task,3,2130,3,yes,1024
100,100,677.25,677.25,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,3,3,0,3,0,3,0,0,0,0,3,3,NA,3,3,Sat Sep 28 15:16:31 2019,1500,The main experiment item,yes,FlankerTask.osexp,/Users/danielrazo0311/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,3,3,/Users/danielrazo0311/Desktop/subject-3.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,NA,579,NA,56743,NA,NA,579,NA,2,legacy,1024,2,48000,-16,experiment,HHHHH,3,odd,63389,NA,NA,68376,NA,6538,NA,NA,69506,NA,6561,NA,NA,69620,70201,NA,69494,69619,Flanker Task,4,2709,4,yes,1024
100,100,628.4,628.4,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,4,4,0,4,0,4,0,0,0,0,4,4,NA,4,4,Sat Sep 28 15:16:31 2019,1500,The main experiment item,yes,FlankerTask.osexp,/Users/danielrazo0311/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,4,4,/Users/danielrazo0311/Desktop/subject-3.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,NA,433,NA,56743,NA,NA,433,NA,2,legacy,1024,2,48000,-16,experiment,HHSHH,3,odd,63389,NA,NA,70216,NA,6538,NA,NA,71348,NA,6561,NA,NA,71463,71898,NA,71336,71463,Flanker Task,5,3142,5,yes,1024
100,100,604,604,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,5,5,0,5,0,5,0,0,0,0,5,5,NA,5,5,Sat Sep 28 15:16:31 2019,1500,The main experiment item,yes,FlankerTask.osexp,/Users/danielrazo0311/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,5,5,/Users/danielrazo0311/Desktop/subject-3.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,NA,482,NA,56743,NA,NA,482,NA,2,legacy,1024,2,48000,-16,experiment,SSSSS,3,odd,63389,NA,NA,71914,NA,6538,NA,NA,73043,NA,6561,NA,NA,73157,73641,NA,73030,73156,Flanker Task,6,3624,6,yes,1024
100,100,590,590,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,6,6,0,6,0,6,0,0,0,0,6,6,NA,6,6,Sat Sep 28 15:16:31 2019,1500,The main experiment item,yes,FlankerTask.osexp,/Users/danielrazo0311/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,6,6,/Users/danielrazo0311/Desktop/subject-3.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,NA,506,NA,56743,NA,NA,506,NA,2,legacy,1024,2,48000,-16,experiment,HHHHH,3,odd,63389,NA,NA,73656,NA,6538,NA,NA,74788,NA,6561,NA,NA,74901,75409,NA,74774,74901,Flanker Task,7,4130,7,yes,1024
100,100,576.5,576.5,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,7,7,0,7,0,7,0,0,0,0,7,7,NA,7,7,Sat Sep 28 15:16:31 2019,1500,The main experiment item,yes,FlankerTask.osexp,/Users/danielrazo0311/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,7,7,/Users/danielrazo0311/Desktop/subject-3.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,NA,482,NA,56743,NA,NA,482,NA,2,legacy,1024,2,48000,-16,experiment,SSSSS,3,odd,63389,NA,NA,75461,NA,6538,NA,NA,76591,NA,6561,NA,NA,76709,77193,NA,76579,76709,Flanker Task,8,4612,8,yes,1024
100,100,575.4444444,575.4444444,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,8,8,0,8,0,8,0,0,0,0,8,8,NA,8,8,Sat Sep 28 15:16:31 2019,1500,The main experiment item,yes,FlankerTask.osexp,/Users/danielrazo0311/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,8,8,/Users/danielrazo0311/Desktop/subject-3.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,NA,567,NA,56743,NA,NA,567,NA,2,legacy,1024,2,48000,-16,experiment,SSHSS,3,odd,63389,NA,NA,77208,NA,6538,NA,NA,78338,NA,6561,NA,NA,78456,79025,NA,78326,78456,Flanker Task,9,5179,9,yes,1024
100,100,576.1,576.1,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,9,9,0,9,0,9,0,0,0,0,9,9,NA,9,9,Sat Sep 28 15:16:31 2019,1500,The main experiment item,yes,FlankerTask.osexp,/Users/danielrazo0311/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,9,9,/Users/danielrazo0311/Desktop/subject-3.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,NA,582,NA,56743,NA,NA,582,NA,2,legacy,1024,2,48000,-16,experiment,HHHHH,3,odd,63389,NA,NA,79040,NA,6538,NA,NA,80170,NA,6561,NA,NA,80282,80866,NA,80158,80282,Flanker Task,10,5761,10,yes,1024
100,100,572.1818182,572.1818182,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,10,10,0,10,0,10,0,0,0,0,10,10,NA,10,10,Sat Sep 28 15:16:31 2019,1500,The main experiment item,yes,FlankerTask.osexp,/Users/danielrazo0311/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,10,10,/Users/danielrazo0311/Desktop/subject-3.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,NA,533,NA,56743,NA,NA,533,NA,2,legacy,1024,2,48000,-16,experiment,HHHHH,3,odd,63389,NA,NA,80887,NA,6538,NA,NA,82016,NA,6561,NA,NA,82130,82665,NA,82004,82130,Flanker Task,11,6294,11,yes,1024
100,100,558.5,558.5,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,11,11,0,11,0,11,0,0,0,0,11,11,NA,11,11,Sat Sep 28 15:16:31 2019,1500,The main experiment item,yes,FlankerTask.osexp,/Users/danielrazo0311/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,11,11,/Users/danielrazo0311/Desktop/subject-3.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,NA,408,NA,56743,NA,NA,408,NA,2,legacy,1024,2,48000,-16,experiment,HHHHH,3,odd,63389,NA,NA,82681,NA,6538,NA,NA,83812,NA,6561,NA,NA,83927,84337,NA,83799,83927,Flanker Task,12,6702,12,yes,1024
100,100,546.1538462,546.1538462,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,12,12,0,12,0,12,0,0,0,0,12,12,NA,12,12,Sat Sep 28 15:16:31 2019,1500,The main experiment item,yes,FlankerTask.osexp,/Users/danielrazo0311/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,12,12,/Users/danielrazo0311/Desktop/subject-3.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,NA,398,NA,56743,NA,NA,398,NA,2,legacy,1024,2,48000,-16,experiment,SSSSS,3,odd,63389,NA,NA,84352,NA,6538,NA,NA,85482,NA,6561,NA,NA,85594,85994,NA,85470,85594,Flanker Task,13,7100,13,yes,1024
100,100,539.4285714,539.4285714,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,13,13,0,13,0,13,0,0,0,0,13,13,NA,13,13,Sat Sep 28 15:16:31 2019,1500,The main experiment item,yes,FlankerTask.osexp,/Users/danielrazo0311/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,13,13,/Users/danielrazo0311/Desktop/subject-3.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,NA,452,NA,56743,NA,NA,452,NA,2,legacy,1024,2,48000,-16,experiment,HHSHH,3,odd,63389,NA,NA,86008,NA,6538,NA,NA,87139,NA,6561,NA,NA,87251,87705,NA,87126,87251,Flanker Task,14,7552,14,yes,1024
