acc,accuracy,average_response_time,avg_rt,background,canvas_backend,clock_backend,color_backend,compensation,condition,coordinates,correct,correct_Instruction1,correct_keyboard_response,correct_response,count_Block1,count_Block2,count_Block3,count_Faster,count_Finish,count_ISI,count_Instruction1,count_Instruction2,count_Instruction3,count_errorFeedback,count_experiment,count_fixation,count_keyboard_response,count_logger,count_sequence,count_stimulus,datetime,deadline,description,disable_garbage_collection,experiment_file,experiment_path,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,keyboard_backend,live_row,live_row_Block1,logfile,mouse_backend,opensesame_codename,opensesame_version,repeat_cycle,response,response_Finish,response_Instruction1,response_Instruction2,response_Instruction3,response_keyboard_response,response_time,response_time_Finish,response_time_Instruction1,response_time_Instruction2,response_time_Instruction3,response_time_keyboard_response,round_decimals,sampler_backend,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,stimulus,subject_nr,subject_parity,time_Block1,time_Block2,time_Block3,time_Faster,time_Finish,time_ISI,time_Instruction1,time_Instruction2,time_Instruction3,time_errorFeedback,time_experiment,time_fixation,time_keyboard_response,time_logger,time_sequence,time_stimulus,title,total_correct,total_response_time,total_responses,uniform_coordinates,width
100,100,1155,1155,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9/19/19 17:20,1500,The main experiment item,yes,Flankertask2.osexp,C:/Users/Carolyn/OneDrive,no,mono,no,18,no,white,no,yes,768,legacy,0,0,C:/Users/Carolyn/OneDrive/cp-subject-3.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,1155,NA,42816,NA,NA,1155,2,legacy,1024,2,48000,-16,experiment,SSHSS,3,odd,46116,NA,NA,NA,NA,NA,3299,NA,NA,NA,3292,46273,46376,47531,46268,46376,Flankertask2,1,1155,1,yes,1024
100,100,970,970,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1,1,9/19/19 17:20,1500,The main experiment item,yes,Flankertask2.osexp,C:/Users/Carolyn/OneDrive,no,mono,no,18,no,white,no,yes,768,legacy,1,1,C:/Users/Carolyn/OneDrive/cp-subject-3.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,785,NA,42816,NA,NA,785,2,legacy,1024,2,48000,-16,experiment,HHSHH,3,odd,46116,NA,NA,NA,NA,47578,3299,NA,NA,NA,3292,48723,48826,49611,48719,48826,Flankertask2,2,1940,2,yes,1024
100,100,902,902,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,2,0,2,0,0,0,2,0,2,2,2,2,2,9/19/19 17:20,1500,The main experiment item,yes,Flankertask2.osexp,C:/Users/Carolyn/OneDrive,no,mono,no,18,no,white,no,yes,768,legacy,2,2,C:/Users/Carolyn/OneDrive/cp-subject-3.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,766,NA,42816,NA,NA,766,2,legacy,1024,2,48000,-16,experiment,HHSHH,3,odd,46116,NA,NA,NA,NA,49636,3299,NA,NA,NA,3292,50781,50884,51651,50776,50884,Flankertask2,3,2706,3,yes,1024
100,100,839.75,839.75,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,3,0,3,0,0,0,3,0,3,3,3,3,3,9/19/19 17:20,1500,The main experiment item,yes,Flankertask2.osexp,C:/Users/Carolyn/OneDrive,no,mono,no,18,no,white,no,yes,768,legacy,3,3,C:/Users/Carolyn/OneDrive/cp-subject-3.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,653,NA,42816,NA,NA,653,2,legacy,1024,2,48000,-16,experiment,SSSSS,3,odd,46116,NA,NA,NA,NA,51686,3299,NA,NA,NA,3292,52830,52933,53588,52825,52933,Flankertask2,4,3359,4,yes,1024
100,100,781.8,781.8,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,4,0,4,0,0,0,4,0,4,4,4,4,4,9/19/19 17:20,1500,The main experiment item,yes,Flankertask2.osexp,C:/Users/Carolyn/OneDrive,no,mono,no,18,no,white,no,yes,768,legacy,4,4,C:/Users/Carolyn/OneDrive/cp-subject-3.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,550,NA,42816,NA,NA,550,2,legacy,1024,2,48000,-16,experiment,HHHHH,3,odd,46116,NA,NA,NA,NA,53628,3299,NA,NA,NA,3292,54772,54876,55427,54767,54875,Flankertask2,5,3909,5,yes,1024
100,100,748.6666667,748.6666667,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,5,0,5,0,0,0,5,0,5,5,5,5,5,9/19/19 17:20,1500,The main experiment item,yes,Flankertask2.osexp,C:/Users/Carolyn/OneDrive,no,mono,no,18,no,white,no,yes,768,legacy,5,5,C:/Users/Carolyn/OneDrive/cp-subject-3.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,583,NA,42816,NA,NA,583,2,legacy,1024,2,48000,-16,experiment,SSSSS,3,odd,46116,NA,NA,NA,NA,55452,3299,NA,NA,NA,3292,56596,56699,57283,56591,56699,Flankertask2,6,4492,6,yes,1024
100,100,713.1428571,713.1428571,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,6,0,6,0,0,0,6,0,6,6,6,6,6,9/19/19 17:20,1500,The main experiment item,yes,Flankertask2.osexp,C:/Users/Carolyn/OneDrive,no,mono,no,18,no,white,no,yes,768,legacy,6,6,C:/Users/Carolyn/OneDrive/cp-subject-3.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,500,NA,42816,NA,NA,500,2,legacy,1024,2,48000,-16,experiment,HHHHH,3,odd,46116,NA,NA,NA,NA,57311,3299,NA,NA,NA,3292,58455,58558,59059,58451,58558,Flankertask2,7,4992,7,yes,1024
100,100,684.5,684.5,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,7,0,7,0,0,0,7,0,7,7,7,7,7,9/19/19 17:20,1500,The main experiment item,yes,Flankertask2.osexp,C:/Users/Carolyn/OneDrive,no,mono,no,18,no,white,no,yes,768,legacy,7,7,C:/Users/Carolyn/OneDrive/cp-subject-3.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,484,NA,42816,NA,NA,484,2,legacy,1024,2,48000,-16,experiment,SSSSS,3,odd,46116,NA,NA,NA,NA,59094,3299,NA,NA,NA,3292,60238,60342,60827,60233,60341,Flankertask2,8,5476,8,yes,1024
100,100,676.6666667,676.6666667,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,8,0,8,0,0,0,8,0,8,8,8,8,8,9/19/19 17:20,1500,The main experiment item,yes,Flankertask2.osexp,C:/Users/Carolyn/OneDrive,no,mono,no,18,no,white,no,yes,768,legacy,8,8,C:/Users/Carolyn/OneDrive/cp-subject-3.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,614,NA,42816,NA,NA,614,2,legacy,1024,2,48000,-16,experiment,SSHSS,3,odd,46116,NA,NA,NA,NA,60861,3299,NA,NA,NA,3292,62005,62109,62724,62000,62108,Flankertask2,9,6090,9,yes,1024
100,100,657.2,657.2,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,9,0,9,0,0,0,9,0,9,9,9,9,9,9/19/19 17:20,1500,The main experiment item,yes,Flankertask2.osexp,C:/Users/Carolyn/OneDrive,no,mono,no,18,no,white,no,yes,768,legacy,9,9,C:/Users/Carolyn/OneDrive/cp-subject-3.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,482,NA,42816,NA,NA,482,2,legacy,1024,2,48000,-16,experiment,HHHHH,3,odd,46116,NA,NA,NA,NA,62744,3299,NA,NA,NA,3292,63889,63993,64475,63884,63992,Flankertask2,10,6572,10,yes,1024
100,100,644.3636364,644.3636364,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,10,0,10,0,0,0,10,0,10,10,10,10,10,9/19/19 17:20,1500,The main experiment item,yes,Flankertask2.osexp,C:/Users/Carolyn/OneDrive,no,mono,no,18,no,white,no,yes,768,legacy,10,10,C:/Users/Carolyn/OneDrive/cp-subject-3.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,516,NA,42816,NA,NA,516,2,legacy,1024,2,48000,-16,experiment,SSSSS,3,odd,46116,NA,NA,NA,NA,64503,3299,NA,NA,NA,3292,65647,65750,66267,65643,65750,Flankertask2,11,7088,11,yes,1024
100,100,639.5,639.5,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,11,0,11,0,0,0,11,0,11,11,11,11,11,9/19/19 17:20,1500,The main experiment item,yes,Flankertask2.osexp,C:/Users/Carolyn/OneDrive,no,mono,no,18,no,white,no,yes,768,legacy,11,11,C:/Users/Carolyn/OneDrive/cp-subject-3.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,586,NA,42816,NA,NA,586,2,legacy,1024,2,48000,-16,experiment,HHHHH,3,odd,46116,NA,NA,NA,NA,66319,3299,NA,NA,NA,3292,67464,67568,68156,67459,67567,Flankertask2,12,7674,12,yes,1024
100,100,628.4615385,628.4615385,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,12,0,12,0,0,0,12,0,12,12,12,12,12,9/19/19 17:20,1500,The main experiment item,yes,Flankertask2.osexp,C:/Users/Carolyn/OneDrive,no,mono,no,18,no,white,no,yes,768,legacy,12,12,C:/Users/Carolyn/OneDrive/cp-subject-3.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,496,NA,42816,NA,NA,496,2,legacy,1024,2,48000,-16,experiment,HHSHH,3,odd,46116,NA,NA,NA,NA,68194,3299,NA,NA,NA,3292,69339,69442,69939,69334,69442,Flankertask2,13,8170,13,yes,1024
100,100,620.2142857,620.2142857,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,13,0,13,0,0,0,13,0,13,13,13,13,13,9/19/19 17:20,1500,The main experiment item,yes,Flankertask2.osexp,C:/Users/Carolyn/OneDrive,no,mono,no,18,no,white,no,yes,768,legacy,13,13,C:/Users/Carolyn/OneDrive/cp-subject-3.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,513,NA,42816,NA,NA,513,2,legacy,1024,2,48000,-16,experiment,SSSSS,3,odd,46116,NA,NA,NA,NA,69977,3299,NA,NA,NA,3292,71121,71225,71740,71116,71224,Flankertask2,14,8683,14,yes,1024
100,100,615.1333333,615.1333333,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,14,0,14,0,0,0,14,0,14,14,14,14,14,9/19/19 17:20,1500,The main experiment item,yes,Flankertask2.osexp,C:/Users/Carolyn/OneDrive,no,mono,no,18,no,white,no,yes,768,legacy,14,14,C:/Users/Carolyn/OneDrive/cp-subject-3.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,544,NA,42816,NA,NA,544,2,legacy,1024,2,48000,-16,experiment,HHSHH,3,odd,46116,NA,NA,NA,NA,71785,3299,NA,NA,NA,3292,72930,73034,73579,72926,73034,Flankertask2,15,9227,15,yes,1024
100,100,607.75,607.75,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,15,0,15,0,0,0,15,0,15,15,15,15,15,9/19/19 17:20,1500,The main experiment item,yes,Flankertask2.osexp,C:/Users/Carolyn/OneDrive,no,mono,no,18,no,white,no,yes,768,legacy,15,15,C:/Users/Carolyn/OneDrive/cp-subject-3.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,497,NA,42816,NA,NA,497,2,legacy,1024,2,48000,-16,experiment,HHHHH,3,odd,46116,NA,NA,NA,NA,73602,3299,NA,NA,NA,3292,74746,74849,75347,74741,74849,Flankertask2,16,9724,16,yes,1024
100,100,610.1764706,610.1764706,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,16,0,16,0,0,0,16,0,16,16,16,16,16,9/19/19 17:20,1500,The main experiment item,yes,Flankertask2.osexp,C:/Users/Carolyn/OneDrive,no,mono,no,18,no,white,no,yes,768,legacy,16,16,C:/Users/Carolyn/OneDrive/cp-subject-3.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,649,NA,42816,NA,NA,649,2,legacy,1024,2,48000,-16,experiment,HHHHH,3,odd,46116,NA,NA,NA,NA,75378,3299,NA,NA,NA,3292,76522,76625,77275,76517,76625,Flankertask2,17,10373,17,yes,1024
100,100,607.5,607.5,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,17,0,17,0,0,0,17,0,17,17,17,17,17,9/19/19 17:20,1500,The main experiment item,yes,Flankertask2.osexp,C:/Users/Carolyn/OneDrive,no,mono,no,18,no,white,no,yes,768,legacy,17,17,C:/Users/Carolyn/OneDrive/cp-subject-3.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,562,NA,42816,NA,NA,562,2,legacy,1024,2,48000,-16,experiment,SSSSS,3,odd,46116,NA,NA,NA,NA,77328,3299,NA,NA,NA,3292,78473,78576,79139,78469,78576,Flankertask2,18,10935,18,yes,1024
94.73684211,94.73684211,605.4736842,605.4736842,black,legacy,legacy,legacy,0,incongruent,uniform,0,undefined,0,h,0,0,0,18,0,18,0,0,0,18,0,18,18,18,18,18,9/19/19 17:20,1500,The main experiment item,yes,Flankertask2.osexp,C:/Users/Carolyn/OneDrive,no,mono,no,18,no,white,no,yes,768,legacy,18,18,C:/Users/Carolyn/OneDrive/cp-subject-3.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,569,NA,42816,NA,NA,569,2,legacy,1024,2,48000,-16,experiment,SSHSS,3,odd,46116,NA,NA,NA,NA,79186,3299,NA,NA,NA,3292,80330,80433,81004,80325,80433,Flankertask2,18,11504,19,yes,1024
95,95,608.25,608.25,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,19,0,19,0,0,0,19,0,19,19,19,19,19,9/19/19 17:20,1500,The main experiment item,yes,Flankertask2.osexp,C:/Users/Carolyn/OneDrive,no,mono,no,18,no,white,no,yes,768,legacy,19,19,C:/Users/Carolyn/OneDrive/cp-subject-3.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,661,NA,42816,NA,NA,661,2,legacy,1024,2,48000,-16,experiment,SSSSS,3,odd,46116,NA,NA,NA,NA,81539,3299,NA,NA,81036,3292,82685,82789,83451,82680,82788,Flankertask2,19,12165,20,yes,1024
95.23809524,95.23809524,609.5714286,609.5714286,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,20,0,20,0,0,0,20,0,20,20,20,20,20,9/19/19 17:20,1500,The main experiment item,yes,Flankertask2.osexp,C:/Users/Carolyn/OneDrive,no,mono,no,18,no,white,no,yes,768,legacy,20,20,C:/Users/Carolyn/OneDrive/cp-subject-3.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,636,NA,42816,NA,NA,636,2,legacy,1024,2,48000,-16,experiment,SSSSS,3,odd,46116,NA,NA,NA,NA,83485,3299,NA,NA,81036,3292,84630,84734,85371,84625,84733,Flankertask2,20,12801,21,yes,1024
95.45454545,95.45454545,611.9090909,611.9090909,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,21,0,21,0,0,0,21,0,21,21,21,21,21,9/19/19 17:20,1500,The main experiment item,yes,Flankertask2.osexp,C:/Users/Carolyn/OneDrive,no,mono,no,18,no,white,no,yes,768,legacy,21,21,C:/Users/Carolyn/OneDrive/cp-subject-3.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,661,NA,42816,NA,NA,661,2,legacy,1024,2,48000,-16,experiment,HHSHH,3,odd,46116,NA,NA,NA,NA,85394,3299,NA,NA,81036,3292,86541,86645,87308,86536,86644,Flankertask2,21,13462,22,yes,1024
95.65217391,95.65217391,611.4347826,611.4347826,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,22,0,22,0,0,0,22,0,22,22,22,22,22,9/19/19 17:20,1500,The main experiment item,yes,Flankertask2.osexp,C:/Users/Carolyn/OneDrive,no,mono,no,18,no,white,no,yes,768,legacy,22,22,C:/Users/Carolyn/OneDrive/cp-subject-3.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,601,NA,42816,NA,NA,601,2,legacy,1024,2,48000,-16,experiment,HHHHH,3,odd,46116,NA,NA,NA,NA,87352,3299,NA,NA,81036,3292,88497,88601,89203,88492,88600,Flankertask2,22,14063,23,yes,1024
95.83333333,95.83333333,608.875,608.875,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,23,0,23,0,0,0,23,0,23,23,23,23,23,9/19/19 17:20,1500,The main experiment item,yes,Flankertask2.osexp,C:/Users/Carolyn/OneDrive,no,mono,no,18,no,white,no,yes,768,legacy,23,23,C:/Users/Carolyn/OneDrive/cp-subject-3.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,550,NA,42816,NA,NA,550,2,legacy,1024,2,48000,-16,experiment,HHHHH,3,odd,46116,NA,NA,NA,NA,89236,3299,NA,NA,81036,3292,90381,90484,91036,90376,90484,Flankertask2,23,14613,24,yes,1024
96,96,605.48,605.48,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,24,0,24,0,0,0,24,0,24,24,24,24,24,9/19/19 17:20,1500,The main experiment item,yes,Flankertask2.osexp,C:/Users/Carolyn/OneDrive,no,mono,no,18,no,white,no,yes,768,legacy,24,24,C:/Users/Carolyn/OneDrive/cp-subject-3.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,524,NA,42816,NA,NA,524,2,legacy,1024,2,48000,-16,experiment,HHSHH,3,odd,46116,NA,NA,NA,NA,91077,3299,NA,NA,81036,3292,92223,92326,92851,92218,92326,Flankertask2,24,15137,25,yes,1024
96.15384615,96.15384615,608.1923077,608.1923077,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,25,0,25,0,0,0,25,0,25,25,25,25,25,9/19/19 17:20,1500,The main experiment item,yes,Flankertask2.osexp,C:/Users/Carolyn/OneDrive,no,mono,no,18,no,white,no,yes,768,legacy,25,25,C:/Users/Carolyn/OneDrive/cp-subject-3.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,676,NA,42816,NA,NA,676,2,legacy,1024,2,48000,-16,experiment,HHSHH,3,odd,46116,NA,NA,NA,NA,92885,3299,NA,NA,81036,3292,94030,94134,94812,94026,94133,Flankertask2,25,15813,26,yes,1024
96.2962963,96.2962963,608.0740741,608.0740741,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,26,0,26,0,0,0,26,0,26,26,26,26,26,9/19/19 17:20,1500,The main experiment item,yes,Flankertask2.osexp,C:/Users/Carolyn/OneDrive,no,mono,no,18,no,white,no,yes,768,legacy,26,26,C:/Users/Carolyn/OneDrive/cp-subject-3.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,605,NA,42816,NA,NA,605,2,legacy,1024,2,48000,-16,experiment,HHSHH,3,odd,46116,NA,NA,NA,NA,94869,3299,NA,NA,81036,3292,96013,96117,96724,96009,96117,Flankertask2,26,16418,27,yes,1024
