acc,accuracy,average_response_time,avg_rt,background,canvas_backend,clock_backend,color_backend,compensation,condition,coordinates,correct,correct_instructions1,correct_keyboard_response,correct_response,count_ISI,count_block1,count_block2,count_block3,count_errorfeedback,count_experiment,count_faster,count_finish,count_fixation,count_instructions1,count_instructions2,count_instructions3,count_keyboard_response,count_logger,count_sequence,count_stimulus,datetime,deadline,description,disable_garbage_collection,experiment_file,experiment_path,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,keyboard_backend,live_row,live_row_block1,logfile,mouse_backend,opensesame_codename,opensesame_version,repeat_cycle,response,response_finish,response_instructions1,response_instructions2,response_instructions3,response_keyboard_response,response_time,response_time_finish,response_time_instructions1,response_time_instructions2,response_time_instructions3,response_time_keyboard_response,round_decimals,sampler_backend,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,stimulus,subject_nr,subject_parity,time_ISI,time_block1,time_block2,time_block3,time_errorfeedback,time_experiment,time_faster,time_finish,time_fixation,time_instructions1,time_instructions2,time_instructions3,time_keyboard_response,time_logger,time_sequence,time_stimulus,title,total_correct,total_response_time,total_responses,uniform_coordinates,width
0,0,1500,1500,black,legacy,legacy,legacy,0,incongruent,uniform,0,undefined,0,h,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9/26/19 17:29,1500,The main experiment item,yes,FlankertaskSL.osexp,C:/Users/Sarah Linan/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,0,0,C:/Users/Sarah Linan/Desktop/SL-subject-2.csv,legacy,Kafkaesque Koffka,3.2.8,0,None,NA,s,NA,NA,None,1500,NA,42624,NA,NA,1500,2,legacy,1024,2,48000,-16,experiment,SSHSS,2,even,NA,45297,NA,NA,NA,2664,NA,NA,45459,2672,NA,NA,45563,47063,45457,45562,Flanker task SL,0,1500,1,yes,1024
50,50,1302,1302,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,1,0,0,0,1,0,1,0,1,0,0,0,1,1,1,1,9/26/19 17:29,1500,The main experiment item,yes,FlankertaskSL.osexp,C:/Users/Sarah Linan/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,1,1,C:/Users/Sarah Linan/Desktop/SL-subject-2.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,1104,NA,42624,NA,NA,1104,2,legacy,1024,2,48000,-16,experiment,HHHHH,2,even,47931,45297,NA,NA,47428,2664,NA,NA,49031,2672,NA,NA,49135,50239,49028,49134,Flanker task SL,1,2604,2,yes,1024
66.66666667,66.66666667,1140,1140,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,2,0,0,0,2,0,2,0,2,0,0,0,2,2,2,2,9/26/19 17:29,1500,The main experiment item,yes,FlankertaskSL.osexp,C:/Users/Sarah Linan/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,2,2,C:/Users/Sarah Linan/Desktop/SL-subject-2.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,816,NA,42624,NA,NA,816,2,legacy,1024,2,48000,-16,experiment,SSSSS,2,even,50327,45297,NA,NA,47428,2664,NA,NA,51424,2672,NA,NA,51526,52342,51421,51526,Flanker task SL,2,3420,3,yes,1024
50,50,981.5,981.5,black,legacy,legacy,legacy,0,congruent,uniform,0,undefined,0,s,3,0,0,0,3,0,3,0,3,0,0,0,3,3,3,3,9/26/19 17:29,1500,The main experiment item,yes,FlankertaskSL.osexp,C:/Users/Sarah Linan/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,3,3,C:/Users/Sarah Linan/Desktop/SL-subject-2.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,506,NA,42624,NA,NA,506,2,legacy,1024,2,48000,-16,experiment,SSSSS,2,even,52435,45297,NA,NA,47428,2664,NA,NA,53540,2672,NA,NA,53642,54148,53537,53642,Flanker task SL,2,3926,4,yes,1024
60,60,939,939,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,4,0,0,0,4,0,4,0,4,0,0,0,4,4,4,4,9/26/19 17:29,1500,The main experiment item,yes,FlankertaskSL.osexp,C:/Users/Sarah Linan/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,4,4,C:/Users/Sarah Linan/Desktop/SL-subject-2.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,769,NA,42624,NA,NA,769,2,legacy,1024,2,48000,-16,experiment,HHHHH,2,even,54736,45297,NA,NA,54233,2664,NA,NA,55859,2672,NA,NA,55963,56733,55855,55962,Flanker task SL,3,4695,5,yes,1024
50,50,1032.5,1032.5,black,legacy,legacy,legacy,0,incongruent,uniform,0,undefined,0,h,5,0,0,0,5,0,5,0,5,0,0,0,5,5,5,5,9/26/19 17:29,1500,The main experiment item,yes,FlankertaskSL.osexp,C:/Users/Sarah Linan/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,5,5,C:/Users/Sarah Linan/Desktop/SL-subject-2.csv,legacy,Kafkaesque Koffka,3.2.8,0,None,NA,s,NA,NA,None,1500,NA,42624,NA,NA,1500,2,legacy,1024,2,48000,-16,experiment,SSHSS,2,even,56818,45297,NA,NA,54233,2664,NA,NA,57926,2672,NA,NA,58028,59528,57922,58028,Flanker task SL,3,6195,6,yes,1024
57.14285714,57.14285714,1085.571429,1085.571429,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,6,0,0,0,6,0,6,0,6,0,0,0,6,6,6,6,9/26/19 17:29,1500,The main experiment item,yes,FlankertaskSL.osexp,C:/Users/Sarah Linan/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,6,6,C:/Users/Sarah Linan/Desktop/SL-subject-2.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,s,NA,NA,h,1404,NA,42624,NA,NA,1404,2,legacy,1024,2,48000,-16,experiment,HHHHH,2,even,60117,45297,NA,NA,59613,2664,NA,NA,61214,2672,NA,NA,61318,62723,61211,61318,Flanker task SL,4,7599,7,yes,1024
62.5,62.5,1111.625,1111.625,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,7,0,0,0,7,0,7,0,7,0,0,0,7,7,7,7,9/26/19 17:29,1500,The main experiment item,yes,FlankertaskSL.osexp,C:/Users/Sarah Linan/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,7,7,C:/Users/Sarah Linan/Desktop/SL-subject-2.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,1294,NA,42624,NA,NA,1294,2,legacy,1024,2,48000,-16,experiment,SSSSS,2,even,62809,45297,NA,NA,59613,2664,NA,NA,63914,2672,NA,NA,64016,65310,63912,64016,Flanker task SL,5,8893,8,yes,1024
66.66666667,66.66666667,1062.888889,1062.888889,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,8,0,0,0,8,0,8,0,8,0,0,0,8,8,8,8,9/26/19 17:29,1500,The main experiment item,yes,FlankertaskSL.osexp,C:/Users/Sarah Linan/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,8,8,C:/Users/Sarah Linan/Desktop/SL-subject-2.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,673,NA,42624,NA,NA,673,2,legacy,1024,2,48000,-16,experiment,SSSSS,2,even,65350,45297,NA,NA,59613,2664,NA,NA,66449,2672,NA,NA,66552,67225,66446,66552,Flanker task SL,6,9566,9,yes,1024
70,70,1022.4,1022.4,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,9,0,0,0,9,0,9,0,9,0,0,0,9,9,9,9,9/26/19 17:29,1500,The main experiment item,yes,FlankertaskSL.osexp,C:/Users/Sarah Linan/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,9,9,C:/Users/Sarah Linan/Desktop/SL-subject-2.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,s,NA,NA,s,658,NA,42624,NA,NA,658,2,legacy,1024,2,48000,-16,experiment,SSSSS,2,even,67314,45297,NA,NA,59613,2664,NA,NA,68414,2672,NA,NA,68516,69174,68411,68516,Flanker task SL,7,10224,10,yes,1024
