acc,accuracy,average_response_time,avg_rt,background,canvas_backend,clock_backend,color_backend,compensation,condition,coordinates,correct,correct_instructions1,correct_keyboard_response,correct_response,count_Block1,count_Block2,count_Block3,count_ISI,count_errorFeedback,count_experiment,count_faster,count_finish,count_fixation,count_instruction2,count_instructions1,count_instructions3,count_keyboard_response,count_logger,count_sequence,count_stimulus,datetime,deadline,description,disable_garbage_collection,experiment_file,experiment_path,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,keyboard_backend,live_row,live_row_Block1,logfile,mouse_backend,opensesame_codename,opensesame_version,repeat_cycle,response,response_finish,response_instruction2,response_instructions1,response_instructions3,response_keyboard_response,response_time,response_time_finish,response_time_instruction2,response_time_instructions1,response_time_instructions3,response_time_keyboard_response,round_decimals,sampler_backend,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,stimulus,subject_nr,subject_parity,time_Block1,time_Block2,time_Block3,time_ISI,time_errorFeedback,time_experiment,time_faster,time_finish,time_fixation,time_instruction2,time_instructions1,time_instructions3,time_keyboard_response,time_logger,time_sequence,time_stimulus,title,total_correct,total_response_time,total_responses,uniform_coordinates,width
100,100,797,797,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Thu Sep 19 16:03:57 2019,1500,The main experiment item,yes,FlankerTask.osexp,/Users/cristianbotello/Desktop/Advanced Quant,no,mono,no,18,no,white,no,yes,768,legacy,0,0,/Users/cristianbotello/Desktop/Advanced Quant/CB-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,NA,s,NA,s,797,NA,NA,39640,NA,797,2,legacy,1024,2,48000,-16,experiment,SSSSS,1,odd,42734,NA,NA,NA,NA,3064,NA,NA,42832,NA,3083,NA,42947,43745,42821,42947,Flanker Task,1,797,1,yes,1024
100,100,620.5,620.5,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,1,Thu Sep 19 16:03:57 2019,1500,The main experiment item,yes,FlankerTask.osexp,/Users/cristianbotello/Desktop/Advanced Quant,no,mono,no,18,no,white,no,yes,768,legacy,1,1,/Users/cristianbotello/Desktop/Advanced Quant/CB-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,NA,s,NA,h,444,NA,NA,39640,NA,444,2,legacy,1024,2,48000,-16,experiment,HHHHH,1,odd,42734,NA,NA,43765,NA,3064,NA,NA,44872,NA,3083,NA,44986,45431,44861,44986,Flanker Task,2,1241,2,yes,1024
100,100,606.6666667,606.6666667,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,2,2,0,2,0,2,0,0,0,2,2,2,2,Thu Sep 19 16:03:57 2019,1500,The main experiment item,yes,FlankerTask.osexp,/Users/cristianbotello/Desktop/Advanced Quant,no,mono,no,18,no,white,no,yes,768,legacy,2,2,/Users/cristianbotello/Desktop/Advanced Quant/CB-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,NA,s,NA,h,579,NA,NA,39640,NA,579,2,legacy,1024,2,48000,-16,experiment,SSHSS,1,odd,42734,NA,NA,45446,NA,3064,NA,NA,46548,NA,3083,NA,46663,47243,46537,46663,Flanker Task,3,1820,3,yes,1024
100,100,563,563,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,3,3,0,3,0,3,0,0,0,3,3,3,3,Thu Sep 19 16:03:57 2019,1500,The main experiment item,yes,FlankerTask.osexp,/Users/cristianbotello/Desktop/Advanced Quant,no,mono,no,18,no,white,no,yes,768,legacy,3,3,/Users/cristianbotello/Desktop/Advanced Quant/CB-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,NA,s,NA,h,432,NA,NA,39640,NA,432,2,legacy,1024,2,48000,-16,experiment,HHHHH,1,odd,42734,NA,NA,47257,NA,3064,NA,NA,48358,NA,3083,NA,48473,48906,48346,48473,Flanker Task,4,2252,4,yes,1024
100,100,544.2,544.2,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,0,0,0,4,4,0,4,0,4,0,0,0,4,4,4,4,Thu Sep 19 16:03:57 2019,1500,The main experiment item,yes,FlankerTask.osexp,/Users/cristianbotello/Desktop/Advanced Quant,no,mono,no,18,no,white,no,yes,768,legacy,4,4,/Users/cristianbotello/Desktop/Advanced Quant/CB-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,NA,s,NA,h,469,NA,NA,39640,NA,469,2,legacy,1024,2,48000,-16,experiment,SSHSS,1,odd,42734,NA,NA,48920,NA,3064,NA,NA,50018,NA,3083,NA,50133,50604,50007,50132,Flanker Task,5,2721,5,yes,1024
100,100,513.1666667,513.1666667,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,5,5,0,5,0,5,0,0,0,5,5,5,5,Thu Sep 19 16:03:57 2019,1500,The main experiment item,yes,FlankerTask.osexp,/Users/cristianbotello/Desktop/Advanced Quant,no,mono,no,18,no,white,no,yes,768,legacy,5,5,/Users/cristianbotello/Desktop/Advanced Quant/CB-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,NA,s,NA,h,358,NA,NA,39640,NA,358,2,legacy,1024,2,48000,-16,experiment,HHHHH,1,odd,42734,NA,NA,50618,NA,3064,NA,NA,51717,NA,3083,NA,51830,52189,51706,51829,Flanker Task,6,3079,6,yes,1024
100,100,497.2857143,497.2857143,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,s,0,0,0,6,6,0,6,0,6,0,0,0,6,6,6,6,Thu Sep 19 16:03:57 2019,1500,The main experiment item,yes,FlankerTask.osexp,/Users/cristianbotello/Desktop/Advanced Quant,no,mono,no,18,no,white,no,yes,768,legacy,6,6,/Users/cristianbotello/Desktop/Advanced Quant/CB-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,NA,s,NA,s,402,NA,NA,39640,NA,402,2,legacy,1024,2,48000,-16,experiment,HHSHH,1,odd,42734,NA,NA,52203,NA,3064,NA,NA,53303,NA,3083,NA,53418,53822,53292,53418,Flanker Task,7,3481,7,yes,1024
100,100,486.75,486.75,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,0,0,0,7,7,0,7,0,7,0,0,0,7,7,7,7,Thu Sep 19 16:03:57 2019,1500,The main experiment item,yes,FlankerTask.osexp,/Users/cristianbotello/Desktop/Advanced Quant,no,mono,no,18,no,white,no,yes,768,legacy,7,7,/Users/cristianbotello/Desktop/Advanced Quant/CB-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,NA,s,NA,h,413,NA,NA,39640,NA,413,2,legacy,1024,2,48000,-16,experiment,HHHHH,1,odd,42734,NA,NA,53836,NA,3064,NA,NA,54934,NA,3083,NA,55049,55464,54923,55049,Flanker Task,8,3894,8,yes,1024
100,100,472.5555556,472.5555556,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,8,8,0,8,0,8,0,0,0,8,8,8,8,Thu Sep 19 16:03:57 2019,1500,The main experiment item,yes,FlankerTask.osexp,/Users/cristianbotello/Desktop/Advanced Quant,no,mono,no,18,no,white,no,yes,768,legacy,8,8,/Users/cristianbotello/Desktop/Advanced Quant/CB-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,NA,s,NA,s,359,NA,NA,39640,NA,359,2,legacy,1024,2,48000,-16,experiment,SSSSS,1,odd,42734,NA,NA,55478,NA,3064,NA,NA,56576,NA,3083,NA,56687,57048,56565,56687,Flanker Task,9,4253,9,yes,1024
100,100,466.7,466.7,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,9,9,0,9,0,9,0,0,0,9,9,9,9,Thu Sep 19 16:03:57 2019,1500,The main experiment item,yes,FlankerTask.osexp,/Users/cristianbotello/Desktop/Advanced Quant,no,mono,no,18,no,white,no,yes,768,legacy,9,9,/Users/cristianbotello/Desktop/Advanced Quant/CB-subject-1.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,NA,s,NA,s,414,NA,NA,39640,NA,414,2,legacy,1024,2,48000,-16,experiment,SSSSS,1,odd,42734,NA,NA,57062,NA,3064,NA,NA,58161,NA,3083,NA,58276,58692,58150,58275,Flanker Task,10,4667,10,yes,1024
