acc,accuracy,average_response_time,avg_rt,background,canvas_backend,clock_backend,color_backend,compensation,condition,coordinates,correct,correct_instructions1,correct_keyboard_response,correct_response,count_ISI,count_block1,count_block2,count_block3,count_errorfeedback,count_experiment,count_faster,count_finish,count_fixation,count_instructions1,count_instructions2,count_instructions3,count_keyboard_response,count_logger,count_sequence,count_stimulus,datetime,deadline,description,disable_garbage_collection,experiment_file,experiment_path,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,keyboard_backend,live_row,live_row_block1,logfile,mouse_backend,opensesame_codename,opensesame_version,repeat_cycle,response,response_finish,response_instructions1,response_instructions2,response_instructions3,response_keyboard_response,response_time,response_time_finish,response_time_instructions1,response_time_instructions2,response_time_instructions3,response_time_keyboard_response,round_decimals,sampler_backend,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,stimulus,subject_nr,subject_parity,time_ISI,time_block1,time_block2,time_block3,time_errorfeedback,time_experiment,time_faster,time_finish,time_fixation,time_instructions1,time_instructions2,time_instructions3,time_keyboard_response,time_logger,time_sequence,time_stimulus,title,total_correct,total_response_time,total_responses,uniform_coordinates,width
100,100,531,531,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9/26/19 17:39,1500,The main experiment item,yes,FlankertaskSL.osexp,C:/Users/Sarah Linan/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,0,0,C:/Users/Sarah Linan/Desktop/SL-subject-3.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,h,NA,NA,s,531,NA,10762,NA,NA,531,2,legacy,1024,2,48000,-16,experiment,SSSSS,3,odd,NA,12645,NA,NA,NA,1873,NA,NA,12744,1882,NA,NA,12847,13378,12741,12847,Flanker task SL,1,531,1,yes,1024
100,100,506,506,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,1,0,0,0,1,0,1,0,1,0,0,0,1,1,1,1,9/26/19 17:39,1500,The main experiment item,yes,FlankertaskSL.osexp,C:/Users/Sarah Linan/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,1,1,C:/Users/Sarah Linan/Desktop/SL-subject-3.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,h,NA,NA,h,481,NA,10762,NA,NA,481,2,legacy,1024,2,48000,-16,experiment,SSHSS,3,odd,13495,12645,NA,NA,NA,1873,NA,NA,14598,1882,NA,NA,14701,15183,14595,14700,Flanker task SL,2,1012,2,yes,1024
100,100,534,534,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,2,0,0,0,2,0,2,0,2,0,0,0,2,2,2,2,9/26/19 17:39,1500,The main experiment item,yes,FlankertaskSL.osexp,C:/Users/Sarah Linan/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,2,2,C:/Users/Sarah Linan/Desktop/SL-subject-3.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,h,NA,NA,h,590,NA,10762,NA,NA,590,2,legacy,1024,2,48000,-16,experiment,SSHSS,3,odd,15237,12645,NA,NA,NA,1873,NA,NA,16337,1882,NA,NA,16440,17030,16334,16440,Flanker task SL,3,1602,3,yes,1024
100,100,502.5,502.5,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,3,0,0,0,3,0,3,0,3,0,0,0,3,3,3,3,9/26/19 17:39,1500,The main experiment item,yes,FlankertaskSL.osexp,C:/Users/Sarah Linan/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,3,3,C:/Users/Sarah Linan/Desktop/SL-subject-3.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,h,NA,NA,s,408,NA,10762,NA,NA,408,2,legacy,1024,2,48000,-16,experiment,SSSSS,3,odd,17119,12645,NA,NA,NA,1873,NA,NA,18222,1882,NA,NA,18325,18735,18219,18324,Flanker task SL,4,2010,4,yes,1024
100,100,516.4,516.4,black,legacy,legacy,legacy,0,incongruent ,uniform,1,undefined,1,s,4,0,0,0,4,0,4,0,4,0,0,0,4,4,4,4,9/26/19 17:39,1500,The main experiment item,yes,FlankertaskSL.osexp,C:/Users/Sarah Linan/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,4,4,C:/Users/Sarah Linan/Desktop/SL-subject-3.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,h,NA,NA,s,572,NA,10762,NA,NA,572,2,legacy,1024,2,48000,-16,experiment,HHSHH,3,odd,18784,12645,NA,NA,NA,1873,NA,NA,19886,1882,NA,NA,19989,20561,19883,19989,Flanker task SL,5,2582,5,yes,1024
100,100,538,538,black,legacy,legacy,legacy,0,incongruent,uniform,1,undefined,1,h,5,0,0,0,5,0,5,0,5,0,0,0,5,5,5,5,9/26/19 17:39,1500,The main experiment item,yes,FlankertaskSL.osexp,C:/Users/Sarah Linan/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,5,5,C:/Users/Sarah Linan/Desktop/SL-subject-3.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,h,NA,NA,h,646,NA,10762,NA,NA,646,2,legacy,1024,2,48000,-16,experiment,SSHSS,3,odd,20653,12645,NA,NA,NA,1873,NA,NA,21752,1882,NA,NA,21854,22501,21749,21854,Flanker task SL,6,3228,6,yes,1024
100,100,531.1428571,531.1428571,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,s,6,0,0,0,6,0,6,0,6,0,0,0,6,6,6,6,9/26/19 17:39,1500,The main experiment item,yes,FlankertaskSL.osexp,C:/Users/Sarah Linan/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,6,6,C:/Users/Sarah Linan/Desktop/SL-subject-3.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,h,NA,NA,s,490,NA,10762,NA,NA,490,2,legacy,1024,2,48000,-16,experiment,SSSSS,3,odd,22583,12645,NA,NA,NA,1873,NA,NA,23697,1882,NA,NA,23800,24291,23694,23800,Flanker task SL,7,3718,7,yes,1024
100,100,525.125,525.125,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,7,0,0,0,7,0,7,0,7,0,0,0,7,7,7,7,9/26/19 17:39,1500,The main experiment item,yes,FlankertaskSL.osexp,C:/Users/Sarah Linan/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,7,7,C:/Users/Sarah Linan/Desktop/SL-subject-3.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,h,NA,NA,h,483,NA,10762,NA,NA,483,2,legacy,1024,2,48000,-16,experiment,HHHHH,3,odd,24381,12645,NA,NA,NA,1873,NA,NA,25482,1882,NA,NA,25584,26068,25478,25584,Flanker task SL,8,4201,8,yes,1024
100,100,519.5555556,519.5555556,black,legacy,legacy,legacy,0,incongruent ,uniform,1,undefined,1,s,8,0,0,0,8,0,8,0,8,0,0,0,8,8,8,8,9/26/19 17:39,1500,The main experiment item,yes,FlankertaskSL.osexp,C:/Users/Sarah Linan/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,8,8,C:/Users/Sarah Linan/Desktop/SL-subject-3.csv,legacy,Kafkaesque Koffka,3.2.8,0,s,NA,h,NA,NA,s,475,NA,10762,NA,NA,475,2,legacy,1024,2,48000,-16,experiment,HHSHH,3,odd,26157,12645,NA,NA,NA,1873,NA,NA,27258,1882,NA,NA,27360,27836,27255,27360,Flanker task SL,9,4676,9,yes,1024
100,100,517.5,517.5,black,legacy,legacy,legacy,0,congruent,uniform,1,undefined,1,h,9,0,0,0,9,0,9,0,9,0,0,0,9,9,9,9,9/26/19 17:39,1500,The main experiment item,yes,FlankertaskSL.osexp,C:/Users/Sarah Linan/Desktop,no,mono,no,18,no,white,no,yes,768,legacy,9,9,C:/Users/Sarah Linan/Desktop/SL-subject-3.csv,legacy,Kafkaesque Koffka,3.2.8,0,h,NA,h,NA,NA,h,499,NA,10762,NA,NA,499,2,legacy,1024,2,48000,-16,experiment,HHHHH,3,odd,27921,12645,NA,NA,NA,1873,NA,NA,29016,1882,NA,NA,29118,29617,29013,29118,Flanker task SL,10,5175,10,yes,1024
