"acc","accuracy","average_response_time","avg_rt","background","block","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_instruction1","correct_new_keyboard_response","correct_response","count_Fixation","count_ISI","count_correctFeedback","count_expSequence","count_experiment","count_experimentLoop","count_incorrectFeedback","count_instruction1","count_instructions2","count_memorySet","count_new_keyboard_response","count_new_logger","count_practiceLoop","count_probe","count_thankYou","datetime","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_practiceLoop","logfile","mouse_backend","numberSet","opensesame_codename","opensesame_version","posInSet","present","repeat_cycle","response","response_instruction1","response_instructions2","response_new_keyboard_response","response_thankYou","response_time","response_time_instruction1","response_time_instructions2","response_time_new_keyboard_response","response_time_thankYou","round_decimals","sampler_backend","setSize","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","target","time_Fixation","time_ISI","time_correctFeedback","time_expSequence","time_experiment","time_experimentLoop","time_incorrectFeedback","time_instruction1","time_instructions2","time_memorySet","time_new_keyboard_response","time_new_logger","time_practiceLoop","time_probe","time_thankYou","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"0","0","821","821","black","practice","legacy","legacy","legacy","0","uniform","0","undefined","0","left","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Sun Oct 25 17:10:08 2020","The main experiment item","yes","SternbergTask.osexp","/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab3","no","mono","no","18","no","white","no","yes","768","legacy","0","0","/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab3/AM-subject-2.csv","legacy","2 9 4","Lentiform Loewenfeld","3.3.3","3","y","0","right","right","NA","right","NA","821","13722","NA","821","NA","2","legacy","3","1024","2","48000","-16","experiment","2","even","4","16639","18870","NA","16625","2591","NA","NA","2610","NA","17654","20887","21708","16341","20887","NA","Sternberg Task","0","821","1","yes","1024"
"50","50","1029.5","1029.5","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","left","1","1","1","1","0","0","1","0","0","1","1","1","0","1","0","Sun Oct 25 17:10:08 2020","The main experiment item","yes","SternbergTask.osexp","/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab3","no","mono","no","18","no","white","no","yes","768","legacy","1","1","/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab3/AM-subject-2.csv","legacy","6","Lentiform Loewenfeld","3.3.3","1","y","0","left","right","NA","left","NA","1238","13722","NA","1238","NA","2","legacy","1","1024","2","48000","-16","experiment","2","even","6","22847","25083","NA","22832","2591","NA","21749","2610","NA","23865","27101","28339","16341","27101","NA","Sternberg Task","1","2059","2","yes","1024"
"33.333333333333336","33.333333333333336","893","893","black","practice","legacy","legacy","legacy","0","uniform","0","undefined","0","left","2","2","2","2","0","0","2","0","0","2","2","2","0","2","0","Sun Oct 25 17:10:08 2020","The main experiment item","yes","SternbergTask.osexp","/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab3","no","mono","no","18","no","white","no","yes","768","legacy","2","2","/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab3/AM-subject-2.csv","legacy","1 7 9 8 5","Lentiform Loewenfeld","3.3.3","4","y","0","right","right","NA","right","NA","620","13722","NA","620","NA","2","legacy","5","1024","2","48000","-16","experiment","2","even","8","29441","31677","28356","29426","2591","NA","21749","2610","NA","30458","33693","34314","16341","33693","NA","Sternberg Task","1","2679","3","yes","1024"
"50","50","852","852","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","right","3","3","3","3","0","0","3","0","0","3","3","3","0","3","0","Sun Oct 25 17:10:08 2020","The main experiment item","yes","SternbergTask.osexp","/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab3","no","mono","no","18","no","white","no","yes","768","legacy","3","3","/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab3/AM-subject-2.csv","legacy","9 6 7 4 5","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","NA","right","NA","729","13722","NA","729","NA","2","legacy","5","1024","2","48000","-16","experiment","2","even","3","35414","37650","28356","35399","2591","NA","34330","2610","NA","36431","39667","40396","16341","39667","NA","Sternberg Task","2","3408","4","yes","1024"
"60","60","787.8","787.8","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","right","4","4","4","4","0","0","4","0","0","4","4","4","0","4","0","Sun Oct 25 17:10:08 2020","The main experiment item","yes","SternbergTask.osexp","/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab3","no","mono","no","18","no","white","no","yes","768","legacy","4","4","/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab3/AM-subject-2.csv","legacy","5","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","NA","right","NA","531","13722","NA","531","NA","2","legacy","1","1024","2","48000","-16","experiment","2","even","3","41489","43721","40413","41475","2591","NA","34330","2610","NA","42507","45737","46268","16341","45737","NA","Sternberg Task","3","3939","5","yes","1024"
"66.66666666666667","66.66666666666667","754.5","754.5","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","left","5","5","5","5","0","0","5","0","0","5","5","5","0","5","0","Sun Oct 25 17:10:08 2020","The main experiment item","yes","SternbergTask.osexp","/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab3","no","mono","no","18","no","white","no","yes","768","legacy","5","5","/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab3/AM-subject-2.csv","legacy","1 5 2 9","Lentiform Loewenfeld","3.3.3","2","y","0","left","right","NA","left","NA","588","13722","NA","588","NA","2","legacy","4","1024","2","48000","-16","experiment","2","even","5","47369","49598","46283","47354","2591","NA","34330","2610","NA","48383","51613","52202","16341","51612","NA","Sternberg Task","4","4527","6","yes","1024"
"71.42857142857143","71.42857142857143","715","715","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","right","6","6","6","6","0","0","6","0","0","6","6","6","0","6","0","Sun Oct 25 17:10:08 2020","The main experiment item","yes","SternbergTask.osexp","/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab3","no","mono","no","18","no","white","no","yes","768","legacy","6","6","/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab3/AM-subject-2.csv","legacy","4 1 5","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","NA","right","NA","478","13722","NA","478","NA","2","legacy","3","1024","2","48000","-16","experiment","2","even","2","53295","55531","52216","53280","2591","NA","34330","2610","NA","54312","57547","58025","16341","57547","NA","Sternberg Task","5","5005","7","yes","1024"
"75","75","684.75","684.75","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","right","7","7","7","7","0","0","7","0","0","7","7","7","0","7","0","Sun Oct 25 17:10:08 2020","The main experiment item","yes","SternbergTask.osexp","/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab3","no","mono","no","18","no","white","no","yes","768","legacy","7","7","/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab3/AM-subject-2.csv","legacy","2 1","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","NA","right","NA","473","13722","NA","473","NA","2","legacy","2","1024","2","48000","-16","experiment","2","even","5","59123","61360","58041","59108","2591","NA","34330","2610","NA","60141","63377","63851","16341","63377","NA","Sternberg Task","6","5478","8","yes","1024"
"66.66666666666667","66.66666666666667","718","718","black","practice","legacy","legacy","legacy","0","uniform","0","undefined","0","left","8","8","8","8","0","0","8","0","0","8","8","8","0","8","0","Sun Oct 25 17:10:08 2020","The main experiment item","yes","SternbergTask.osexp","/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab3","no","mono","no","18","no","white","no","yes","768","legacy","8","8","/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab3/AM-subject-2.csv","legacy","4 3 1 7 9 8","Lentiform Loewenfeld","3.3.3","1","y","0","right","right","NA","right","NA","984","13722","NA","984","NA","2","legacy","6","1024","2","48000","-16","experiment","2","even","4","64952","67189","63868","64936","2591","NA","34330","2610","NA","65970","69205","70190","16341","69205","NA","Sternberg Task","6","6462","9","yes","1024"
"70","70","718.1","718.1","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","right","9","9","9","9","0","0","9","0","0","9","9","9","0","9","0","Sun Oct 25 17:10:08 2020","The main experiment item","yes","SternbergTask.osexp","/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab3","no","mono","no","18","no","white","no","yes","768","legacy","9","9","/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab3/AM-subject-2.csv","legacy","3 1 9 4","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","NA","right","NA","719","13722","NA","719","NA","2","legacy","4","1024","2","48000","-16","experiment","2","even","6","71289","73525","63868","71274","2591","NA","70206","2610","NA","72306","75542","76262","16341","75542","NA","Sternberg Task","7","7181","10","yes","1024"
"72.72727272727273","72.72727272727273","697.8181818181819","697.8181818181819","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","left","10","10","10","10","0","0","10","0","0","10","10","10","0","10","0","Sun Oct 25 17:10:08 2020","The main experiment item","yes","SternbergTask.osexp","/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab3","no","mono","no","18","no","white","no","yes","768","legacy","10","10","/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab3/AM-subject-2.csv","legacy","4 8","Lentiform Loewenfeld","3.3.3","1","y","0","left","right","NA","left","NA","495","13722","NA","495","NA","2","legacy","2","1024","2","48000","-16","experiment","2","even","4","77362","79596","76277","77346","2591","NA","70206","2610","NA","78379","81613","82108","16341","81613","NA","Sternberg Task","8","7676","11","yes","1024"
"75","75","705","705","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","right","11","11","11","11","0","0","11","0","0","11","11","11","0","11","0","Sun Oct 25 17:10:08 2020","The main experiment item","yes","SternbergTask.osexp","/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab3","no","mono","no","18","no","white","no","yes","768","legacy","11","11","/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab3/AM-subject-2.csv","legacy","5 7 8 4 1 2","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","NA","right","NA","784","13722","NA","784","NA","2","legacy","6","1024","2","48000","-16","experiment","2","even","6","83210","85447","82124","83194","2591","NA","70206","2610","NA","84228","87464","88248","16341","87463","NA","Sternberg Task","9","8460","12","yes","1024"
"76.92307692307692","76.92307692307692","691.5384615384615","691.5384615384615","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","12","12","12","12","0","0","12","0","0","12","12","12","0","12","0","Sun Oct 25 17:10:08 2020","The main experiment item","yes","SternbergTask.osexp","/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab3","no","mono","no","18","no","white","no","yes","768","legacy","0","11","/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab3/AM-subject-2.csv","legacy","9 5 3 2 8 6","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","right","right","NA","530","13722","8791","530","NA","2","legacy","6","1024","2","48000","-16","experiment","2","even","7","98172","100406","88265","98157","2591","98105","70206","2610","89314","99189","102420","102950","16341","102420","NA","Sternberg Task","10","8990","13","yes","1024"
"78.57142857142857","78.57142857142857","701.4285714285714","701.4285714285714","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","13","13","13","13","0","0","13","0","0","13","13","13","0","13","0","Sun Oct 25 17:10:08 2020","The main experiment item","yes","SternbergTask.osexp","/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab3","no","mono","no","18","no","white","no","yes","768","legacy","1","11","/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab3/AM-subject-2.csv","legacy","6 1 2","Lentiform Loewenfeld","3.3.3","3","y","0","left","right","right","left","NA","830","13722","8791","830","NA","2","legacy","3","1024","2","48000","-16","experiment","2","even","2","104040","106275","102966","104026","2591","98105","70206","2610","89314","105055","108291","109122","16341","108291","NA","Sternberg Task","11","9820","14","yes","1024"
"80","80","698.3333333333334","698.3333333333334","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","14","14","14","14","0","0","14","0","0","14","14","14","0","14","0","Sun Oct 25 17:10:08 2020","The main experiment item","yes","SternbergTask.osexp","/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab3","no","mono","no","18","no","white","no","yes","768","legacy","2","11","/Users/tforestmoore/Desktop/Tarleton/Fall 2020/Math/Lab3/AM-subject-2.csv","legacy","6 5","Lentiform Loewenfeld","3.3.3","2","y","0","left","right","right","left","NA","655","13722","8791","655","NA","2","legacy","2","1024","2","48000","-16","experiment","2","even","5","110212","112449","109138","110198","2591","98105","70206","2610","89314","111234","114463","115119","16341","114463","NA","Sternberg Task","12","10475","15","yes","1024"
