"acc","accuracy","average_response_time","avg_rt","background","block","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_instruction1","correct_keyboard_response","correct_response","count_ISI","count_correctFeedback","count_expSequence","count_experiment","count_experimentLoop","count_fixation","count_incorrectFeedback","count_instruction1","count_instructions2","count_keyboard_response","count_logger","count_memorySet","count_practiceLoop","count_probe","count_thankYou","datetime","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_practiceLoop","logfile","mouse_backend","numberSet","opensesame_codename","opensesame_version","posInSet","present","repeat_cycle","response","response_instruction1","response_instructions2","response_keyboard_response","response_thankYou","response_time","response_time_instruction1","response_time_instructions2","response_time_keyboard_response","response_time_thankYou","round_decimals","sampler_backend","setSize","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","target","time_ISI","time_correctFeedback","time_expSequence","time_experiment","time_experimentLoop","time_fixation","time_incorrectFeedback","time_instruction1","time_instructions2","time_keyboard_response","time_logger","time_memorySet","time_practiceLoop","time_probe","time_thankYou","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"100","100","663","663","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","right","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10/18/20 18:33:21","The main experiment item","yes","SternbergTask.osexp","C:\Users\Jennifer Wright\Desktop\PSYC5613\STERNBERGTASK","no","mono","no","18","no","white","no","yes","768","legacy","0","0","C:/Users/Jennifer Wright/Desktop/PSYC5613/STERNBERGTASK/jw-subject-1.csv","legacy","2 1","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","NA","right","NA","663","64998","NA","663","NA","2","legacy","2","1024","2","48000","-16","experiment","1","odd","5","74804","NA","72588","4954","NA","72594","NA","4960","NA","76809","77473","73599","69961","76809","NA","SternbergTask","1","663","1","yes","1024"
"100","100","926","926","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","right","1","1","1","0","0","1","1","0","0","1","1","1","0","1","0","10/18/20 18:33:21","The main experiment item","yes","SternbergTask.osexp","C:\Users\Jennifer Wright\Desktop\PSYC5613\STERNBERGTASK","no","mono","no","18","no","white","no","yes","768","legacy","1","1","C:/Users/Jennifer Wright/Desktop/PSYC5613/STERNBERGTASK/jw-subject-1.csv","legacy","9 6 7 4 5","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","NA","right","NA","1189","64998","NA","1189","NA","2","legacy","5","1024","2","48000","-16","experiment","1","odd","3","81201","77734","78985","4954","NA","78990","NA","4960","NA","83206","84396","79996","69961","83206","NA","SternbergTask","2","1852","2","yes","1024"
"100","100","1261.33333333","1261.33333333","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","right","2","2","2","0","0","2","2","0","0","2","2","2","0","2","0","10/18/20 18:33:21","The main experiment item","yes","SternbergTask.osexp","C:\Users\Jennifer Wright\Desktop\PSYC5613\STERNBERGTASK","no","mono","no","18","no","white","no","yes","768","legacy","2","2","C:/Users/Jennifer Wright/Desktop/PSYC5613/STERNBERGTASK/jw-subject-1.csv","legacy","5 7 8 4 1 2","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","NA","right","NA","1932","64998","NA","1932","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","6","87917","84458","85703","4954","NA","85708","NA","4960","NA","89922","91855","86713","69961","89922","NA","SternbergTask","3","3784","3","yes","1024"
"100","100","1238.75","1238.75","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","left","3","3","3","0","0","3","3","0","0","3","3","3","0","3","0","10/18/20 18:33:21","The main experiment item","yes","SternbergTask.osexp","C:\Users\Jennifer Wright\Desktop\PSYC5613\STERNBERGTASK","no","mono","no","18","no","white","no","yes","768","legacy","3","3","C:/Users/Jennifer Wright/Desktop/PSYC5613/STERNBERGTASK/jw-subject-1.csv","legacy","2 9 4","Lentiform Loewenfeld","3.3.3","3","y","0","left","right","NA","left","NA","1171","64998","NA","1171","NA","2","legacy","3","1024","2","48000","-16","experiment","1","odd","4","95365","91920","93150","4954","NA","93156","NA","4960","NA","97371","98543","94160","69961","97371","NA","SternbergTask","4","4955","4","yes","1024"
"100","100","1190.4","1190.4","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","left","4","4","4","0","0","4","4","0","0","4","4","4","0","4","0","10/18/20 18:33:21","The main experiment item","yes","SternbergTask.osexp","C:\Users\Jennifer Wright\Desktop\PSYC5613\STERNBERGTASK","no","mono","no","18","no","white","no","yes","768","legacy","4","4","C:/Users/Jennifer Wright/Desktop/PSYC5613/STERNBERGTASK/jw-subject-1.csv","legacy","6","Lentiform Loewenfeld","3.3.3","1","y","0","left","right","NA","left","NA","997","64998","NA","997","NA","2","legacy","1","1024","2","48000","-16","experiment","1","odd","6","102046","98605","99831","4954","NA","99836","NA","4960","NA","104051","105049","100840","69961","104050","NA","SternbergTask","5","5952","5","yes","1024"
"100","100","1138.16666667","1138.16666667","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","right","5","5","5","0","0","5","5","0","0","5","5","5","0","5","0","10/18/20 18:33:21","The main experiment item","yes","SternbergTask.osexp","C:\Users\Jennifer Wright\Desktop\PSYC5613\STERNBERGTASK","no","mono","no","18","no","white","no","yes","768","legacy","5","5","C:/Users/Jennifer Wright/Desktop/PSYC5613/STERNBERGTASK/jw-subject-1.csv","legacy","4 1 5","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","NA","right","NA","877","64998","NA","877","NA","2","legacy","3","1024","2","48000","-16","experiment","1","odd","2","108526","105082","106312","4954","NA","106317","NA","4960","NA","110531","111409","107322","69961","110531","NA","SternbergTask","6","6829","6","yes","1024"
"100","100","1076.71428571","1076.71428571","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","right","6","6","6","0","0","6","6","0","0","6","6","6","0","6","0","10/18/20 18:33:21","The main experiment item","yes","SternbergTask.osexp","C:\Users\Jennifer Wright\Desktop\PSYC5613\STERNBERGTASK","no","mono","no","18","no","white","no","yes","768","legacy","6","6","C:/Users/Jennifer Wright/Desktop/PSYC5613/STERNBERGTASK/jw-subject-1.csv","legacy","5","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","NA","right","NA","708","64998","NA","708","NA","2","legacy","1","1024","2","48000","-16","experiment","1","odd","3","114936","111479","112723","4954","NA","112728","NA","4960","NA","116942","117651","113732","69961","116942","NA","SternbergTask","7","7537","7","yes","1024"
"100","100","1034","1034","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","left","7","7","7","0","0","7","7","0","0","7","7","7","0","7","0","10/18/20 18:33:21","The main experiment item","yes","SternbergTask.osexp","C:\Users\Jennifer Wright\Desktop\PSYC5613\STERNBERGTASK","no","mono","no","18","no","white","no","yes","768","legacy","7","7","C:/Users/Jennifer Wright/Desktop/PSYC5613/STERNBERGTASK/jw-subject-1.csv","legacy","4 8","Lentiform Loewenfeld","3.3.3","1","y","0","left","right","NA","left","NA","735","64998","NA","735","NA","2","legacy","2","1024","2","48000","-16","experiment","1","odd","4","121186","117732","118964","4954","NA","118970","NA","4960","NA","123193","123930","119976","69961","123192","NA","SternbergTask","8","8272","8","yes","1024"
"100","100","1096.22222222","1096.22222222","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","right","8","8","8","0","0","8","8","0","0","8","8","8","0","8","0","10/18/20 18:33:21","The main experiment item","yes","SternbergTask.osexp","C:\Users\Jennifer Wright\Desktop\PSYC5613\STERNBERGTASK","no","mono","no","18","no","white","no","yes","768","legacy","8","8","C:/Users/Jennifer Wright/Desktop/PSYC5613/STERNBERGTASK/jw-subject-1.csv","legacy","3 1 9 4","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","NA","right","NA","1594","64998","NA","1594","NA","2","legacy","4","1024","2","48000","-16","experiment","1","odd","6","127465","123992","125247","4954","NA","125253","NA","4960","NA","129474","131069","126258","69961","129473","NA","SternbergTask","9","9866","9","yes","1024"
"100","100","1166.8","1166.8","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","left","9","9","9","0","0","9","9","0","0","9","9","9","0","9","0","10/18/20 18:33:21","The main experiment item","yes","SternbergTask.osexp","C:\Users\Jennifer Wright\Desktop\PSYC5613\STERNBERGTASK","no","mono","no","18","no","white","no","yes","768","legacy","9","9","C:/Users/Jennifer Wright/Desktop/PSYC5613/STERNBERGTASK/jw-subject-1.csv","legacy","1 7 9 8 5","Lentiform Loewenfeld","3.3.3","4","y","0","left","right","NA","left","NA","1802","64998","NA","1802","NA","2","legacy","5","1024","2","48000","-16","experiment","1","odd","8","134668","131198","132450","4954","NA","132457","NA","4960","NA","136675","138479","133462","69961","136674","NA","SternbergTask","10","11668","10","yes","1024"
"100","100","1141.27272727","1141.27272727","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","left","10","10","10","0","0","10","10","0","0","10","10","10","0","10","0","10/18/20 18:33:21","The main experiment item","yes","SternbergTask.osexp","C:\Users\Jennifer Wright\Desktop\PSYC5613\STERNBERGTASK","no","mono","no","18","no","white","no","yes","768","legacy","10","10","C:/Users/Jennifer Wright/Desktop/PSYC5613/STERNBERGTASK/jw-subject-1.csv","legacy","1 5 2 9","Lentiform Loewenfeld","3.3.3","2","y","0","left","right","NA","left","NA","886","64998","NA","886","NA","2","legacy","4","1024","2","48000","-16","experiment","1","odd","5","141962","138512","139746","4954","NA","139752","NA","4960","NA","143967","144855","140757","69961","143967","NA","SternbergTask","11","12554","11","yes","1024"
"100","100","1123","1123","black","practice","legacy","legacy","legacy","0","uniform","1","undefined","1","left","11","11","11","0","0","11","11","0","0","11","11","11","0","11","0","10/18/20 18:33:21","The main experiment item","yes","SternbergTask.osexp","C:\Users\Jennifer Wright\Desktop\PSYC5613\STERNBERGTASK","no","mono","no","18","no","white","no","yes","768","legacy","11","11","C:/Users/Jennifer Wright/Desktop/PSYC5613/STERNBERGTASK/jw-subject-1.csv","legacy","4 3 1 7 9 8","Lentiform Loewenfeld","3.3.3","1","y","0","left","right","NA","left","NA","922","64998","NA","922","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","4","148347","144895","146130","4954","NA","146136","NA","4960","NA","150352","151276","147141","69961","150352","NA","SternbergTask","12","13476","12","yes","1024"
"100","100","1126.69230769","1126.69230769","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","12","12","12","0","0","12","12","0","0","12","12","12","0","12","0","10/18/20 18:33:21","The main experiment item","yes","SternbergTask.osexp","C:\Users\Jennifer Wright\Desktop\PSYC5613\STERNBERGTASK","no","mono","no","18","no","white","no","yes","768","legacy","0","11","C:/Users/Jennifer Wright/Desktop/PSYC5613/STERNBERGTASK/jw-subject-1.csv","legacy","3 9 1","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","left","right","NA","1171","64998","24990","1171","NA","2","legacy","3","1024","2","48000","-16","experiment","1","odd","7","179886","151310","177670","4954","177370","177676","NA","4960","152379","181892","183064","178682","69961","181891","NA","SternbergTask","13","14647","13","yes","1024"
"100","100","1145.5","1145.5","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","13","13","13","0","0","13","13","0","0","13","13","13","0","13","0","10/18/20 18:33:21","The main experiment item","yes","SternbergTask.osexp","C:\Users\Jennifer Wright\Desktop\PSYC5613\STERNBERGTASK","no","mono","no","18","no","white","no","yes","768","legacy","1","11","C:/Users/Jennifer Wright/Desktop/PSYC5613/STERNBERGTASK/jw-subject-1.csv","legacy","9","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","left","right","NA","1390","64998","24990","1390","NA","2","legacy","1","1024","2","48000","-16","experiment","1","odd","6","186613","183152","184397","4954","177370","184403","NA","4960","152379","188617","190008","185408","69961","188617","NA","SternbergTask","14","16037","14","yes","1024"
